Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,38.470056,[14 41] ; [98 34],[32.94117647 22.05882353] ; [79.05882353 52.94117647],1
d3,1,1.5e-05,18.7,[28 27] ; [108  24],[40. 15.] ; [96. 36.],1
p2,1,1.8e-05,18.406817,[39 16] ; [124   8],[47.94117647  7.05882353] ; [115.05882353  16.94117647],1
p7,1,6.9e-05,15.83203,[29 22] ; [110  20],[39.16574586 11.83425414] ; [99.83425414 30.16574586],1
p6,1,0.000115,14.880349,[17 37] ; [82 49],[28.8972973 25.1027027] ; [70.1027027 60.8972973],1
p8,1,0.000352,12.770332,[21 31] ; [91 41],[31.65217391 20.34782609] ; [80.34782609 51.65217391],1
p5,1,0.001772,9.772255,[ 4 51] ; [37 95],[12.05882353 42.94117647] ; [ 28.94117647 103.05882353],0
d1,1,0.002758,8.961301,[27 28] ; [95 37],[35.88235294 19.11764706] ; [86.11764706 45.88235294],0
n6,1,0.01627,5.773432,[43 10] ; [121   9],[47.49726776  5.50273224] ; [116.50273224  13.49726776],0
n5,1,0.019725,5.436033,[38 15] ; [113  18],[43.49456522  9.50543478] ; [107.50543478  23.49456522],0
d5,1,0.022142,5.234574,[42 13] ; [117  14],[47.01612903  7.98387097] ; [111.98387097  19.01612903],0
v3,1,0.023417,5.137322,[20 34] ; [72 58],[27. 27.] ; [65. 65.],0
p9,1,0.027393,4.865897,[45  8] ; [125   7],[48.7027027  4.2972973] ; [121.2972973  10.7027027],0
a4,1,0.035967,4.398677,[22 33] ; [75 57],[28.52941176 26.47058824] ; [68.47058824 63.52941176],0
v1,1,0.043183,4.088218,[27 27] ; [87 45],[33.09677419 20.90322581] ; [80.90322581 51.09677419],0
d4,1,0.045731,3.991484,[43 12] ; [117  14],[47.31182796  7.68817204] ; [112.68817204  18.31182796],0
n4,1,0.062653,3.465716,[41 13] ; [114  17],[45.24324324  8.75675676] ; [109.75675676  21.24324324],0
