Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,54.339826,[28 57] ; [128  31],[54.3442623 30.6557377] ; [101.6557377  57.3442623],1
n6,1,0.000252,13.394025,[49 36] ; [126  32],[61.21399177 23.78600823] ; [113.78600823  44.21399177],1
a6,1,0.001318,10.316558,[44 41] ; [115  44],[55.38934426 29.61065574] ; [103.61065574  55.38934426],0
a5,1,0.005488,7.71107,[40 45] ; [104  55],[50.16393443 34.83606557] ; [93.83606557 65.16393443],0
a3,1,0.011561,6.377016,[36 48] ; [94 63],[45.31120332 38.68879668] ; [84.68879668 72.31120332],0
n1,1,0.013486,6.104239,[ 4 25] ; [18 26],[ 8.73972603 20.26027397] ; [13.26027397 30.73972603],0
v1,1,0.013822,6.060689,[19 64] ; [61 97],[27.55186722 55.44813278] ; [ 52.44813278 105.55186722],0
a2,1,0.017606,5.634928,[ 6 79] ; [ 29 130],[12.19262295 72.80737705] ; [ 22.80737705 136.19262295],0
a8,1,0.021974,5.247871,[ 4 75] ; [ 23 127],[ 9.31441048 69.68558952] ; [ 17.68558952 132.31441048],0
d5,1,0.064249,3.424165,[51 33] ; [115  44],[57.38271605 26.61728395] ; [108.61728395  50.38271605],0
b2,1,0.08406,2.98461,[10 36] ; [34 60],[14.45714286 31.54285714] ; [29.54285714 64.45714286],0
b3,1,0.08406,2.98461,[10 36] ; [34 60],[14.45714286 31.54285714] ; [29.54285714 64.45714286],0
p11,1,0.084333,2.979358,[50 35] ; [111  48],[56.08606557 28.91393443] ; [104.91393443  54.08606557],0
s1,1,0.094569,2.794821,[ 6 79] ; [  4 152],[ 3.52697095 81.47302905] ; [  6.47302905 149.52697095],0
r2,1,0.111906,2.527102,[68 15] ; [141  17],[71.97925311 11.02074689] ; [137.02074689  20.97925311],0
d2,1,0.113855,2.499875,[29 56] ; [70 87],[34.77272727 50.22727273] ; [64.22727273 92.77272727],0
