Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.403822,[188  51] ; [18 24],[175.20996441  63.79003559] ; [30.79003559 11.20996441],1
p4,1,0.000276,13.22681,[176  70] ; [17 23],[166.00699301  79.99300699] ; [26.99300699 13.00699301],1
p8,1,0.000917,10.98743,[153  90] ; [15 27],[143.24210526  99.75789474] ; [24.75789474 17.24210526],1
p9,1,0.001189,10.507132,[224  19] ; [31 10],[218.18661972  24.81338028] ; [36.81338028  4.18661972],0
s1,1,0.007361,7.182812,[  7 235] ; [ 5 37],[ 10.22535211 231.77464789] ; [ 1.77464789 40.22535211],0
p10,1,0.01337,6.119448,[220  26] ; [31 10],[215.14285714  30.85714286] ; [35.85714286  5.14285714],0
p11,1,0.014877,5.931004,[200  47] ; [27 15],[194.01038062  52.98961938] ; [32.98961938  9.01038062],0
p3,1,0.015625,5.844573,[152  95] ; [17 24],[144.94097222 102.05902778] ; [24.05902778 16.94097222],0
n5,1,0.037009,4.349978,[199  47] ; [28 14],[193.89583333  52.10416667] ; [33.10416667  8.89583333],0
s4,1,0.040845,4.182453,[ 58 185] ; [16 25],[ 63.31690141 179.68309859] ; [10.68309859 30.31690141],0
n4,1,0.045567,3.997524,[197  48] ; [28 14],[192.07317073  52.92682927] ; [32.92682927  9.07317073],0
d5,1,0.05075,3.816489,[210  36] ; [30 11],[205.71428571  40.28571429] ; [34.28571429  6.71428571],0
p12,1,0.056839,3.627307,[ 27 220] ; [ 9 33],[ 30.76816609 216.23183391] ; [ 5.23183391 36.76816609],0
d1,1,0.079544,3.074187,[164  83] ; [22 20],[158.96885813  88.03114187] ; [27.03114187 14.96885813],0
b1,1,0.094781,2.791238,[ 90 157] ; [21 21],[ 94.86851211 152.13148789] ; [16.13148789 25.86851211],0
u2,1,0.106195,2.609956,[33 23] ; [4 8],[30.47058824 25.52941176] ; [6.52941176 5.47058824],0
s3,1,0.11679,2.459853,[172  71] ; [24 17],[167.70422535  75.29577465] ; [28.29577465 12.70422535],0
r1,1,0.1368,2.213591,[209  36] ; [32 10],[205.73170732  39.26829268] ; [35.26829268  6.73170732],0
