Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.002637,9.043273,[ 5 29] ; [8 6],[ 9.20833333 24.79166667] ; [ 3.79166667 10.20833333],0
s6,1,0.011072,6.453782,[13 21] ; [11  3],[17. 17.] ; [7. 7.],0
p3,1,0.013903,6.05042,[ 9 25] ; [9 5],[12.75 21.25] ; [5.25 8.75],0
p4,1,0.021459,5.289085,[17 17] ; [12  2],[20.54166667 13.45833333] ; [8.45833333 5.54166667],0
d4,1,0.072438,3.226891,[20 14] ; [12  2],[22.66666667 11.33333333] ; [9.33333333 4.66666667],0
a7,1,0.085146,2.963829,[19 15] ; [ 4 10],[16.29166667 17.70833333] ; [6.70833333 7.29166667],0
a1,1,0.139983,2.178151,[ 1 33] ; [ 2 12],[ 2.125 31.875] ; [ 0.875 13.125],0
b4,1,0.145194,2.122031,[20 14] ; [5 9],[17.70833333 16.29166667] ; [7.29166667 6.70833333],0
a5,1,0.145194,2.122031,[14 20] ; [9 5],[16.29166667 17.70833333] ; [6.70833333 7.29166667],0
a6,1,0.145194,2.122031,[14 20] ; [9 5],[16.29166667 17.70833333] ; [6.70833333 7.29166667],0
n1,1,0.17166,1.868382,[ 2 14] ; [2 3],[ 3.04761905 12.95238095] ; [0.95238095 4.04761905],0
v3,1,0.175836,1.83247,[ 6 28] ; [5 9],[ 7.79166667 26.20833333] ; [ 3.20833333 10.79166667],0
p6,1,0.18055,1.793094,[ 8 26] ; [6 8],[ 9.91666667 24.08333333] ; [4.08333333 9.91666667],0
d1,1,0.18055,1.793094,[ 8 26] ; [6 8],[ 9.91666667 24.08333333] ; [4.08333333 9.91666667],0
u3,1,0.185659,1.75173,[ 4 13] ; [4 4],[ 5.44 11.56] ; [2.56 5.44],0
p10,1,0.261556,1.260504,[21 13] ; [11  3],[22.66666667 11.33333333] ; [9.33333333 4.66666667],0
s8,1,0.265583,1.239419,[ 9 25] ; [6 8],[10.625 23.375] ; [4.375 9.625],0
s7,1,0.27433,1.194969,[ 9 22] ; [6 7],[10.56818182 20.43181818] ; [4.43181818 8.56818182],0
n4,1,0.316783,1.002181,[19 15] ; [10  4],[20.54166667 13.45833333] ; [8.45833333 5.54166667],0
p7,1,0.316783,1.002181,[19 15] ; [10  4],[20.54166667 13.45833333] ; [8.45833333 5.54166667],0
r1,1,0.316783,1.002181,[15 19] ; [ 4 10],[13.45833333 20.54166667] ; [5.54166667 8.45833333],0
r3,1,0.336209,0.924833,[24  9] ; [12  2],[25.27659574  7.72340426] ; [10.72340426  3.27659574],0
v2,1,0.343651,0.896765,[12 22] ; [7 7],[13.45833333 20.54166667] ; [5.54166667 8.45833333],0
r4,1,0.346184,0.887395,[12 22] ; [ 3 11],[10.625 23.375] ; [4.375 9.625],0
a4,1,0.361268,0.833481,[ 9 25] ; [ 2 12],[ 7.79166667 26.20833333] ; [ 3.20833333 10.79166667],0
n3,1,0.374857,0.7875,[10  6] ; [2 3],[9.14285714 6.85714286] ; [2.85714286 2.14285714],0
s4,1,0.396946,0.717559,[ 6 28] ; [ 4 10],[ 7.08333333 26.91666667] ; [ 2.91666667 11.08333333],0
n6,1,0.421552,0.645984,[22 12] ; [10  3],[23.14893617 10.85106383] ; [8.85106383 4.14893617],0
u2,1,0.48384,0.490196,[11  6] ; [4 4],[10.2  6.8] ; [4.8 3.2],0
v1,1,0.489162,0.47837,[11 23] ; [6 8],[12.04166667 21.95833333] ; [4.95833333 9.04166667],0
s1,1,0.507878,0.438436,[ 1 33] ; [ 1 13],[ 1.41666667 32.58333333] ; [ 0.58333333 13.41666667],0
v4,1,0.521898,0.410141,[25  9] ; [9 5],[24.08333333  9.91666667] ; [9.91666667 4.08333333],0
p5,1,0.569996,0.322689,[ 5 29] ; [ 3 11],[ 5.66666667 28.33333333] ; [ 2.33333333 11.66666667],0
p12,1,0.573379,0.317061,[ 3 31] ; [ 2 12],[ 3.54166667 30.45833333] ; [ 1.45833333 12.54166667],0
a8,1,0.641838,0.216346,[ 4 28] ; [ 1 12],[ 3.55555556 28.44444444] ; [ 1.44444444 11.55555556],0
a3,1,0.652524,0.202733,[17 17] ; [6 8],[16.29166667 17.70833333] ; [6.70833333 7.29166667],0
b5,1,0.710062,0.138215,[19 15] ; [7 7],[18.41666667 15.58333333] ; [7.58333333 6.41666667],0
p8,1,0.710062,0.138215,[15 19] ; [7 7],[15.58333333 18.41666667] ; [6.41666667 7.58333333],0
p11,1,0.713858,0.134454,[25  9] ; [11  3],[25.5  8.5] ; [10.5  3.5],0
n5,1,0.725038,0.123717,[20 14] ; [9 5],[20.54166667 13.45833333] ; [8.45833333 5.54166667],0
d5,1,0.765992,0.088578,[21 13] ; [8 6],[20.54166667 13.45833333] ; [8.45833333 5.54166667],0
s5,1,0.874925,0.024776,[ 8 26] ; [ 3 11],[ 7.79166667 26.20833333] ; [ 3.20833333 10.79166667],0
p9,1,0.881655,0.022163,[25  9] ; [10  4],[24.79166667  9.20833333] ; [10.20833333  3.79166667],0
n2,1,0.88242,0.021875,[9 7] ; [3 2],[9.14285714 6.85714286] ; [2.85714286 2.14285714],0
b2,1,0.900744,0.015556,[ 5 13] ; [3 7],[ 5.14285714 12.85714286] ; [2.85714286 7.14285714],0
b3,1,0.900744,0.015556,[ 5 13] ; [3 7],[ 5.14285714 12.85714286] ; [2.85714286 7.14285714],0
d3,1,0.936225,0.006403,[19 15] ; [8 6],[19.125 14.875] ; [7.875 6.125],0
b1,1,0.936225,0.006403,[19 15] ; [8 6],[19.125 14.875] ; [7.875 6.125],0
d2,1,0.953573,0.00339,[10 24] ; [ 4 10],[ 9.91666667 24.08333333] ; [4.08333333 9.91666667],0
