Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,40.651049,[ 61 177] ; [50 26],[ 84.13375796 153.86624204] ; [26.86624204 49.13375796],1
n4,1,0.003863,8.347304,[157  90] ; [64 15],[167.44478528  79.55521472] ; [53.55521472 25.44478528],0
a3,1,0.009813,6.668489,[145 101] ; [60 20],[154.69325153  91.30674847] ; [50.30674847 29.69325153],0
r1,1,0.049086,3.872403,[159  88] ; [61 19],[166.17737003  80.82262997] ; [53.82262997 26.17737003],0
n2,1,0.050605,3.821287,[51 37] ; [17  4],[54.89908257 33.10091743] ; [13.10091743  7.89908257],0
p10,1,0.059313,3.556502,[154  90] ; [59 20],[160.90402477  83.09597523] ; [52.09597523 26.90402477],0
b1,1,0.078211,3.101683,[111 136] ; [27 53],[104.23853211 142.76146789] ; [33.76146789 46.23853211],0
b4,1,0.080241,3.060018,[133 114] ; [52 28],[139.74006116 107.25993884] ; [45.25993884 34.74006116],0
s8,1,0.08795,2.911506,[ 65 182] ; [29 51],[ 71.0030581 175.9969419] ; [22.9969419 57.0030581],0
n5,1,0.097646,2.74357,[151  93] ; [57 22],[157.12693498  86.87306502] ; [50.87306502 28.12693498],0
r3,1,0.100224,2.701973,[211  36] ; [74  6],[215.27522936  31.72477064] ; [69.72477064 10.27522936],0
a5,1,0.143373,2.14138,[144 103] ; [54 26],[149.55963303  97.44036697] ; [48.44036697 31.55963303],0
r4,1,0.161824,1.957102,[185  62] ; [66 14],[189.59327217  57.40672783] ; [61.40672783 18.59327217],0
b5,1,0.217215,1.522676,[149  98] ; [42 38],[144.27217125 102.72782875] ; [46.72782875 33.27217125],0
r2,1,0.223953,1.47886,[205  38] ; [71  8],[208.28571429  34.71428571] ; [67.71428571 11.28571429],0
d2,1,0.227278,1.457816,[ 98 148] ; [38 42],[102.62576687 143.37423313] ; [33.37423313 46.62576687],0
s6,1,0.228765,1.448525,[107 139] ; [40 38],[111.61111111 134.38888889] ; [35.38888889 42.61111111],0
v4,1,0.23473,1.411968,[212  34] ; [73  7],[215.06134969  30.93865031] ; [69.93865031 10.06134969],0
p12,1,0.237261,1.396795,[  6 241] ; [ 4 75],[  7.57668712 239.42331288] ; [ 2.42331288 76.57668712],0
d4,1,0.24816,1.333631,[181  65] ; [64 16],[184.87730061  61.12269939] ; [60.12269939 19.87730061],0
a2,1,0.300239,1.073132,[ 40 207] ; [17 63],[ 43.05504587 203.94495413] ; [13.94495413 66.05504587],0
s7,1,0.314226,1.012828,[ 72 166] ; [27 47],[ 75.51923077 162.48076923] ; [23.48076923 50.51923077],0
p3,1,0.338958,0.91437,[ 78 168] ; [30 50],[ 81.49693252 164.50306748] ; [26.50306748 53.49693252],0
u2,1,0.347954,0.880905,[52 49] ; [ 8 12],[50.08264463 50.91735537] ; [ 9.91735537 10.08264463],0
d1,1,0.352725,0.863628,[118 129] ; [43 37],[121.6116208 125.3883792] ; [39.3883792 40.6116208],0
p1,1,0.361045,0.834256,[ 16 230] ; [ 3 77],[ 14.33742331 231.66257669] ; [ 4.66257669 75.33742331],0
n6,1,0.401976,0.702406,[179  67] ; [62 18],[181.85889571  64.14110429] ; [59.14110429 20.85889571],0
s4,1,0.411371,0.674836,[ 37 208] ; [ 9 70],[ 34.78395062 210.21604938] ; [11.21604938 67.78395062],0
a1,1,0.413364,0.669104,[ 10 237] ; [ 5 75],[ 11.33027523 235.66972477] ; [ 3.66972477 76.33027523],0
p5,1,0.433709,0.61287,[ 11 235] ; [ 2 78],[  9.80981595 236.19018405] ; [ 3.19018405 76.80981595],0
p2,1,0.446607,0.579249,[177  69] ; [54 26],[174.31288344  71.68711656] ; [56.68711656 23.31288344],0
s2,1,0.454114,0.560362,[ 84 162] ; [31 49],[ 86.7791411 159.2208589] ; [28.2208589 51.7791411],0
b3,1,0.471676,0.518047,[36 93] ; [17 34],[37.98333333 91.01666667] ; [15.01666667 35.98333333],0
b2,1,0.471676,0.518047,[36 93] ; [17 34],[37.98333333 91.01666667] ; [15.01666667 35.98333333],0
p9,1,0.478143,0.503095,[165  78] ; [57 22],[167.53416149  75.46583851] ; [54.46583851 24.53416149],0
s3,1,0.513704,0.426515,[109 136] ; [38 40],[111.50154799 133.49845201] ; [35.49845201 42.50154799],0
n3,1,0.528474,0.397324,[55 33] ; [14  6],[56.22222222 31.77777778] ; [12.77777778  7.22222222],0
a8,1,0.536599,0.381879,[ 25 208] ; [10 65],[ 26.47727273 206.52272727] ; [ 8.52272727 66.47727273],0
a4,1,0.584283,0.299361,[ 87 159] ; [31 49],[ 89.04294479 156.95705521] ; [28.95705521 51.04294479],0
s1,1,0.641889,0.21628,[  9 237] ; [ 2 76],[  8.35185185 237.64814815] ; [ 2.64814815 75.35185185],0
p8,1,0.646708,0.210076,[105 141] ; [31 47],[103.25925926 142.74074074] ; [32.74074074 45.25925926],0
p11,1,0.667224,0.184866,[170  77] ; [53 27],[168.44342508  78.55657492] ; [54.55657492 25.44342508],0
p4,1,0.671056,0.180369,[109 137] ; [32 45],[107.3869969 138.6130031] ; [33.6130031 43.3869969],0
p6,1,0.678387,0.171947,[ 59 186] ; [17 61],[ 57.64705882 187.35294118] ; [18.35294118 59.64705882],0
n1,1,0.798849,0.064942,[29 59] ; [ 6 14],[28.51851852 59.48148148] ; [ 6.48148148 13.51851852],0
a6,1,0.815639,0.054363,[161  86] ; [51 29],[160.13455657  86.86544343] ; [51.86544343 28.13455657],0
u3,1,0.84924,0.036134,[45 55] ; [ 9 10],[45.37815126 54.62184874] ; [ 8.62184874 10.37815126],0
d5,1,0.856727,0.032596,[182  64] ; [60 20],[182.61349693  63.38650307] ; [59.38650307 20.61349693],0
p7,1,0.880025,0.022782,[127 116] ; [40 38],[126.42056075 116.57943925] ; [40.57943925 37.42056075],0
d3,1,0.901988,0.015166,[155  90] ; [50 30],[154.53846154  90.46153846] ; [50.46153846 29.53846154],0
u1,1,0.905218,0.014178,[ 29 218] ; [ 9 71],[ 28.70336391 218.29663609] ; [ 9.29663609 70.70336391],0
a7,1,0.993206,7.3e-05,[169  77] ; [55 25],[169.03067485  76.96932515] ; [54.96932515 25.03067485],0
