Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,24.553571,[104  13] ; [26 22],[92.18181818 24.81818182] ; [37.81818182 10.18181818],1
r4,1,2.1e-05,18.099152,[70 48] ; [11 37],[57.57831325 60.42168675] ; [23.42168675 24.57831325],1
p11,1,0.000384,12.609937,[88 30] ; [22 26],[78.19277108 39.80722892] ; [31.80722892 16.19277108],1
v4,1,0.000467,12.242306,[100  18] ; [28 19],[91.53939394 26.46060606] ; [36.46060606 10.53939394],1
b1,1,0.000646,11.639259,[42 76] ; [31 17],[51.89156627 66.10843373] ; [21.10843373 26.89156627],1
n4,1,0.000887,11.050139,[84 34] ; [21 27],[74.63855422 43.36144578] ; [30.36144578 17.63855422],1
a1,1,0.000911,11.001209,[  3 115] ; [ 8 40],[  7.81927711 110.18072289] ; [ 3.18072289 44.81927711],1
p2,1,0.002368,9.239959,[86 32] ; [22 24],[77.70731707 40.29268293] ; [30.29268293 15.70731707],0
p10,1,0.004064,8.255192,[81 35] ; [21 25],[73.03703704 42.96296296] ; [28.96296296 17.03703704],0
p3,1,0.004726,7.981534,[48 70] ; [ 8 38],[40.29268293 77.70731707] ; [15.70731707 30.29268293],0
p9,1,0.008021,7.028736,[89 25] ; [27 20],[82.13664596 31.86335404] ; [33.86335404 13.13664596],0
v3,1,0.030908,4.658087,[37 81] ; [ 7 40],[31.46666667 86.53333333] ; [12.53333333 34.46666667],0
s6,1,0.038182,4.296875,[52 65] ; [13 35],[46.09090909 70.90909091] ; [18.90909091 29.09090909],0
s1,1,0.039599,4.234993,[  1 117] ; [ 3 45],[  2.84337349 115.15662651] ; [ 1.15662651 46.84337349],0
p8,1,0.060748,3.516833,[49 68] ; [12 34],[43.78527607 73.21472393] ; [17.21472393 28.78527607],0
d5,1,0.062069,3.481223,[79 38] ; [25 23],[73.74545455 43.25454545] ; [30.25454545 17.74545455],0
b4,1,0.070127,3.280052,[65 53] ; [19 29],[59.71084337 58.28915663] ; [24.28915663 23.71084337],0
