Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,91.771933,[ 3 41] ; [211  56],[30.27652733 13.72347267] ; [183.72347267  83.27652733],1
d5,1,0.0,60.24819,[23 21] ; [250  17],[38.62379421  5.37620579] ; [234.37620579  32.62379421],1
d3,1,0.0,39.894368,[17 27] ; [220  47],[33.53054662 10.46945338] ; [203.46945338  63.53054662],1
d2,1,8.3e-05,15.491509,[13 31] ; [163 103],[24.98064516 19.01935484] ; [151.01935484 114.98064516],1
a4,1,0.000197,13.856091,[10 34] ; [141 125],[21.43225806 22.56774194] ; [129.56774194 136.43225806],1
u1,1,0.000257,13.362109,[ 1 43] ; [ 74 193],[10.61093248 33.38906752] ; [ 64.38906752 202.61093248],1
a5,1,0.000457,12.283312,[28 16] ; [228  39],[36.21864952  7.78135048] ; [219.78135048  47.21864952],1
s2,1,0.001062,10.716359,[14 29] ; [156 107],[23.88888889 19.11111111] ; [146.11111111 116.88888889],0
s6,1,0.007245,7.211154,[24 18] ; [201  61],[31.08552632 10.91447368] ; [193.91447368  68.08552632],0
a2,1,0.01238,6.255672,[ 6 38] ; [ 86 181],[13.01607717 30.98392283] ; [ 78.98392283 188.01607717],0
r4,1,0.013626,6.085952,[37  7] ; [252  15],[40.88745981  3.11254019] ; [248.11254019  18.88745981],0
s3,1,0.040092,4.213999,[18 25] ; [153 108],[24.1875 18.8125] ; [146.8125 114.1875],0
r1,1,0.041845,4.141444,[33 11] ; [230  35],[37.44983819  6.55016181] ; [225.55016181  39.44983819],0
n6,1,0.06284,3.460789,[35  9] ; [236  28],[38.71428571  5.28571429] ; [232.28571429  31.71428571],0
s7,1,0.080696,3.050818,[18 22] ; [151 102],[23.07167235 16.92832765] ; [145.92832765 107.07167235],0
a8,1,0.087144,2.926353,[ 2 38] ; [ 35 198],[ 5.42124542 34.57875458] ; [ 31.57875458 201.42124542],0
n1,1,0.092754,2.825913,[6 3] ; [16 28],[3.73584906 5.26415094] ; [18.26415094 25.73584906],0
p11,1,0.096304,2.765705,[33 11] ; [227  40],[36.78456592  7.21543408] ; [223.21543408  43.78456592],0
p9,1,0.100354,2.699902,[36  8] ; [239  26],[39.15857605  4.84142395] ; [235.84142395  29.15857605],0
a3,1,0.125253,2.350375,[30 14] ; [210  57],[33.95498392 10.04501608] ; [206.04501608  60.95498392],0
a7,1,0.128708,2.308013,[30 14] ; [209  57],[33.92258065 10.07741935] ; [205.07741935  60.92258065],0
s8,1,0.130082,2.291531,[18 26] ; [140 123],[22.64495114 21.35504886] ; [135.35504886 127.64495114],0
b1,1,0.14459,2.128415,[20 24] ; [ 91 176],[15.70418006 28.29581994] ; [ 95.29581994 171.70418006],0
s5,1,0.157788,1.995295,[13 30] ; [107 150],[17.2 25.8] ; [102.8 154.2],0
