Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000294,13.105813,[15 10] ; [16 59],[ 7.75 17.25] ; [23.25 51.75],1
s8,1,0.004589,8.034666,[ 9 16] ; [ 9 70],[ 4.32692308 20.67307692] ; [13.67307692 65.32692308],0
p6,1,0.005803,7.610498,[ 7 17] ; [ 6 72],[ 3.05882353 20.94117647] ; [ 9.94117647 68.05882353],0
p8,1,0.010383,6.567969,[10 14] ; [13 65],[ 5.41176471 18.58823529] ; [17.58823529 60.41176471],0
p2,1,0.013292,6.129808,[18  6] ; [36 42],[12.70588235 11.29411765] ; [41.29411765 36.70588235],0
a4,1,0.028823,4.77817,[13 12] ; [22 56],[ 8.49514563 16.50485437] ; [26.50485437 51.49514563],0
p9,1,0.039058,4.258337,[17  7] ; [35 40],[12.60606061 11.39393939] ; [39.39393939 35.60606061],0
a5,1,0.067502,3.342744,[16  9] ; [34 45],[12.01923077 12.98076923] ; [37.98076923 41.01923077],0
p11,1,0.085987,2.947945,[16  9] ; [35 44],[12.25961538 12.74038462] ; [38.74038462 40.25961538],0
n1,1,0.105382,2.62214,[6 5] ; [12 30],[3.73584906 7.26415094] ; [14.26415094 27.73584906],0
v2,1,0.110594,2.545714,[12 12] ; [24 51],[ 8.72727273 15.27272727] ; [27.27272727 47.72727273],0
s2,1,0.11448,2.491266,[ 9 15] ; [17 62],[ 6.05825243 17.94174757] ; [19.94174757 59.05825243],0
d3,1,0.122786,2.381425,[15 10] ; [33 45],[11.65048544 13.34951456] ; [36.34951456 41.65048544],0
p10,1,0.144755,2.126671,[15  9] ; [35 42],[11.88118812 12.11881188] ; [38.11881188 38.88118812],0
b1,1,0.17099,1.874243,[15 10] ; [35 44],[12.01923077 12.98076923] ; [37.98076923 41.01923077],0
v1,1,0.173641,1.851225,[10 15] ; [19 55],[ 7.32323232 17.67676768] ; [21.67676768 52.32323232],0
s7,1,0.186645,1.743903,[ 9 13] ; [20 56],[ 6.51020408 15.48979592] ; [22.48979592 53.51020408],0
a3,1,0.195636,1.674655,[17  8] ; [41 36],[14.21568627 10.78431373] ; [43.78431373 33.21568627],0
b4,1,0.214561,1.540379,[12 13] ; [49 30],[14.66346154 10.33653846] ; [46.33653846 32.66346154],0
n2,1,0.225494,1.469063,[8 3] ; [22 20],[6.22641509 4.77358491] ; [23.77358491 18.22641509],0
d5,1,0.231337,1.432623,[17  8] ; [43 36],[14.42307692 10.57692308] ; [45.57692308 33.42307692],0
r3,1,0.246695,1.341922,[16  9] ; [38 37],[13.5 11.5] ; [40.5 34.5],0
v4,1,0.246884,1.340852,[16  7] ; [42 33],[13.6122449  9.3877551] ; [44.3877551 30.6122449],0
u3,1,0.248293,1.332881,[4 4] ; [11 27],[2.60869565 5.39130435] ; [12.39130435 25.60869565],0
s6,1,0.24843,1.332112,[10 14] ; [23 56],[ 7.68932039 16.31067961] ; [25.31067961 53.68932039],0
d1,1,0.257776,1.280662,[11 14] ; [25 54],[ 8.65384615 16.34615385] ; [27.34615385 51.65384615],0
n3,1,0.308358,1.037694,[7 4] ; [19 22],[5.5 5.5] ; [20.5 20.5],0
u1,1,0.353715,0.860084,[ 3 22] ; [ 5 74],[ 1.92307692 23.07692308] ; [ 6.07692308 72.92307692],0
p5,1,0.373284,0.792704,[ 2 22] ; [ 3 75],[ 1.17647059 22.82352941] ; [ 3.82352941 74.17647059],0
p12,1,0.391422,0.734519,[ 1 24] ; [ 1 77],[ 0.48543689 24.51456311] ; [ 1.51456311 76.48543689],0
a2,1,0.423053,0.64182,[ 4 21] ; [ 8 71],[ 2.88461538 22.11538462] ; [ 9.11538462 69.88461538],0
a6,1,0.478839,0.501507,[10 15] ; [38 41],[11.53846154 13.46153846] ; [36.46153846 42.53846154],0
r1,1,0.511331,0.431342,[ 6 18] ; [25 53],[ 7.29411765 16.70588235] ; [23.70588235 54.29411765],0
a1,1,0.525178,0.403713,[ 2 23] ; [10 69],[ 2.88461538 22.11538462] ; [ 9.11538462 69.88461538],0
s4,1,0.590464,0.28962,[ 3 22] ; [13 66],[ 3.84615385 21.15384615] ; [12.15384615 66.84615385],0
n4,1,0.617534,0.249349,[13 12] ; [45 33],[14.0776699 10.9223301] ; [43.9223301 34.0776699],0
s5,1,0.639403,0.219524,[ 3 21] ; [13 66],[ 3.72815534 20.27184466] ; [12.27184466 66.72815534],0
s1,1,0.654332,0.200482,[ 1 24] ; [ 5 73],[ 1.45631068 23.54368932] ; [ 4.54368932 73.45631068],0
d4,1,0.655074,0.199563,[16  9] ; [46 32],[15.04854369  9.95145631] ; [46.95145631 31.04854369],0
n6,1,0.72186,0.126717,[13 11] ; [38 38],[12.24 11.76] ; [38.76 37.24],0
u2,1,0.727282,0.121622,[4 4] ; [16 21],[3.55555556 4.44444444] ; [16.44444444 20.55555556],0
b5,1,0.804243,0.061435,[14 11] ; [42 37],[13.46153846 11.53846154] ; [42.53846154 36.46153846],0
a7,1,0.906564,0.013777,[13 12] ; [39 38],[12.74509804 12.25490196] ; [39.25490196 37.74509804],0
s3,1,0.928055,0.008153,[ 8 15] ; [26 51],[ 7.82 15.18] ; [26.18 50.82],0
r2,1,0.931782,0.007328,[13 10] ; [42 31],[13.17708333  9.82291667] ; [41.82291667 31.17708333],0
v3,1,0.954672,0.003231,[ 5 20] ; [15 62],[ 4.90196078 20.09803922] ; [15.09803922 61.90196078],0
b2,1,0.954733,0.003222,[ 6 10] ; [18 29],[6.0952381 9.9047619] ; [17.9047619 29.0952381],0
b3,1,0.954733,0.003222,[ 6 10] ; [18 29],[6.0952381 9.9047619] ; [17.9047619 29.0952381],0
d2,1,0.981639,0.00053,[10 15] ; [31 46],[10.04901961 14.95098039] ; [30.95098039 46.04901961],0
n5,1,0.988563,0.000205,[15  9] ; [48 29],[14.97029703  9.02970297] ; [48.02970297 28.97029703],0
