Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,75.469689,[43 72] ; [270  65],[79.98888889 35.01111111] ; [233.01111111 101.98888889],1
d3,1,0.0,67.849318,[49 66] ; [277  59],[83.12638581 31.87361419] ; [242.87361419  93.12638581],1
a2,1,0.0,26.869869,[  9 106] ; [109 227],[30.0886918 84.9113082] ; [ 87.9113082 248.0886918],1
u1,1,1e-06,23.540919,[  5 110] ; [ 85 251],[22.94900222 92.05099778] ; [ 67.05099778 268.94900222],1
b5,1,0.000175,14.07675,[54 61] ; [224 112],[70.88691796 44.11308204] ; [207.11308204 128.88691796],1
r1,1,0.001216,10.465398,[84 31] ; [288  46],[95.27839644 19.72160356] ; [276.72160356  57.27839644],0
d1,1,0.005161,7.822223,[61 54] ; [227 109],[73.4368071 41.5631929] ; [214.5631929 121.4368071],0
b1,1,0.006222,7.484986,[54 61] ; [110 226],[41.81818182 73.18181818] ; [122.18181818 213.81818182],0
r4,1,0.023915,5.100791,[96 19] ; [306  30],[102.50554324  12.49445676] ; [299.49445676  36.50554324],0
p2,1,0.051321,3.797783,[86 28] ; [281  55],[92.97333333 21.02666667] ; [274.02666667  61.97333333],0
n6,1,0.082499,3.014972,[90 24] ; [285  47],[95.85201794 18.14798206] ; [279.14798206  52.85201794],0
r3,1,0.08509,2.964903,[109   6] ; [327   7],[111.67037862   3.32962138] ; [324.32962138   9.67037862],0
a5,1,0.090884,2.858645,[83 32] ; [268  68],[89.50110865 25.49889135] ; [261.49889135  74.50110865],0
a8,1,0.095313,2.782268,[ 11 100] ; [ 48 243],[16.29104478 94.70895522] ; [ 42.70895522 248.29104478],0
u3,1,0.116486,2.463942,[11 16] ; [51 37],[14.55652174 12.44347826] ; [47.44347826 40.55652174],0
v4,1,0.118292,2.439793,[104  10] ; [317  16],[107.36912752   6.63087248] ; [313.63087248  19.36912752],0
b4,1,0.131266,2.277465,[62 53] ; [208 128],[68.84700665 46.15299335] ; [201.15299335 134.84700665],0
s6,1,0.154306,2.029154,[68 44] ; [224 105],[74.15873016 37.84126984] ; [217.84126984 111.15873016],0
p10,1,0.15984,1.97574,[85 27] ; [273  60],[90.10337079 21.89662921] ; [267.89662921  65.10337079],0
p4,1,0.165062,1.927227,[58 54] ; [198 136],[64.28699552 47.71300448] ; [191.71300448 142.28699552],0
s5,1,0.166347,1.915558,[39 69] ; [ 94 230],[33.25 74.75] ; [ 99.75 224.25],0
p12,1,0.174338,1.845238,[  4 108] ; [ 24 311],[  7.01565996 104.98434004] ; [ 20.98434004 314.01565996],0
b2,1,0.214894,1.538146,[30 44] ; [ 63 131],[25.67910448 48.32089552] ; [ 67.32089552 126.67910448],0
b3,1,0.214894,1.538146,[30 44] ; [ 63 131],[25.67910448 48.32089552] ; [ 67.32089552 126.67910448],0
p9,1,0.247864,1.335305,[91 22] ; [281  49],[94.88939052 18.11060948] ; [277.11060948  52.88939052],0
r2,1,0.268946,1.222117,[103   8] ; [317  15],[105.23702032   5.76297968] ; [314.76297968  17.23702032],0
n3,1,0.280565,1.164349,[23  4] ; [51 17],[21.03157895  5.96842105] ; [52.96842105 15.03157895],0
d4,1,0.291986,1.110442,[95 20] ; [291  45],[98.42572062 16.57427938] ; [287.57427938  48.42572062],0
u2,1,0.317651,0.998593,[11 15] ; [46 40],[13.23214286 12.76785714] ; [43.76785714 42.23214286],0
p7,1,0.335905,0.925999,[76 36] ; [206 122],[71.78181818 40.21818182] ; [210.21818182 117.78181818],0
