Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000126,14.705882,[6 3] ; [79  2],[8.5 0.5] ; [76.5  4.5],1
r1,1,0.002791,8.939604,[4 5] ; [70 12],[7.31868132 1.68131868] ; [66.68131868 15.31868132],0
s3,1,0.003127,8.731868,[1 8] ; [50 30],[5.15730337 3.84269663] ; [45.84269663 34.15730337],0
s8,1,0.021908,5.25308,[2 7] ; [49 30],[5.21590909 3.78409091] ; [45.78409091 33.21590909],0
r4,1,0.023953,5.098028,[6 3] ; [75  7],[8.01098901 0.98901099] ; [72.98901099  9.01098901],0
s7,1,0.033239,4.533452,[3 5] ; [56 20],[5.61904762 2.38095238] ; [53.38095238 22.61904762],0
n2,1,0.042522,4.114286,[1 2] ; [13  2],[2.33333333 0.66666667] ; [11.66666667  3.33333333],0
p6,1,0.052584,3.757096,[3 6] ; [53 27],[5.66292135 3.33707865] ; [50.33707865 29.66292135],0
n4,1,0.059864,3.541152,[6 3] ; [73  9],[7.81318681 1.18681319] ; [71.18681319 10.81318681],0
a7,1,0.073319,3.207104,[4 5] ; [60 22],[6.32967033 2.67032967] ; [57.67032967 24.32967033],0
r3,1,0.088099,2.908778,[7 2] ; [76  5],[8.3 0.7] ; [74.7  6.3],0
p7,1,0.131462,2.275158,[6 3] ; [68 11],[7.56818182 1.43181818] ; [66.43181818 12.56818182],0
s2,1,0.157299,2.0,[3 6] ; [47 34],[5. 4.] ; [45. 36.],0
p8,1,0.243225,1.361805,[6 3] ; [67 14],[7.3 1.7] ; [65.7 15.3],0
n5,1,0.256329,1.288474,[7 2] ; [74  8],[8.01098901 0.98901099] ; [72.98901099  9.01098901],0
n3,1,0.279642,1.168831,[1 2] ; [10  5],[1.83333333 1.16666667] ; [9.16666667 5.83333333],0
d5,1,0.291841,1.111111,[6 3] ; [66 15],[7.2 1.8] ; [64.8 16.2],0
p3,1,0.343598,0.896961,[6 3] ; [65 16],[7.1 1.9] ; [63.9 17.1],0
v3,1,0.34557,0.889658,[4 5] ; [48 31],[5.31818182 3.68181818] ; [46.68181818 32.31818182],0
d2,1,0.36048,0.83622,[6 3] ; [41 40],[4.7 4.3] ; [42.3 38.7],0
p4,1,0.408295,0.683761,[7 2] ; [71 10],[7.8 1.2] ; [70.2 10.8],0
b2,1,0.436064,0.606618,[4 2] ; [30 30],[3.09090909 2.90909091] ; [30.90909091 29.09090909],0
b3,1,0.436064,0.606618,[4 2] ; [30 30],[3.09090909 2.90909091] ; [30.90909091 29.09090909],0
v1,1,0.43895,0.599026,[5 4] ; [54 25],[6.03409091 2.96590909] ; [52.96590909 26.03409091],0
a2,1,0.491588,0.473049,[1 8] ; [17 65],[1.78021978 7.21978022] ; [16.21978022 65.78021978],0
a4,1,0.498794,0.457502,[3 6] ; [37 45],[3.95604396 5.04395604] ; [36.04395604 45.95604396],0
d3,1,0.505743,0.442865,[5 4] ; [54 27],[5.9 3.1] ; [53.1 27.9],0
d1,1,0.590736,0.289196,[5 4] ; [53 29],[5.73626374 3.26373626] ; [52.26373626 29.73626374],0
u1,1,0.591094,0.288639,[1 8] ; [15 67],[1.58241758 7.41758242] ; [14.41758242 67.58241758],0
d4,1,0.637352,0.222222,[8 1] ; [67 14],[7.5 1.5] ; [67.5 13.5],0
u3,1,0.64315,0.214646,[1 1] ; [10  5],[1.29411765 0.70588235] ; [9.70588235 5.29411765],0
b4,1,0.68734,0.16198,[6 3] ; [49 33],[5.43956044 3.56043956] ; [49.56043956 32.43956044],0
v2,1,0.705666,0.142645,[5 4] ; [49 30],[5.52272727 3.47727273] ; [48.47727273 30.52272727],0
p12,1,0.756495,0.096154,[3 6] ; [23 58],[2.6 6.4] ; [23.4 57.6],0
p1,1,0.765906,0.088646,[2 7] ; [22 60],[2.37362637 6.62637363] ; [21.62637363 60.37362637],0
a5,1,0.774027,0.082433,[7 2] ; [67 15],[7.31868132 1.68131868] ; [66.68131868 15.31868132],0
a3,1,0.774027,0.082433,[7 2] ; [67 15],[7.31868132 1.68131868] ; [66.68131868 15.31868132],0
a1,1,0.846268,0.03759,[1 8] ; [11 71],[1.18681319 7.81318681] ; [10.81318681 71.18681319],0
s6,1,0.86009,0.031067,[7 2] ; [61 15],[7.2 1.8] ; [60.8 15.2],0
b5,1,0.913704,0.011743,[4 5] ; [38 44],[4.15384615 4.84615385] ; [37.84615385 44.15384615],0
p2,1,0.914572,0.011507,[8 1] ; [71 10],[7.9 1.1] ; [71.1  9.9],0
s5,1,0.91487,0.011427,[6 3] ; [52 24],[6.14117647 2.85882353] ; [51.85882353 24.14117647],0
a6,1,0.940067,0.005653,[6 3] ; [55 26],[6.1 2.9] ; [54.9 26.1],0
a8,1,0.947314,0.004367,[1 7] ; [10 65],[1.06024096 6.93975904] ; [ 9.93975904 65.06024096],0
b1,1,0.975191,0.000967,[4 5] ; [36 46],[3.95604396 5.04395604] ; [36.04395604 45.95604396],0
