Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.027159,4.880672,[3 4] ; [ 1 16],[1.16666667 5.83333333] ; [ 2.83333333 14.16666667],0
s5,1,0.027159,4.880672,[3 4] ; [ 1 16],[1.16666667 5.83333333] ; [ 2.83333333 14.16666667],0
u3,1,0.041038,4.174444,[2 1] ; [1 9],[0.69230769 2.30769231] ; [2.30769231 7.69230769],0
d2,1,0.053004,3.743803,[4 3] ; [ 3 14],[2.04166667 4.95833333] ; [ 4.95833333 12.04166667],0
s4,1,0.088233,2.906325,[3 4] ; [ 2 15],[1.45833333 5.54166667] ; [ 3.54166667 13.45833333],0
p1,1,0.126598,2.333733,[2 5] ; [ 1 16],[0.875 6.125] ; [ 2.125 14.875],0
s7,1,0.147299,2.1,[3 4] ; [ 2 12],[1.66666667 5.33333333] ; [ 3.33333333 10.66666667],0
v1,1,0.194835,1.680672,[3 4] ; [ 3 14],[1.75 5.25] ; [ 4.25 12.75],0
s2,1,0.315286,1.008403,[2 5] ; [ 2 15],[1.16666667 5.83333333] ; [ 2.83333333 14.16666667],0
p11,1,0.343709,0.896547,[3 4] ; [ 4 13],[2.04166667 4.95833333] ; [ 4.95833333 12.04166667],0
p7,1,0.403713,0.697239,[2 5] ; [8 9],[2.91666667 4.08333333] ; [7.08333333 9.91666667],0
d3,1,0.475512,0.509138,[4 3] ; [ 7 10],[3.20833333 3.79166667] ; [7.79166667 9.20833333],0
n6,1,0.475512,0.509138,[4 3] ; [ 7 10],[3.20833333 3.79166667] ; [7.79166667 9.20833333],0
d5,1,0.475512,0.509138,[4 3] ; [ 7 10],[3.20833333 3.79166667] ; [7.79166667 9.20833333],0
s8,1,0.498389,0.458365,[1 6] ; [ 1 16],[0.58333333 6.41666667] ; [ 1.41666667 15.58333333],0
a1,1,0.498389,0.458365,[1 6] ; [ 1 16],[0.58333333 6.41666667] ; [ 1.41666667 15.58333333],0
s1,1,0.498389,0.458365,[1 6] ; [ 1 16],[0.58333333 6.41666667] ; [ 1.41666667 15.58333333],0
b3,1,0.51276,0.42843,[1 4] ; [4 7],[1.5625 3.4375] ; [3.4375 7.5625],0
b2,1,0.51276,0.42843,[1 4] ; [4 7],[1.5625 3.4375] ; [3.4375 7.5625],0
n5,1,0.525358,0.403361,[4 3] ; [12  5],[4.66666667 2.33333333] ; [11.33333333  5.66666667],0
p5,1,0.529138,0.396046,[1 6] ; [ 1 15],[0.60869565 6.39130435] ; [ 1.39130435 14.60869565],0
a3,1,0.55409,0.350041,[4 3] ; [7 9],[3.34782609 3.65217391] ; [7.65217391 8.34782609],0
d4,1,0.562069,0.336134,[5 2] ; [10  7],[4.375 2.625] ; [10.625  6.375],0
s3,1,0.566501,0.328571,[1 6] ; [ 4 12],[1.52173913 5.47826087] ; [ 3.47826087 12.52173913],0
v2,1,0.599275,0.276091,[2 5] ; [ 3 13],[1.52173913 5.47826087] ; [ 3.47826087 12.52173913],0
n4,1,0.653368,0.201681,[4 3] ; [8 9],[3.5 3.5] ; [8.5 8.5],0
p4,1,0.727943,0.121008,[3 4] ; [ 6 11],[2.625 4.375] ; [ 6.375 10.625],0
v4,1,0.727943,0.121008,[3 4] ; [ 6 11],[2.625 4.375] ; [ 6.375 10.625],0
a7,1,0.727943,0.121008,[3 4] ; [ 6 11],[2.625 4.375] ; [ 6.375 10.625],0
a4,1,0.727943,0.121008,[3 4] ; [ 6 11],[2.625 4.375] ; [ 6.375 10.625],0
b4,1,0.727943,0.121008,[4 3] ; [11  6],[4.375 2.625] ; [10.625  6.375],0
r1,1,0.750824,0.10084,[2 5] ; [ 6 11],[2.33333333 4.66666667] ; [ 5.66666667 11.33333333],0
p8,1,0.794935,0.067552,[1 6] ; [ 3 13],[1.2173913 5.7826087] ; [ 2.7826087 13.2173913],0
d1,1,0.795418,0.067227,[2 5] ; [ 4 13],[1.75 5.25] ; [ 4.25 12.75],0
p3,1,0.795418,0.067227,[2 5] ; [ 4 13],[1.75 5.25] ; [ 4.25 12.75],0
p9,1,0.823261,0.049887,[2 5] ; [ 5 10],[2.22727273 4.77272727] ; [ 4.77272727 10.22727273],0
a6,1,0.851054,0.035259,[4 3] ; [9 8],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
p2,1,0.851054,0.035259,[3 4] ; [8 9],[3.20833333 3.79166667] ; [7.79166667 9.20833333],0
b5,1,0.851054,0.035259,[4 3] ; [9 8],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
p10,1,0.857561,0.032213,[2 5] ; [ 4 12],[1.82608696 5.17391304] ; [ 4.17391304 11.82608696],0
a2,1,0.865215,0.028812,[1 6] ; [ 2 15],[0.875 6.125] ; [ 2.125 14.875],0
a5,1,0.939491,0.005762,[3 4] ; [ 7 10],[2.91666667 4.08333333] ; [7.08333333 9.91666667],0
b1,1,0.967162,0.001695,[5 2] ; [12  5],[4.95833333 2.04166667] ; [12.04166667  4.95833333],0
