Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,55.206536,[ 5 29] ; [63  8],[22.01904762 11.98095238] ; [45.98095238 25.01904762],1
v4,1,0.0,27.146023,[13 21] ; [62  9],[24.28571429  9.71428571] ; [50.71428571 20.28571429],1
p11,1,1e-06,23.352919,[ 4 30] ; [44 27],[15.54285714 18.45714286] ; [32.45714286 38.54285714],1
n6,1,9.1e-05,15.307329,[12 21] ; [54 17],[20.94230769 12.05769231] ; [45.05769231 25.94230769],1
b5,1,0.000349,12.787904,[12 22] ; [51 20],[20.4 13.6] ; [42.6 28.4],1
s6,1,0.001954,9.592162,[ 6 28] ; [34 35],[13.2038835 20.7961165] ; [26.7961165 42.2038835],0
u3,1,0.002665,9.023873,[ 2 11] ; [19 10],[6.5 6.5] ; [14.5 14.5],0
s2,1,0.003427,8.564706,[ 4 30] ; [28 42],[10.46153846 23.53846154] ; [21.53846154 48.46153846],0
p4,1,0.004848,7.935357,[ 3 31] ; [24 45],[ 8.91262136 25.08737864] ; [18.08737864 50.91262136],0
n2,1,0.007446,7.162,[ 8 11] ; [21  5],[12.24444444  6.75555556] ; [16.75555556  9.24444444],0
a1,1,0.007523,7.14369,[ 7 27] ; [ 3 68],[ 3.23809524 30.76190476] ; [ 6.76190476 64.23809524],0
p9,1,0.007844,7.068712,[ 9 23] ; [39 30],[15.20792079 16.79207921] ; [32.79207921 36.20792079],0
s8,1,0.007927,7.04986,[ 3 31] ; [23 47],[ 8.5 25.5] ; [17.5 52.5],0
u2,1,0.009253,6.773322,[ 2 11] ; [17 12],[5.88095238 7.11904762] ; [13.11904762 15.88095238],0
p10,1,0.012407,6.251784,[ 8 26] ; [34 35],[13.86407767 20.13592233] ; [28.13592233 40.86407767],0
r1,1,0.015037,5.912122,[14 20] ; [47 24],[19.75238095 14.24761905] ; [41.24761905 29.75238095],0
n3,1,0.018301,5.567059,[ 7 11] ; [18  6],[10.71428571  7.28571429] ; [14.28571429  9.71428571],0
r2,1,0.018587,5.539962,[23 10] ; [62  8],[27.23300971  5.76699029] ; [57.76699029 12.23300971],0
p1,1,0.041205,4.167574,[ 7 27] ; [ 5 66],[ 3.88571429 30.11428571] ; [ 8.11428571 62.88571429],0
d4,1,0.043772,4.065331,[18 16] ; [51 19],[22.55769231 11.44230769] ; [46.44230769 23.55769231],0
p6,1,0.064095,3.428133,[ 1 32] ; [11 60],[ 3.80769231 29.19230769] ; [ 8.19230769 62.80769231],0
s7,1,0.071021,3.259266,[ 5 26] ; [22 43],[ 8.71875 22.28125] ; [18.28125 46.71875],0
s5,1,0.111176,2.537423,[ 3 31] ; [14 51],[ 5.83838384 28.16161616] ; [11.16161616 53.83838384],0
b1,1,0.142523,2.150507,[21 13] ; [33 38],[17.48571429 16.51428571] ; [36.51428571 34.48571429],0
p7,1,0.167747,1.902959,[ 5 28] ; [19 50],[ 7.76470588 25.23529412] ; [16.23529412 52.76470588],0
p3,1,0.190586,1.713084,[ 6 28] ; [21 50],[ 8.74285714 25.25714286] ; [18.25714286 52.74285714],0
n5,1,0.223685,1.480573,[25  9] ; [43 27],[22.23076923 11.76923077] ; [45.76923077 24.23076923],0
a2,1,0.243604,1.359618,[ 4 30] ; [15 56],[ 6.15238095 27.84761905] ; [12.84761905 58.15238095],0
s3,1,0.256391,1.288141,[ 9 22] ; [29 42],[11.54901961 19.45098039] ; [26.45098039 44.54901961],0
n4,1,0.256556,1.287246,[24 10] ; [42 29],[21.37142857 12.62857143] ; [44.62857143 26.37142857],0
v1,1,0.286628,1.135393,[ 8 26] ; [23 45],[10.33333333 23.66666667] ; [20.66666667 47.33333333],0
d5,1,0.333663,0.934629,[18 16] ; [44 26],[20.26923077 13.73076923] ; [41.73076923 28.26923077],0
n1,1,0.361209,0.833684,[11  8] ; [11 14],[9.5 9.5] ; [12.5 12.5],0
s1,1,0.368209,0.8097,[ 6 28] ; [ 8 63],[ 4.53333333 29.46666667] ; [ 9.46666667 61.53333333],0
a8,1,0.401833,0.702834,[ 2 31] ; [ 8 63],[ 3.17307692 29.82692308] ; [ 6.82692308 64.17307692],0
p5,1,0.430175,0.622351,[ 4 29] ; [ 5 63],[ 2.94059406 30.05940594] ; [ 6.05940594 61.94059406],0
p8,1,0.473037,0.514872,[ 7 26] ; [11 60],[ 5.71153846 27.28846154] ; [12.28846154 58.71153846],0
a3,1,0.532961,0.388743,[21 11] ; [42 29],[19.57281553 12.42718447] ; [43.42718447 27.57281553],0
d3,1,0.573288,0.317211,[15 19] ; [35 35],[16.34615385 17.65384615] ; [33.65384615 36.34615385],0
s4,1,0.59072,0.289222,[ 4 30] ; [11 59],[ 4.90384615 29.09615385] ; [10.09615385 59.90384615],0
p12,1,0.590823,0.28906,[ 1 33] ; [ 1 70],[ 0.64761905 33.35238095] ; [ 1.35238095 69.64761905],0
d1,1,0.597945,0.278107,[13 21] ; [31 40],[14.24761905 19.75238095] ; [29.75238095 41.24761905],0
a7,1,0.635654,0.224472,[17 17] ; [39 32],[18.13333333 15.86666667] ; [37.86666667 33.13333333],0
a4,1,0.649608,0.206394,[12 20] ; [30 41],[13.04854369 18.95145631] ; [28.95145631 42.04854369],0
b2,1,0.73742,0.112407,[11 15] ; [18 29],[10.32876712 15.67123288] ; [18.67123288 28.32876712],0
b3,1,0.73742,0.112407,[11 15] ; [18 29],[10.32876712 15.67123288] ; [18.67123288 28.32876712],0
