Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.1e-05,19.342403,[32  5] ; [39 50],[20.84920635 16.15079365] ; [50.15079365 38.84920635],1
s2,1,3e-05,17.39401,[27 11] ; [28 62],[16.328125 21.671875] ; [38.671875 51.328125],1
s3,1,0.00058,11.838227,[27 10] ; [35 54],[18.20634921 18.79365079] ; [43.79365079 45.20634921],1
s8,1,0.010217,6.59661,[21 17] ; [28 62],[14.546875 23.453125] ; [34.453125 55.546875],0
r1,1,0.017314,5.664307,[34  4] ; [62 27],[28.72440945  9.27559055] ; [67.27559055 21.72440945],0
n6,1,0.023266,5.148542,[35  3] ; [67 23],[30.28125  7.71875] ; [71.71875 18.28125],0
p10,1,0.026818,4.902494,[34  3] ; [67 23],[29.42519685  7.57480315] ; [71.57480315 18.42519685],0
d3,1,0.028444,4.800947,[17 21] ; [59 31],[22.5625 15.4375] ; [53.4375 36.5625],0
b3,1,0.030612,4.674586,[11 12] ; [10 35],[ 7.10294118 15.89705882] ; [13.89705882 31.10294118],0
b2,1,0.030612,4.674586,[11 12] ; [10 35],[ 7.10294118 15.89705882] ; [13.89705882 31.10294118],0
s7,1,0.033489,4.520589,[21 17] ; [30 56],[15.62903226 22.37096774] ; [35.37096774 50.62903226],0
b5,1,0.042816,4.102665,[19 19] ; [62 28],[24.046875 13.953125] ; [56.953125 33.046875],0
p7,1,0.044486,4.038022,[29  6] ; [56 31],[24.3852459 10.6147541] ; [60.6147541 26.3852459],0
r4,1,0.050418,3.827487,[37  1] ; [77 13],[33.84375  4.15625] ; [80.15625  9.84375],0
n1,1,0.050962,3.809524,[6 3] ; [ 6 15],[3.6 5.4] ; [ 8.4 12.6],0
n3,1,0.069672,3.290725,[8 1] ; [12 10],[5.80645161 3.19354839] ; [14.19354839  7.80645161],0
p9,1,0.124071,2.365158,[34  3] ; [72 17],[31.12698413  5.87301587] ; [74.87301587 14.12698413],0
p1,1,0.138389,2.195779,[ 6 30] ; [ 7 83],[ 3.71428571 32.28571429] ; [ 9.28571429 80.71428571],0
