Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,27.239732,[33  7] ; [44 81],[18.66666667 21.33333333] ; [58.33333333 66.66666667],1
v1,1,0.001613,9.945136,[26 15] ; [45 82],[17.32738095 23.67261905] ; [53.67261905 73.32738095],0
b1,1,0.003946,8.308534,[ 7 34] ; [54 75],[14.71176471 26.28823529] ; [46.28823529 82.71176471],0
p10,1,0.006344,7.449865,[37  4] ; [88 40],[30.32544379 10.67455621] ; [94.67455621 33.32544379],0
s6,1,0.006947,7.286694,[31  9] ; [69 60],[23.66863905 16.33136095] ; [76.33136095 52.66863905],0
p9,1,0.010473,6.552626,[39  2] ; [99 29],[33.47928994  7.52071006] ; [104.52071006  23.47928994],0
p12,1,0.013122,6.152615,[ 4 37] ; [  2 127],[ 1.44705882 39.55294118] ; [  4.55294118 124.44705882],0
r1,1,0.029012,4.766901,[34  7] ; [83 45],[28.38461538 12.61538462] ; [88.61538462 39.38461538],0
s8,1,0.036105,4.392141,[19 22] ; [37 92],[13.50588235 27.49411765] ; [42.49411765 86.50588235],0
a7,1,0.03837,4.288561,[36  5] ; [92 36],[31.05325444  9.94674556] ; [96.94674556 31.05325444],0
r4,1,0.039909,4.221766,[37  4] ; [97 32],[32.31764706  8.68235294] ; [101.68235294  27.31764706],0
d3,1,0.04097,4.17727,[34  7] ; [84 43],[28.79761905 12.20238095] ; [89.20238095 37.79761905],0
a2,1,0.048481,3.893232,[ 9 32] ; [ 13 116],[ 5.30588235 35.69411765] ; [ 16.69411765 112.30588235],0
s7,1,0.053329,3.733588,[18 22] ; [36 90],[13.01204819 26.98795181] ; [40.98795181 85.01204819],0
d4,1,0.057399,3.611001,[36  5] ; [94 34],[31.53846154  9.46153846] ; [98.46153846 29.53846154],0
u2,1,0.075927,3.15,[12  4] ; [28 28],[8.88888889 7.11111111] ; [31.11111111 24.88888889],0
s3,1,0.080821,3.048316,[25 16] ; [58 70],[20.13609467 20.86390533] ; [62.86390533 65.13609467],0
r2,1,0.138236,2.197481,[39  2] ; [111  17],[36.39053254  4.60946746] ; [113.60946746  14.39053254],0
p5,1,0.142989,2.145496,[ 4 37] ; [  5 124],[ 2.17058824 38.82941176] ; [  6.82941176 122.17058824],0
n1,1,0.145339,2.120503,[ 2 16] ; [13 33],[ 4.21875 13.78125] ; [10.78125 35.21875],0
a6,1,0.15474,2.024888,[31 10] ; [82 47],[27.25294118 13.74705882] ; [85.74705882 43.25294118],0
d5,1,0.159813,1.975996,[32  9] ; [85 43],[28.38461538 12.61538462] ; [88.61538462 39.38461538],0
p7,1,0.159897,1.975202,[29 11] ; [74 49],[25.27607362 14.72392638] ; [77.72392638 45.27607362],0
u1,1,0.168924,1.892468,[ 7 34] ; [ 12 117],[ 4.58235294 36.41764706] ; [ 14.41764706 114.58235294],0
p11,1,0.181235,1.787469,[33  8] ; [90 39],[29.66470588 11.33529412] ; [93.33529412 35.66470588],0
b4,1,0.191545,1.705696,[27 14] ; [70 59],[23.39411765 17.60588235] ; [73.60588235 55.39411765],0
d1,1,0.216775,1.525593,[22 19] ; [55 74],[18.57058824 22.42941176] ; [58.42941176 70.57058824],0
s5,1,0.231257,1.43311,[15 25] ; [35 92],[11.9760479 28.0239521] ; [38.0239521 88.9760479],0
a5,1,0.264818,1.243395,[26 15] ; [69 60],[22.91176471 18.08823529] ; [72.08823529 56.91176471],0
b2,1,0.287915,1.129345,[ 8 12] ; [17 45],[ 6.09756098 13.90243902] ; [18.90243902 43.09756098],0
