Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,30.3197,[50  6] ; [10 21],[38.62068966 17.37931034] ; [21.37931034  9.62068966],1
n6,1,6.4e-05,15.988731,[54  2] ; [20 11],[47.63218391  8.36781609] ; [26.36781609  4.63218391],1
a3,1,0.002468,9.164206,[32 25] ; [ 7 24],[25.26136364 31.73863636] ; [13.73863636 17.26136364],0
p9,1,0.011576,6.374646,[51  6] ; [21 10],[46.63636364 10.36363636] ; [25.36363636  5.63636364],0
v2,1,0.018908,5.509991,[29 27] ; [ 8 23],[23.81609195 32.18390805] ; [13.18390805 17.81609195],0
v1,1,0.027514,4.858284,[30 26] ; [ 9 22],[25.10344828 30.89655172] ; [13.89655172 17.10344828],0
s3,1,0.056091,3.649347,[30 26] ; [10 21],[25.74712644 30.25287356] ; [14.25287356 16.74712644],0
b5,1,0.068324,3.322841,[31 26] ; [23  8],[34.97727273 22.02272727] ; [19.02272727 11.97727273],0
v3,1,0.077605,3.114349,[22 35] ; [ 6 24],[18.34482759 38.65517241] ; [ 9.65517241 20.34482759],0
r4,1,0.083786,2.989894,[40 17] ; [16 15],[36.27272727 20.72727273] ; [19.72727273 11.27272727],0
d4,1,0.09138,2.849898,[43 14] ; [18 13],[39.51136364 17.48863636] ; [21.48863636  9.51136364],0
s7,1,0.102211,2.670701,[25 28] ; [ 9 22],[21.45238095 31.54761905] ; [12.54761905 18.45238095],0
a4,1,0.104853,2.630128,[16 41] ; [ 4 27],[12.95454545 44.04545455] ; [ 7.04545455 23.95454545],0
p5,1,0.142756,2.147994,[13 44] ; [ 3 27],[10.48275862 46.51724138] ; [ 5.51724138 24.48275862],0
p2,1,0.14831,2.089548,[49  8] ; [22  8],[46.51724138 10.48275862] ; [24.48275862  5.51724138],0
p12,1,0.151664,2.055437,[ 7 49] ; [ 1 30],[ 5.14942529 50.85057471] ; [ 2.85057471 28.14942529],0
n2,1,0.164725,1.930303,[12  3] ; [6 5],[10.38461538  4.61538462] ; [7.61538462 3.38461538],0
p10,1,0.171878,1.866491,[47  8] ; [22  8],[44.64705882 10.35294118] ; [24.35294118  5.64705882],0
v4,1,0.197312,1.662163,[53  3] ; [26  4],[51.44186047  4.55813953] ; [27.55813953  2.44186047],0
s4,1,0.210871,1.565437,[10 47] ; [ 9 22],[12.30681818 44.69318182] ; [ 6.69318182 24.30681818],0
a1,1,0.226668,1.461647,[ 6 51] ; [ 1 30],[ 4.53409091 52.46590909] ; [ 2.46590909 28.53409091],0
a8,1,0.231012,1.434621,[ 6 48] ; [ 1 28],[ 4.55421687 49.44578313] ; [ 2.44578313 26.55421687],0
a5,1,0.252691,1.308367,[33 24] ; [14 17],[30.44318182 26.55681818] ; [16.55681818 14.44318182],0
p3,1,0.252691,1.308367,[33 24] ; [14 17],[30.44318182 26.55681818] ; [16.55681818 14.44318182],0
p4,1,0.273608,1.198566,[38 19] ; [17 14],[35.625 21.375] ; [19.375 11.625],0
d1,1,0.291724,1.11165,[23 34] ; [ 9 22],[20.72727273 36.27272727] ; [11.27272727 19.72727273],0
a2,1,0.324145,0.97215,[ 5 52] ; [ 1 30],[ 3.88636364 53.11363636] ; [ 2.11363636 28.88636364],0
s1,1,0.324145,0.97215,[ 5 52] ; [ 1 30],[ 3.88636364 53.11363636] ; [ 2.11363636 28.88636364],0
u3,1,0.382733,0.761905,[ 9 15] ; [12 12],[10.5 13.5] ; [10.5 13.5],0
r3,1,0.447774,0.576279,[51  6] ; [26  5],[49.875  7.125] ; [27.125  3.875],0
a6,1,0.486134,0.485071,[32 25] ; [15 16],[30.44318182 26.55681818] ; [16.55681818 14.44318182],0
d5,1,0.500253,0.4544,[39 18] ; [19 12],[37.56818182 19.43181818] ; [20.43181818 10.56818182],0
r2,1,0.501965,0.45078,[45  9] ; [24  7],[43.83529412 10.16470588] ; [25.16470588  5.83529412],0
p7,1,0.536703,0.381684,[41 15] ; [23  6],[42.16470588 13.83529412] ; [21.83529412  7.16470588],0
n3,1,0.596613,0.280135,[11  4] ; [7 4],[10.38461538  4.61538462] ; [7.61538462 3.38461538],0
n1,1,0.596613,0.280135,[ 4 11] ; [4 7],[ 4.61538462 10.38461538] ; [3.38461538 7.61538462],0
b4,1,0.662349,0.190683,[34 23] ; [17 14],[33.03409091 23.96590909] ; [17.96590909 13.03409091],0
p11,1,0.670931,0.180515,[48  9] ; [25  6],[47.28409091  9.71590909] ; [25.71590909  5.28409091],0
