Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.7e-05,15.901825,[43 26] ; [34 73],[30.1875 38.8125] ; [46.8125 60.1875],1
v3,1,0.003336,8.613952,[28 39] ; [22 83],[19.47674419 47.52325581] ; [30.52325581 74.47674419],0
a5,1,0.008923,6.838093,[51 20] ; [57 52],[42.6 28.4] ; [65.4 43.6],0
r1,1,0.013883,6.052922,[58 12] ; [72 37],[50.83798883 19.16201117] ; [79.16201117 29.83798883],0
s8,1,0.029267,4.751818,[25 44] ; [23 85],[18.71186441 50.28813559] ; [29.28813559 78.71186441],0
r3,1,0.035459,4.422919,[68  3] ; [93 15],[63.8603352  7.1396648] ; [97.1396648 10.8603352],0
a2,1,0.041347,4.161746,[20 51] ; [17 92],[14.59444444 56.40555556] ; [22.40555556 86.59444444],0
a8,1,0.043373,4.080792,[12 48] ; [ 9 92],[ 7.82608696 52.17391304] ; [13.17391304 87.82608696],0
s6,1,0.044203,4.048783,[42 27] ; [49 59],[35.47457627 33.52542373] ; [55.52542373 52.47457627],0
s7,1,0.050111,3.837741,[29 39] ; [29 74],[23.06432749 44.93567251] ; [34.93567251 68.06432749],0
u4,1,0.059858,3.541321,[ 4 67] ; [  1 108],[ 1.97222222 69.02777778] ; [  3.02777778 105.97222222],0
d3,1,0.071058,3.25841,[49 22] ; [60 48],[43.23463687 27.76536313] ; [65.76536313 42.23463687],0
a3,1,0.071058,3.25841,[48 22] ; [60 49],[42.23463687 27.76536313] ; [65.76536313 43.23463687],0
s2,1,0.079899,3.066956,[30 39] ; [33 75],[24.55932203 44.44067797] ; [38.44067797 69.55932203],0
s3,1,0.104255,2.639214,[37 32] ; [44 63],[31.75568182 37.24431818] ; [49.24431818 57.75568182],0
n4,1,0.108093,2.581878,[50 20] ; [65 44],[44.97206704 25.02793296] ; [70.02793296 38.97206704],0
r2,1,0.15286,2.043478,[67  4] ; [95 13],[64.25698324  6.74301676] ; [97.74301676 10.25698324],0
d4,1,0.193204,1.693013,[56 15] ; [75 32],[52.25280899 18.74719101] ; [78.74719101 28.25280899],0
u1,1,0.213622,1.546711,[14 57] ; [14 95],[11.04444444 59.95555556] ; [16.95555556 92.04444444],0
a7,1,0.229513,1.443877,[49 22] ; [65 43],[45.21787709 25.78212291] ; [68.78212291 39.21787709],0
a1,1,0.278089,1.176407,[ 2 69] ; [  7 102],[ 3.55 67.45] ; [  5.45 103.55],0
s4,1,0.279028,1.171819,[ 8 61] ; [19 89],[10.52542373 58.47457627] ; [16.47457627 91.52542373],0
d2,1,0.283963,1.148025,[37 34] ; [47 60],[33.50561798 37.49438202] ; [50.49438202 56.50561798],0
b5,1,0.301284,1.068502,[49 22] ; [67 42],[45.75555556 25.24444444] ; [70.24444444 38.75555556],0
a4,1,0.309537,1.032652,[33 37] ; [43 66],[29.72067039 40.27932961] ; [46.27932961 62.72067039],0
p12,1,0.323875,0.973236,[ 2 68] ; [  1 108],[ 1.17318436 68.82681564] ; [  1.82681564 107.17318436],0
n2,1,0.348174,0.880102,[18  5] ; [31 15],[16.33333333  6.66666667] ; [32.66666667 13.33333333],0
s5,1,0.358077,0.844626,[16 51] ; [19 86],[13.63372093 53.36627907] ; [21.36627907 83.63372093],0
a6,1,0.358194,0.844216,[45 26] ; [61 47],[42.04469274 28.95530726] ; [63.95530726 44.04469274],0
p3,1,0.3753,0.78604,[27 43] ; [35 74],[24.24581006 45.75418994] ; [37.75418994 71.24581006],0
n1,1,0.425717,0.634479,[11 12] ; [17 28],[ 9.47058824 13.52941176] ; [18.52941176 26.47058824],0
p2,1,0.460368,0.545,[50 21] ; [71 38],[47.72777778 23.27222222] ; [73.27222222 35.72777778],0
s1,1,0.511004,0.43201,[ 3 68] ; [  7 100],[ 3.98876404 67.01123596] ; [  6.01123596 100.98876404],0
