Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n1,1,0.013407,6.114656,[1 5] ; [10  3],[3.47368421 2.52631579] ; [7.52631579 5.47368421],0
d2,1,0.015658,5.840824,[ 5 12] ; [48 30],[9.48421053 7.51578947] ; [43.51578947 34.48421053],0
r4,1,0.027305,4.871441,[13  4] ; [74  5],[15.40625  1.59375] ; [71.59375  7.40625],0
s3,1,0.031732,4.612912,[ 7 10] ; [53 24],[10.85106383  6.14893617] ; [49.14893617 27.85106383],0
a3,1,0.033829,4.503351,[10  7] ; [65 14],[13.28125  3.71875] ; [61.71875 17.28125],0
p6,1,0.050898,3.811626,[6 9] ; [52 26],[9.35483871 5.64516129] ; [48.64516129 29.35483871],0
r2,1,0.056014,3.651641,[13  3] ; [75  4],[14.82105263  1.17894737] ; [73.17894737  5.82105263],0
s8,1,0.059643,3.547295,[ 7 10] ; [50 26],[10.41935484  6.58064516] ; [46.58064516 29.41935484],0
a5,1,0.06673,3.361686,[10  7] ; [63 16],[12.92708333  4.07291667] ; [60.07291667 18.92708333],0
p1,1,0.067897,3.333154,[ 2 15] ; [27 52],[ 5.13541667 11.86458333] ; [23.86458333 55.13541667],0
n6,1,0.072876,3.217023,[14  2] ; [76  2],[15.31914894  0.68085106] ; [74.68085106  3.31914894],0
n5,1,0.083951,2.986694,[15  2] ; [77  2],[16.29166667  0.70833333] ; [75.70833333  3.29166667],0
a2,1,0.112575,2.517692,[ 1 16] ; [18 61],[ 3.36458333 13.63541667] ; [15.63541667 63.36458333],0
s2,1,0.123369,2.374023,[ 7 10] ; [48 30],[9.84210526 7.15789474] ; [45.15789474 32.84210526],0
v3,1,0.133839,2.247404,[ 7 10] ; [47 30],[9.76595745 7.23404255] ; [44.23404255 32.76595745],0
a4,1,0.13414,2.243927,[ 5 12] ; [39 40],[7.79166667 9.20833333] ; [36.20833333 42.79166667],0
s6,1,0.177537,1.818125,[13  4] ; [64  8],[14.70786517  2.29213483] ; [62.29213483  9.70786517],0
s5,1,0.186905,1.741843,[8 7] ; [51 21],[10.17241379  4.82758621] ; [48.82758621 23.17241379],0
n2,1,0.201336,1.632653,[3 3] ; [11  3],[4.2 1.8] ; [9.8 4.2],0
s7,1,0.212235,1.556112,[9 6] ; [56 18],[10.95505618  4.04494382] ; [54.04494382 19.95505618],0
d4,1,0.216352,1.528406,[16  1] ; [64 14],[14.31578947  2.68421053] ; [65.68421053 12.31578947],0
u2,1,0.216522,1.527273,[5 2] ; [6 8],[3.66666667 3.33333333] ; [7.33333333 6.66666667],0
d5,1,0.224346,1.476353,[12  5] ; [65 13],[13.77894737  3.22105263] ; [63.22105263 14.77894737],0
v4,1,0.30806,1.038973,[15  2] ; [74  4],[15.92631579  1.07368421] ; [73.07368421  4.92631579],0
d1,1,0.316815,1.00205,[9 8] ; [52 27],[10.80208333  6.19791667] ; [50.19791667 28.80208333],0
a6,1,0.335171,0.928814,[9 8] ; [51 27],[10.73684211  6.26315789] ; [49.26315789 28.73684211],0
s4,1,0.347371,0.883036,[ 1 16] ; [11 66],[ 2.17021277 14.82978723] ; [ 9.82978723 67.17021277],0
p3,1,0.42301,0.641938,[12  5] ; [62 16],[13.24210526  3.75789474] ; [60.75789474 17.24210526],0
a1,1,0.479337,0.500372,[ 3 14] ; [ 9 70],[ 2.125 14.875] ; [ 9.875 69.125],0
b1,1,0.49571,0.464108,[ 6 11] ; [35 44],[7.26041667 9.73958333] ; [33.73958333 45.26041667],0
p12,1,0.576052,0.31266,[ 3 13] ; [20 59],[ 3.87368421 12.12631579] ; [19.12631579 59.87368421],0
p4,1,0.614441,0.253758,[14  3] ; [67 10],[14.64893617  2.35106383] ; [66.35106383 10.64893617],0
p7,1,0.629853,0.23226,[13  4] ; [62 14],[13.70967742  3.29032258] ; [61.29032258 14.70967742],0
p8,1,0.688055,0.161199,[13  4] ; [63 15],[13.6  3.4] ; [62.4 15.6],0
a7,1,0.691692,0.15726,[11  6] ; [55 24],[11.6875  5.3125] ; [54.3125 24.6875],0
s1,1,0.709422,0.138855,[ 2 15] ; [ 7 72],[ 1.59375 15.40625] ; [ 7.40625 71.59375],0
d3,1,0.716094,0.132266,[11  6] ; [54 24],[11.63157895  5.36842105] ; [53.36842105 24.63157895],0
n3,1,0.768571,0.08658,[3 3] ; [8 6],[3.3 2.7] ; [7.7 6.3],0
p10,1,0.790902,0.070299,[14  2] ; [70  8],[14.29787234  1.70212766] ; [69.70212766  8.29787234],0
r3,1,0.795768,0.066992,[16  1] ; [72  6],[15.74736842  1.25263158] ; [72.25263158  5.74736842],0
p9,1,0.795768,0.066992,[16  1] ; [72  6],[15.74736842  1.25263158] ; [72.25263158  5.74736842],0
b4,1,0.882288,0.021925,[10  7] ; [48 31],[10.27083333  6.72916667] ; [47.72916667 31.27083333],0
v2,1,0.904349,0.014441,[9 8] ; [42 35],[9.22340426 7.77659574] ; [41.77659574 35.22340426],0
p11,1,0.904826,0.014296,[14  3] ; [66 13],[14.16666667  2.83333333] ; [65.83333333 13.16666667],0
b3,1,0.922226,0.009532,[5 5] ; [29 31],[4.85714286 5.14285714] ; [29.14285714 30.85714286],0
b2,1,0.922226,0.009532,[5 5] ; [29 31],[4.85714286 5.14285714] ; [29.14285714 30.85714286],0
b5,1,0.93779,0.006091,[8 9] ; [38 41],[8.14583333 8.85416667] ; [37.85416667 41.14583333],0
p2,1,0.986139,0.000302,[14  2] ; [69 10],[13.97894737  2.02105263] ; [69.02105263  9.97894737],0
v1,1,0.994912,4.1e-05,[11  5] ; [53 24],[11.01075269  4.98924731] ; [52.98924731 24.01075269],0
u3,1,1.0,0.0,[4 3] ; [8 6],[4. 3.] ; [8. 6.],0
