Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.001515,10.060493,[54 25] ; [36  2],[60.76923077 18.23076923] ; [29.23076923  8.76923077],0
s5,1,0.00254,9.111896,[24 53] ; [22 14],[31.34513274 45.65486726] ; [14.65486726 21.34513274],0
p6,1,0.007929,7.049351,[13 64] ; [15 23],[18.74782609 58.25217391] ; [ 9.25217391 28.74782609],0
s7,1,0.014747,5.946429,[26 48] ; [22 15],[32. 42.] ; [16. 21.],0
s2,1,0.019668,5.44115,[53 26] ; [34  5],[58.24576271 20.75423729] ; [28.75423729 10.24576271],0
d5,1,0.050337,3.830202,[51 28] ; [32  7],[55.56779661 23.43220339] ; [27.43220339 11.56779661],0
u3,1,0.151547,2.056614,[16 12] ; [14  4],[18.26086957  9.73913043] ; [11.73913043  6.26086957],0
v3,1,0.16134,1.961619,[23 50] ; [ 7 30],[19.90909091 53.09090909] ; [10.09090909 26.90909091],0
r2,1,0.200602,1.637989,[72  7] ; [38  1],[73.6440678  5.3559322] ; [36.3559322  2.6440678],0
d4,1,0.241549,1.371531,[61 17] ; [34  5],[63.33333333 14.66666667] ; [31.66666667  7.33333333],0
p1,1,0.251394,1.31554,[ 5 72] ; [ 5 34],[ 6.63793103 70.36206897] ; [ 3.36206897 35.63793103],0
b5,1,0.31723,1.000331,[43 36] ; [25 14],[45.52542373 33.47457627] ; [22.47457627 16.52542373],0
u2,1,0.33687,0.922306,[18 10] ; [9 9],[16.43478261 11.56521739] ; [10.56521739  7.43478261],0
v4,1,0.340187,0.909727,[69  8] ; [37  2],[70.36206897  6.63793103] ; [35.63793103  3.36206897],0
a3,1,0.350602,0.871277,[49 29] ; [21 18],[46.66666667 31.33333333] ; [23.33333333 15.66666667],0
p7,1,0.37349,0.792021,[42 32] ; [23 12],[44.12844037 29.87155963] ; [20.87155963 14.12844037],0
a6,1,0.379994,0.770721,[55 24] ; [24 15],[52.88983051 26.11016949] ; [26.11016949 12.88983051],0
d3,1,0.441903,0.591335,[49 30] ; [27 12],[50.88135593 28.11864407] ; [25.11864407 13.88135593],0
v1,1,0.46704,0.52897,[35 40] ; [15 23],[33.18584071 41.81415929] ; [16.81415929 21.18584071],0
n6,1,0.488598,0.479612,[44 34] ; [24 14],[45.72413793 32.27586207] ; [22.27586207 15.72413793],0
r3,1,0.542525,0.37088,[75  4] ; [37  1],[75.62393162  3.37606838] ; [36.37606838  1.62393162],0
p11,1,0.555255,0.347987,[51 28] ; [23 16],[49.54237288 29.45762712] ; [24.45762712 14.54237288],0
a2,1,0.605417,0.266903,[13 66] ; [ 5 34],[12.05084746 66.94915254] ; [ 5.94915254 33.05084746],0
n3,1,0.607777,0.263425,[23  7] ; [9 4],[22.3255814  7.6744186] ; [9.6744186 3.3255814],0
r4,1,0.630298,0.231657,[64 15] ; [33  6],[64.94067797 14.05932203] ; [32.05932203  6.94067797],0
a4,1,0.647504,0.209062,[27 52] ; [15 24],[28.11864407 50.88135593] ; [13.88135593 25.11864407],0
a5,1,0.651293,0.204274,[46 33] ; [21 18],[44.8559322 34.1440678] ; [22.1440678 16.8559322],0
p2,1,0.653333,0.201724,[57 21] ; [30  9],[58. 20.] ; [29. 10.],0
p8,1,0.661609,0.191575,[35 43] ; [15 22],[33.91304348 44.08695652] ; [16.08695652 20.91304348],0
n2,1,0.685707,0.163772,[22  9] ; [10  3],[22.54545455  8.45454545] ; [9.45454545 3.54545455],0
a7,1,0.692564,0.156324,[56 23] ; [29 10],[56.90677966 22.09322034] ; [28.09322034 10.90677966],0
d1,1,0.745097,0.105697,[38 41] ; [20 19],[38.83050847 40.16949153] ; [19.16949153 19.83050847],0
p10,1,0.863578,0.029523,[55 22] ; [27 10],[55.38596491 21.61403509] ; [26.61403509 10.38596491],0
n1,1,0.869107,0.027157,[10 20] ; [4 9],[ 9.76744186 20.23255814] ; [4.23255814 8.76744186],0
b2,1,0.890173,0.019067,[14 26] ; [ 7 12],[14.23728814 25.76271186] ; [ 6.76271186 12.23728814],0
b3,1,0.890173,0.019067,[14 26] ; [ 7 12],[14.23728814 25.76271186] ; [ 6.76271186 12.23728814],0
p3,1,0.892145,0.018385,[29 49] ; [14 25],[28.66666667 49.33333333] ; [14.33333333 24.66666667],0
b4,1,0.934954,0.006661,[48 31] ; [24 15],[48.20338983 30.79661017] ; [23.79661017 15.20338983],0
s8,1,0.952218,0.003591,[36 43] ; [18 21],[36.15254237 42.84745763] ; [17.84745763 21.15254237],0
d2,1,0.954613,0.003239,[34 45] ; [17 22],[34.1440678 44.8559322] ; [16.8559322 22.1440678],0
p9,1,0.959119,0.002627,[61 17] ; [28  8],[60.89473684 17.10526316] ; [28.10526316  7.89473684],0
b1,1,0.963442,0.002101,[26 53] ; [13 26],[26.11016949 52.88983051] ; [12.88983051 26.11016949],0
u1,1,0.982489,0.000482,[ 8 71] ; [ 4 35],[ 8.03389831 70.96610169] ; [ 3.96610169 35.03389831],0
p4,1,1.0,0.0,[38 40] ; [19 20],[38. 40.] ; [19. 20.],0
n5,1,1.0,0.0,[28 50] ; [14 25],[28. 50.] ; [14. 25.],0
v2,1,1.0,0.0,[36 36] ; [18 18],[36. 36.] ; [18. 18.],0
r1,1,1.0,0.0,[56 22] ; [28 11],[56. 22.] ; [28. 11.],0
