Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,100.426356,[374   4] ; [53 24],[354.73846154  23.26153846] ; [72.26153846  4.73846154],1
r2,1,0.0,32.265341,[365  10] ; [60 14],[354.95545657  20.04454343] ; [70.04454343  3.95545657],1
a3,1,0.0,27.020036,[279  97] ; [34 43],[259.79690949 116.20309051] ; [53.20309051 23.79690949],1
a5,1,0.0,25.773302,[304  74] ; [41 36],[286.61538462  91.38461538] ; [58.38461538 18.61538462],1
d1,1,1e-06,23.389143,[249 129] ; [28 49],[230.12307692 147.87692308] ; [46.87692308 30.12307692],1
d2,1,5.3e-05,16.329314,[193 184] ; [20 57],[176.87444934 200.12555066] ; [36.12555066 40.87444934],1
a4,1,0.000266,13.296148,[173 204] ; [18 59],[158.60572687 218.39427313] ; [32.39427313 44.60572687],1
d4,1,0.00056,11.902851,[324  52] ; [54 23],[313.74834437  62.25165563] ; [64.25165563 12.74834437],1
d5,1,0.000723,11.429012,[316  60] ; [52 25],[305.44812362  70.55187638] ; [62.55187638 14.44812362],1
d3,1,0.000928,10.965659,[277 100] ; [42 35],[264.89647577 112.10352423] ; [54.10352423 22.89647577],1
u1,1,0.00144,10.154204,[ 70 308] ; [ 3 74],[ 60.64615385 317.35384615] ; [12.35384615 64.64615385],0
a2,1,0.001475,10.109916,[ 91 287] ; [ 6 71],[ 80.58461538 297.41538462] ; [16.41538462 60.58461538],0
n4,1,0.002918,8.858099,[307  70] ; [51 26],[297.28193833  79.71806167] ; [60.71806167 16.28193833],0
v1,1,0.003354,8.604148,[228 142] ; [33 43],[216.52466368 153.47533632] ; [44.47533632 31.52466368],0
v2,1,0.005295,7.775663,[227 139] ; [34 42],[216.12217195 149.87782805] ; [44.87782805 31.12217195],0
p2,1,0.010733,6.508942,[351  26] ; [64 12],[345.37527594  31.62472406] ; [69.62472406  6.37527594],0
a7,1,0.012167,6.286417,[287  90] ; [48 29],[278.18281938  98.81718062] ; [56.81718062 20.18281938],0
p4,1,0.012307,6.266062,[282  94] ; [47 30],[273.07726269 102.92273731] ; [55.92273731 21.07726269],0
s5,1,0.012984,6.171282,[148 217] ; [18 54],[138.64988558 226.35011442] ; [27.35011442 44.64988558],0
a6,1,0.013265,6.133462,[260 116] ; [42 35],[250.66666667 125.33333333] ; [51.33333333 25.66666667],0
u3,1,0.031772,4.610746,[59 39] ; [17 25],[53.2 44.8] ; [22.8 19.2],0
p7,1,0.063926,3.432491,[312  61] ; [56 19],[306.39285714  66.60714286] ; [61.60714286 13.39285714],0
s3,1,0.067667,3.338735,[222 152] ; [37 40],[214.7804878 159.2195122] ; [44.2195122 32.7804878],0
s8,1,0.069818,3.287294,[193 181] ; [31 46],[185.75609756 188.24390244] ; [38.24390244 38.75609756],0
