Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,8.5e-05,15.452797,[29 11] ; [ 6 20],[21.21212121 18.78787879] ; [13.78787879 12.21212121],1
p11,1,0.001063,10.715344,[27 13] ; [ 8 21],[20.28985507 19.71014493] ; [14.71014493 14.28985507],0
p7,1,0.001298,10.34594,[21 19] ; [ 4 24],[14.70588235 25.29411765] ; [10.29411765 17.70588235],0
p4,1,0.002064,9.491392,[22 18] ; [ 5 23],[15.88235294 24.11764706] ; [11.11764706 16.88235294],0
v4,1,0.002179,9.392179,[28 11] ; [10 19],[21.79411765 17.20588235] ; [16.20588235 12.79411765],0
b5,1,0.00416,8.212676,[25 15] ; [ 8 21],[19.13043478 20.86956522] ; [13.86956522 15.13043478],0
p6,1,0.006379,7.43992,[12 28] ; [ 1 27],[ 7.64705882 32.35294118] ; [ 5.35294118 22.64705882],0
s6,1,0.00919,6.785496,[19 21] ; [ 5 24],[13.91304348 26.08695652] ; [10.08695652 18.91304348],0
p10,1,0.010606,6.530159,[24 16] ; [ 8 20],[18.82352941 21.17647059] ; [13.17647059 14.82352941],0
s8,1,0.010924,6.477672,[13 27] ; [ 2 27],[ 8.69565217 31.30434783] ; [ 6.30434783 22.69565217],0
s7,1,0.013103,6.15511,[18 19] ; [ 5 22],[13.296875 23.703125] ; [ 9.703125 17.296875],0
u2,1,0.016283,5.772006,[10 10] ; [ 1 11],[ 6.875 13.125] ; [4.125 7.875],0
b4,1,0.02604,4.953346,[26 14] ; [11 18],[21.44927536 18.55072464] ; [15.55072464 13.44927536],0
p3,1,0.029552,4.735141,[15 25] ; [ 4 25],[11.01449275 28.98550725] ; [ 7.98550725 21.01449275],0
s2,1,0.036365,4.379914,[18 22] ; [ 6 23],[13.91304348 26.08695652] ; [10.08695652 18.91304348],0
r3,1,0.058853,3.569416,[23 17] ; [10 19],[19.13043478 20.86956522] ; [13.86956522 15.13043478],0
