Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,8.5e-05,15.452797,[29 11] ; [ 6 20],[21.21212121 18.78787879] ; [13.78787879 12.21212121],1
b3,1,0.066212,3.374508,[ 8 22] ; [10  9],[11.02040816 18.97959184] ; [ 6.97959184 12.02040816],0
b2,1,0.066212,3.374508,[ 8 22] ; [10  9],[11.02040816 18.97959184] ; [ 6.97959184 12.02040816],0
s1,1,0.074092,3.189949,[ 1 39] ; [ 4 25],[ 2.89855072 37.10144928] ; [ 2.10144928 26.89855072],0
s5,1,0.080518,3.054412,[ 9 31] ; [ 2 27],[ 6.37681159 33.62318841] ; [ 4.62318841 24.37681159],0
n1,1,0.101848,2.67637,[ 5 14] ; [9 8],[ 7.38888889 11.61111111] ; [ 6.61111111 10.38888889],0
s3,1,0.145219,2.121766,[18 21] ; [ 8 20],[15.13432836 23.86567164] ; [10.86567164 17.13432836],0
p8,1,0.154221,2.029995,[13 27] ; [ 5 24],[10.43478261 29.56521739] ; [ 7.56521739 21.43478261],0
d1,1,0.176269,1.828803,[ 8 32] ; [10 19],[10.43478261 29.56521739] ; [ 7.56521739 21.43478261],0
p1,1,0.200711,1.637192,[ 2 38] ; [ 4 25],[ 3.47826087 36.52173913] ; [ 2.52173913 26.47826087],0
a1,1,0.200711,1.637192,[ 2 38] ; [ 4 25],[ 3.47826087 36.52173913] ; [ 2.52173913 26.47826087],0
v3,1,0.208056,1.584902,[ 5 35] ; [ 7 22],[ 6.95652174 33.04347826] ; [ 5.04347826 23.95652174],0
d2,1,0.216112,1.53,[14 26] ; [14 14],[16.47058824 23.52941176] ; [11.52941176 16.47058824],0
v1,1,0.309926,1.030992,[15 23] ; [ 8 21],[13.04477612 24.95522388] ; [ 9.95522388 19.04477612],0
n2,1,0.331816,0.941796,[12  7] ; [8 9],[10.55555556  8.44444444] ; [9.44444444 7.55555556],0
n6,1,0.334736,0.930487,[26 13] ; [16 13],[24.08823529 14.91176471] ; [17.91176471 11.08823529],0
n5,1,0.449824,0.571095,[27 13] ; [22  7],[28.4057971 11.5942029] ; [20.5942029  8.4057971],0
r1,1,0.516964,0.419946,[11 29] ; [ 6 23],[ 9.85507246 30.14492754] ; [ 7.14492754 21.85507246],0
v2,1,0.519698,0.414493,[13 26] ; [ 7 20],[11.81818182 27.18181818] ; [ 8.18181818 18.81818182],0
a3,1,0.547891,0.36111,[20 19] ; [17 12],[21.22058824 17.77941176] ; [15.77941176 13.22058824],0
n3,1,0.600472,0.274284,[10  9] ; [7 9],[9.22857143 9.77142857] ; [7.77142857 8.22857143],0
d4,1,0.613894,0.254544,[21 19] ; [17 12],[22.02898551 17.97101449] ; [15.97101449 13.02898551],0
d5,1,0.671158,0.180251,[20 20] ; [13 16],[19.13043478 20.86956522] ; [13.86956522 15.13043478],0
a4,1,0.730022,0.119091,[13 27] ; [ 8 20],[12.35294118 27.64705882] ; [ 8.64705882 19.35294118],0
r2,1,0.732334,0.11698,[20 19] ; [15 12],[20.68181818 18.31818182] ; [14.31818182 12.68181818],0
a5,1,0.764582,0.089682,[18 22] ; [12 17],[17.39130435 22.60869565] ; [12.60869565 16.39130435],0
a6,1,0.796889,0.066242,[15 25] ; [10 19],[14.49275362 25.50724638] ; [10.50724638 18.49275362],0
p12,1,0.816726,0.053712,[ 1 39] ; [ 1 28],[ 1.15942029 38.84057971] ; [ 0.84057971 28.15942029],0
a2,1,0.816726,0.053712,[ 1 39] ; [ 1 28],[ 1.15942029 38.84057971] ; [ 0.84057971 28.15942029],0
b1,1,0.862007,0.030213,[24 16] ; [18 11],[24.34782609 15.65217391] ; [17.65217391 11.34782609],0
d3,1,0.926553,0.008498,[12 28] ; [ 9 20],[12.17391304 27.82608696] ; [ 8.82608696 20.17391304],0
n4,1,0.964483,0.001983,[26 14] ; [19 10],[26.08695652 13.91304348] ; [18.91304348 10.08695652],0
s4,1,0.977681,0.000783,[ 7 33] ; [ 5 24],[ 6.95652174 33.04347826] ; [ 5.04347826 23.95652174],0
u3,1,1.0,0.0,[ 5 15] ; [3 9],[ 5. 15.] ; [3. 9.],0
