Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6.5e-05,15.962984,[3 3] ; [42  1],[5.51020408 0.48979592] ; [39.48979592  3.51020408],1
p9,1,0.002365,9.242168,[2 3] ; [39  4],[4.27083333 0.72916667] ; [36.72916667  6.27083333],0
p10,1,0.003124,8.733835,[2 4] ; [36  6],[4.75 1.25] ; [33.25  8.75],0
r1,1,0.01033,6.577135,[2 4] ; [35  8],[4.53061224 1.46938776] ; [32.46938776 10.53061224],0
r2,1,0.016229,5.777864,[4 2] ; [41  2],[5.51020408 0.48979592] ; [39.48979592  3.51020408],0
p4,1,0.080856,3.047619,[1 5] ; [23 19],[3. 3.] ; [21. 21.],0
p3,1,0.090991,2.856751,[1 5] ; [23 20],[2.93877551 3.06122449] ; [21.06122449 21.93877551],0
v4,1,0.096287,2.765999,[5 1] ; [42  1],[5.75510204 0.24489796] ; [41.24489796  1.75510204],0
p6,1,0.219776,1.505834,[1 5] ; [18 24],[2.375 3.625] ; [16.625 25.375],0
s3,1,0.22461,1.474675,[2 3] ; [29 14],[3.22916667 1.77083333] ; [27.77083333 15.22916667],0
a1,1,0.25013,1.322576,[1 5] ; [ 2 41],[0.36734694 5.63265306] ; [ 2.63265306 40.36734694],0
s1,1,0.25013,1.322576,[1 5] ; [ 2 41],[0.36734694 5.63265306] ; [ 2.63265306 40.36734694],0
d4,1,0.252461,1.309634,[2 4] ; [25 18],[3.30612245 2.69387755] ; [23.69387755 19.30612245],0
d2,1,0.271348,1.209918,[3 3] ; [12 31],[1.83673469 4.16326531] ; [13.16326531 29.83673469],0
v3,1,0.27638,1.184803,[1 5] ; [17 26],[2.20408163 3.79591837] ; [15.79591837 27.20408163],0
b4,1,0.32203,0.980684,[5 1] ; [27 16],[3.91836735 2.08163265] ; [28.08163265 14.91836735],0
p8,1,0.323972,0.972844,[2 3] ; [27 16],[3.02083333 1.97916667] ; [25.97916667 17.02083333],0
p7,1,0.333416,0.935584,[3 3] ; [30 13],[4.04081633 1.95918367] ; [28.95918367 14.04081633],0
s7,1,0.368485,0.808767,[2 3] ; [25 16],[2.93478261 2.06521739] ; [24.06521739 16.93478261],0
a7,1,0.400451,0.706972,[3 3] ; [29 14],[3.91836735 2.08163265] ; [28.08163265 14.91836735],0
s2,1,0.400451,0.706972,[3 3] ; [29 14],[3.91836735 2.08163265] ; [28.08163265 14.91836735],0
p1,1,0.40171,0.7032,[2 4] ; [ 8 35],[1.2244898 4.7755102] ; [ 8.7755102 34.2244898],0
n4,1,0.428827,0.625999,[5 1] ; [29 14],[4.16326531 1.83673469] ; [29.83673469 13.16326531],0
u2,1,0.448599,0.574189,[1 2] ; [13 10],[1.61538462 1.38461538] ; [12.38461538 10.61538462],0
b2,1,0.487561,0.481905,[1 3] ; [10 13],[1.62962963 2.37037037] ; [ 9.37037037 13.62962963],0
b3,1,0.487561,0.481905,[1 3] ; [10 13],[1.62962963 2.37037037] ; [ 9.37037037 13.62962963],0
n1,1,0.490153,0.47619,[1 1] ; [2 6],[0.6 1.4] ; [2.4 5.6],0
b5,1,0.543215,0.369613,[4 2] ; [23 20],[3.30612245 2.69387755] ; [23.69387755 19.30612245],0
p2,1,0.590759,0.289161,[4 2] ; [33 10],[4.53061224 1.46938776] ; [32.46938776 10.53061224],0
p5,1,0.590759,0.289161,[2 4] ; [10 33],[1.46938776 4.53061224] ; [10.53061224 32.46938776],0
a6,1,0.625137,0.238713,[3 3] ; [26 17],[3.55102041 2.44897959] ; [25.44897959 17.55102041],0
s4,1,0.687023,0.162327,[2 4] ; [11 32],[1.59183673 4.40816327] ; [11.40816327 31.59183673],0
b1,1,0.705865,0.142442,[3 3] ; [18 25],[2.57142857 3.42857143] ; [18.42857143 24.57142857],0
s6,1,0.716919,0.131464,[4 1] ; [37  6],[4.27083333 0.72916667] ; [36.72916667  6.27083333],0
n6,1,0.724303,0.124407,[5 1] ; [38  5],[5.26530612 0.73469388] ; [37.73469388  5.26530612],0
v1,1,0.737874,0.112004,[2 4] ; [17 25],[2.375 3.625] ; [16.625 25.375],0
a5,1,0.85363,0.034036,[4 2] ; [27 16],[3.79591837 2.20408163] ; [27.20408163 15.79591837],0
a4,1,0.908569,0.013189,[1 5] ; [ 8 35],[1.10204082 4.89795918] ; [ 7.89795918 35.10204082],0
a3,1,0.913041,0.011925,[3 3] ; [20 22],[2.875 3.125] ; [20.125 21.875],0
