Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,37.022222,[205  50] ; [20 31],[187.5  67.5] ; [37.5 13.5],1
v4,1,0.0,33.650105,[246  12] ; [35 15],[235.38311688  22.61688312] ; [45.61688312  4.38311688],1
n5,1,0.0,30.428808,[230  27] ; [30 21],[216.94805195  40.05194805] ; [43.05194805  7.94805195],1
r3,1,0.0,26.132005,[236  20] ; [34 17],[225.1465798  30.8534202] ; [44.8534202  6.1465798],1
r4,1,2e-06,23.015959,[230  28] ; [32 19],[218.75728155  39.24271845] ; [43.24271845  7.75728155],1
p8,1,2e-06,22.405128,[138 118] ; [ 9 42],[122.57980456 133.42019544] ; [24.42019544 26.57980456],1
p9,1,5e-06,20.889623,[209  45] ; [27 24],[196.53770492  57.46229508] ; [39.46229508 11.53770492],1
s6,1,8e-06,19.823656,[175  75] ; [19 32],[161.12956811  88.87043189] ; [32.87043189 18.12956811],1
p4,1,1.2e-05,19.192721,[161  96] ; [15 36],[146.85714286 110.14285714] ; [29.14285714 21.85714286],1
p11,1,5.1e-05,16.424981,[202  56] ; [26 25],[190.36893204  67.63106796] ; [37.63106796 13.36893204],1
p6,1,0.000176,14.072469,[102 155] ; [ 6 44],[ 90.41042345 166.58957655] ; [17.58957655 32.41042345],1
p2,1,0.000369,12.685343,[212  45] ; [30 20],[202.58631922  54.41368078] ; [39.41368078 10.58631922],1
s8,1,0.000633,11.6756,[111 146] ; [ 9 42],[100.12987013 156.87012987] ; [19.87012987 31.12987013],1
a1,1,0.001255,10.40745,[  8 250] ; [ 7 44],[ 12.52427184 245.47572816] ; [ 2.47572816 48.52427184],0
s7,1,0.001335,10.293076,[126 121] ; [12 35],[115.93877551 131.06122449] ; [22.06122449 24.93877551],0
s2,1,0.001693,9.856084,[129 128] ; [13 37],[118.87296417 138.12703583] ; [23.12703583 26.87296417],0
p7,1,0.00191,9.634471,[152 102] ; [18 32],[142.03947368 111.96052632] ; [27.96052632 22.03947368],0
n3,1,0.002461,9.169567,[42 16] ; [ 5 11],[36.83783784 21.16216216] ; [10.16216216  5.83783784],0
s5,1,0.00689,7.301374,[ 84 165] ; [ 7 42],[ 76.03691275 172.96308725] ; [14.96308725 34.03691275],0
p3,1,0.011014,6.463082,[125 131] ; [15 36],[116.74267101 139.25732899] ; [23.25732899 27.74267101],0
d1,1,0.015274,5.884634,[144 114] ; [19 32],[136.09708738 121.90291262] ; [26.90291262 24.09708738],0
d5,1,0.046271,3.97171,[203  54] ; [33 17],[197.56351792  59.43648208] ; [38.43648208 11.56351792],0
b1,1,0.055068,3.680035,[109 149] ; [29 22],[115.22330097 142.77669903] ; [22.77669903 28.22330097],0
