Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,9e-06,19.821683,[21  8] ; [29 77],[10.74074074 18.25925926] ; [39.25925926 66.74074074],1
p4,1,0.154383,2.028405,[18 11] ; [49 55],[14.60902256 14.39097744] ; [52.39097744 51.60902256],0
u1,1,0.157302,1.999975,[ 3 26] ; [  4 102],[ 1.5037037 27.4962963] ; [  5.4962963 100.5037037],0
d4,1,0.200765,1.636804,[23  6] ; [71 35],[20.19259259  8.80740741] ; [73.80740741 32.19259259],0
p8,1,0.231041,1.43444,[14 14] ; [39 65],[11.24242424 16.75757576] ; [41.75757576 62.24242424],0
a7,1,0.258574,1.276376,[19 10] ; [57 49],[16.32592593 12.67407407] ; [59.67407407 46.32592593],0
n1,1,0.269544,1.219065,[2 5] ; [17 16],[3.325 3.675] ; [15.675 17.325],0
r2,1,0.281774,1.158512,[24  4] ; [77 24],[21.92248062  6.07751938] ; [79.07751938 21.92248062],0
p7,1,0.292335,1.108835,[17 11] ; [52 53],[14.52631579 13.47368421] ; [54.47368421 50.52631579],0
v2,1,0.300923,1.070099,[14 13] ; [42 61],[11.63076923 15.36923077] ; [44.36923077 58.63076923],0
p11,1,0.360042,0.837748,[23  6] ; [75 31],[21.05185185  7.94814815] ; [76.94814815 29.05185185],0
d2,1,0.378734,0.774809,[ 9 20] ; [42 63],[11.03731343 17.96268657] ; [39.96268657 65.03731343],0
n3,1,0.388662,0.743123,[6 1] ; [23 10],[5.075 1.925] ; [23.925  9.075],0
a1,1,0.391041,0.735702,[ 4 25] ; [ 9 97],[ 2.79259259 26.20740741] ; [10.20740741 95.79259259],0
a3,1,0.397962,0.714477,[20  9] ; [64 42],[18.04444444 10.95555556] ; [65.95555556 40.04444444],0
p3,1,0.423788,0.639788,[14 15] ; [42 63],[12.11940299 16.88059701] ; [43.88059701 61.11940299],0
a8,1,0.436606,0.605187,[ 2 27] ; [12 88],[ 3.14728682 25.85271318] ; [10.85271318 89.14728682],0
n6,1,0.447544,0.576866,[25  4] ; [84 21],[23.58955224  5.41044776] ; [85.41044776 19.58955224],0
p1,1,0.495062,0.465507,[ 4 25] ; [10 96],[ 3.00740741 25.99259259] ; [10.99259259 95.00740741],0
a6,1,0.613218,0.255515,[16 13] ; [64 42],[17.18518519 11.81481481] ; [62.81481481 43.18518519],0
d5,1,0.712913,0.135385,[21  8] ; [73 33],[20.19259259  8.80740741] ; [73.80740741 32.19259259],0
a4,1,0.71575,0.132601,[11 18] ; [36 69],[10.17164179 18.82835821] ; [36.82835821 68.17164179],0
n5,1,0.753245,0.098825,[25  4] ; [88 17],[24.45522388  4.54477612] ; [88.54477612 16.45522388],0
a2,1,0.776903,0.080291,[ 3 26] ; [13 93],[ 3.43703704 25.56296296] ; [12.56296296 93.43703704],0
b2,1,0.790984,0.070243,[ 5 11] ; [25 47],[ 5.45454545 10.54545455] ; [24.54545455 47.45454545],0
b3,1,0.790984,0.070243,[ 5 11] ; [25 47],[ 5.45454545 10.54545455] ; [24.54545455 47.45454545],0
v3,1,0.905308,0.014151,[ 9 19] ; [35 70],[ 9.26315789 18.73684211] ; [34.73684211 70.26315789],0
p12,1,0.974926,0.000988,[ 2 27] ; [ 7 97],[ 1.96240602 27.03759398] ; [ 7.03759398 96.96240602],0
r3,1,0.975425,0.000949,[23  6] ; [83 22],[22.94029851  6.05970149] ; [83.05970149 21.94029851],0
b1,1,0.989945,0.000159,[12 17] ; [44 62],[12.02962963 16.97037037] ; [43.97037037 62.02962963],0
