Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.00059,11.807777,[27 28] ; [25 85],[17.33333333 37.66666667] ; [34.66666667 75.33333333],1
v2,1,0.002564,9.094568,[35 19] ; [42 64],[25.9875 28.0125] ; [51.0125 54.9875],0
v3,1,0.009746,6.680672,[20 33] ; [20 86],[13.33333333 39.66666667] ; [26.66666667 79.33333333],0
s4,1,0.01821,5.575862,[ 2 53] ; [18 92],[ 6.66666667 48.33333333] ; [13.33333333 96.66666667],0
p12,1,0.072808,3.218551,[ 5 50] ; [  3 107],[ 2.66666667 52.33333333] ; [  5.33333333 104.66666667],0
a1,1,0.072808,3.218551,[ 5 50] ; [  3 107],[ 2.66666667 52.33333333] ; [  5.33333333 104.66666667],0
b2,1,0.076714,3.133187,[10 16] ; [11 44],[ 6.74074074 19.25925926] ; [14.25925926 40.74074074],0
b3,1,0.076714,3.133187,[10 16] ; [11 44],[ 6.74074074 19.25925926] ; [14.25925926 40.74074074],0
p5,1,0.079908,3.066772,[ 4 51] ; [  2 107],[ 2.01219512 52.98780488] ; [  3.98780488 105.01219512],0
d4,1,0.109728,2.55814,[47  8] ; [82 28],[43. 12.] ; [86. 24.],0
b5,1,0.111552,2.532101,[39 16] ; [64 46],[34.33333333 20.66666667] ; [68.66666667 41.33333333],0
a3,1,0.121239,2.401247,[35 20] ; [56 54],[30.33333333 24.66666667] ; [60.66666667 49.33333333],0
p3,1,0.166125,1.917566,[21 33] ; [31 79],[17.12195122 36.87804878] ; [34.87804878 75.12195122],0
a5,1,0.182864,1.774194,[35 20] ; [58 52],[31. 24.] ; [62. 48.],0
p11,1,0.206446,1.596178,[39 16] ; [67 43],[35.33333333 19.66666667] ; [70.66666667 39.33333333],0
s5,1,0.209731,1.573284,[13 38] ; [18 88],[10.07006369 40.92993631] ; [20.92993631 85.07006369],0
r1,1,0.221575,1.494141,[41 14] ; [71 38],[37.56097561 17.43902439] ; [74.43902439 34.56097561],0
p1,1,0.255133,1.294975,[ 5 50] ; [  5 104],[ 3.35365854 51.64634146] ; [  6.64634146 102.35365854],0
n2,1,0.269005,1.221815,[10  3] ; [24 16],[8.33962264 4.66037736] ; [25.66037736 14.33962264],0
p8,1,0.279048,1.171722,[25 30] ; [40 69],[21.79878049 33.20121951] ; [43.20121951 65.79878049],0
s1,1,0.305287,1.050955,[ 4 51] ; [  4 106],[ 2.66666667 52.33333333] ; [  5.33333333 104.66666667],0
a8,1,0.311547,1.024104,[ 4 48] ; [ 4 99],[ 2.68387097 49.31612903] ; [ 5.31612903 97.68387097],0
s8,1,0.344514,0.893563,[11 43] ; [16 94],[ 8.8902439 45.1097561] ; [18.1097561 91.8902439],0
n4,1,0.350201,0.872727,[21 34] ; [34 76],[18.33333333 36.66666667] ; [36.66666667 73.33333333],0
a6,1,0.369858,0.804143,[30 25] ; [68 42],[32.66666667 22.33333333] ; [65.33333333 44.66666667],0
p4,1,0.389754,0.73971,[24 31] ; [40 69],[21.46341463 33.53658537] ; [42.53658537 66.46341463],0
p6,1,0.395568,0.721757,[12 40] ; [19 90],[10.01242236 41.98757764] ; [20.98757764 88.01242236],0
b1,1,0.430334,0.621923,[24 31] ; [41 69],[21.66666667 33.33333333] ; [43.33333333 66.66666667],0
p9,1,0.462401,0.540076,[38 17] ; [69 40],[35.88414634 19.11585366] ; [71.11585366 37.88414634],0
s6,1,0.528529,0.397218,[24 28] ; [45 65],[22.14814815 29.85185185] ; [46.85185185 63.14814815],0
n3,1,0.552647,0.352597,[10  3] ; [28 13],[9.14814815 3.85185185] ; [28.85185185 12.14814815],0
n6,1,0.572164,0.319075,[32 23] ; [69 41],[33.66666667 21.33333333] ; [67.33333333 42.66666667],0
p2,1,0.599361,0.27596,[41 14] ; [77 32],[39.57317073 15.42682927] ; [78.42682927 30.57317073],0
r4,1,0.600981,0.273518,[41 14] ; [86 24],[42.33333333 12.66666667] ; [84.66666667 25.33333333],0
d5,1,0.604609,0.2681,[40 15] ; [75 34],[38.56707317 16.43292683] ; [76.43292683 32.56707317],0
d2,1,0.640429,0.218182,[17 38] ; [38 72],[18.33333333 36.66666667] ; [36.66666667 73.33333333],0
u1,1,0.658947,0.194805,[ 3 52] ; [  8 102],[ 3.66666667 51.33333333] ; [  7.33333333 102.66666667],0
v4,1,0.73081,0.11837,[49  5] ; [97 12],[48.36809816  5.63190184] ; [97.63190184 11.36809816],0
r2,1,0.735541,0.114085,[48  6] ; [94 14],[47.33333333  6.66666667] ; [94.66666667 13.33333333],0
a7,1,0.742874,0.107617,[38 17] ; [78 31],[38.90243902 16.09756098] ; [77.09756098 31.90243902],0
n1,1,0.780958,0.077324,[ 3 10] ; [ 8 33],[ 2.64814815 10.35185185] ; [ 8.35185185 32.64814815],0
p7,1,0.782716,0.076055,[27 27] ; [52 57],[26.17177914 27.82822086] ; [52.82822086 56.17177914],0
b4,1,0.822613,0.050259,[32 23] ; [66 44],[32.66666667 22.33333333] ; [65.33333333 44.66666667],0
d3,1,0.875642,0.024491,[35 20] ; [68 41],[34.54268293 20.45731707] ; [68.45731707 40.54268293],0
p10,1,0.898709,0.016203,[31 24] ; [62 46],[31.3803681 23.6196319] ; [61.6196319 46.3803681],0
s3,1,0.939267,0.005805,[19 35] ; [37 70],[18.7826087 35.2173913] ; [37.2173913 69.7826087],0
u2,1,0.942678,0.00517,[10 10] ; [26 27],[ 9.8630137 10.1369863] ; [26.1369863 26.8630137],0
s2,1,0.943193,0.005078,[16 38] ; [32 78],[15.80487805 38.19512195] ; [32.19512195 77.80487805],0
u3,1,1.0,0.0,[10 10] ; [26 26],[10. 10.] ; [26. 26.],0
d1,1,1.0,0.0,[25 30] ; [50 60],[25. 30.] ; [50. 60.],0
