Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,25.333932,[92 19] ; [ 9 17],[81.83211679 29.16788321] ; [19.16788321  6.83211679],1
d5,1,4e-06,21.477566,[89 22] ; [ 9 17],[79.40145985 31.59854015] ; [18.59854015  7.40145985],1
a3,1,0.003603,8.473575,[81 29] ; [12 15],[74.67153285 35.32846715] ; [18.32846715  8.67153285],0
p9,1,0.003605,8.472924,[88 23] ; [14 13],[82.04347826 28.95652174] ; [19.95652174  7.04347826],0
d2,1,0.004537,8.05543,[54 57] ; [ 5 22],[47.45652174 63.54347826] ; [11.54347826 15.45652174],0
p10,1,0.015647,5.842092,[83 27] ; [14 13],[77.88321168 32.11678832] ; [19.11678832  7.88321168],0
s6,1,0.02184,5.258522,[67 42] ; [10 17],[61.71323529 47.28676471] ; [15.28676471 11.71323529],0
r1,1,0.028305,4.809388,[85 26] ; [15 12],[80.43478261 30.56521739] ; [19.56521739  7.43478261],0
a4,1,0.039699,4.230714,[44 67] ; [ 5 22],[39.41304348 71.58695652] ; [ 9.58695652 17.41304348],0
b4,1,0.041061,4.173489,[73 38] ; [12 15],[68.36956522 42.63043478] ; [16.63043478 10.36956522],0
a5,1,0.068637,3.315315,[78 33] ; [14 13],[74. 37.] ; [18.  9.],0
p3,1,0.079149,3.082294,[62 49] ; [10 17],[57.91304348 53.08695652] ; [14.08695652 12.91304348],0
s5,1,0.091188,2.85327,[33 73] ; [ 4 23],[29.4887218 76.5112782] ; [ 7.5112782 19.4887218],0
s7,1,0.124309,2.362174,[45 62] ; [ 7 20],[41.52238806 65.47761194] ; [10.47761194 16.52238806],0
a2,1,0.150018,2.072072,[21 90] ; [ 2 25],[18.5 92.5] ; [ 4.5 22.5],0
v2,1,0.154925,2.023071,[55 50] ; [10 17],[51.70454545 53.29545455] ; [13.29545455 13.70454545],0
u2,1,0.163444,1.942069,[18 11] ; [6 9],[15.81818182 13.18181818] ; [8.18181818 6.81818182],0
r3,1,0.187677,1.735759,[106   5] ; [24  3],[104.56521739   6.43478261] ; [25.43478261  1.56521739],0
b2,1,0.196706,1.666667,[18 46] ; [ 2 14],[16. 48.] ; [ 4. 12.],0
b3,1,0.196706,1.666667,[18 46] ; [ 2 14],[16. 48.] ; [ 4. 12.],0
r4,1,0.203326,1.618323,[97 14] ; [21  6],[94.91304348 16.08695652] ; [23.08695652  3.91304348],0
a7,1,0.209612,1.574104,[82 29] ; [16 10],[79.40145985 31.59854015] ; [18.59854015  7.40145985],0
b1,1,0.214567,1.540343,[43 68] ; [14 13],[45.84782609 65.15217391] ; [11.15217391 15.84782609],0
p11,1,0.217846,1.518502,[83 28] ; [17 10],[80.43478261 30.56521739] ; [19.56521739  7.43478261],0
a6,1,0.245834,1.346824,[71 40] ; [14 13],[68.36956522 42.63043478] ; [16.63043478 10.36956522],0
s8,1,0.26813,1.226289,[41 69] ; [ 7 20],[38.54014599 71.45985401] ; [ 9.45985401 17.54014599],0
