Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,74.992561,[ 5 42] ; [215  71],[31.05105105 15.94894895] ; [188.94894895  97.05105105],1
n5,1,0.237931,1.392811,[34 13] ; [227  57],[37.06042296  9.93957704] ; [223.93957704  60.06042296],0
p7,1,0.285505,1.140698,[39  8] ; [214  68],[36.14285714 10.85714286] ; [216.85714286  65.14285714],0
p5,1,0.285727,1.139646,[11 36] ; [ 48 235],[ 8.4030303 38.5969697] ; [ 50.5969697 232.4030303],0
n1,1,0.297748,1.084255,[3 2] ; [17 30],[1.92307692 3.07692308] ; [18.07692308 28.92307692],0
b4,1,0.327548,0.958569,[31 16] ; [167 119],[27.94594595 19.05405405] ; [170.05405405 115.94594595],0
b1,1,0.344961,0.891907,[22 25] ; [113 173],[19.05405405 27.94594595] ; [115.94594595 170.05405405],0
r3,1,0.352405,0.86478,[44  3] ; [273  10],[45.14848485  1.85151515] ; [271.85151515  11.14848485],0
p4,1,0.413975,0.667357,[37 10] ; [239  47],[38.95495495  8.04504505] ; [237.04504505  48.95495495],0
r1,1,0.432964,0.614859,[37 10] ; [236  47],[38.88181818  8.11818182] ; [234.11818182  48.88181818],0
p8,1,0.508379,0.437403,[32 14] ; [184 101],[30.01812689 15.98187311] ; [185.98187311  99.01812689],0
u3,1,0.545359,0.365697,[11  7] ; [46 21],[12.07058824  5.92941176] ; [44.92941176 22.07058824],0
s3,1,0.567568,0.326768,[25 22] ; [162 119],[26.79573171 20.20426829] ; [160.20426829 120.79573171],0
a1,1,0.643675,0.213968,[ 2 45] ; [ 17 269],[ 2.68168168 44.31831832] ; [ 16.31831832 269.68168168],0
s7,1,0.674489,0.176396,[25 19] ; [141 123],[23.71428571 20.28571429] ; [142.28571429 121.71428571],0
s2,1,0.733877,0.115582,[24 23] ; [151 130],[25.07621951 21.92378049] ; [149.92378049 131.07621951],0
s4,1,0.771073,0.084664,[ 8 39] ; [ 43 237],[ 7.33027523 39.66972477] ; [ 43.66972477 236.33027523],0
r2,1,0.782574,0.076157,[46  1] ; [274   8],[45.71428571  1.28571429] ; [274.28571429   7.71428571],0
v3,1,0.830324,0.045919,[21 25] ; [120 153],[20.3322884 25.6677116] ; [120.6677116 152.3322884],0
s5,1,0.858633,0.031725,[17 28] ; [ 99 173],[16.46687697 28.53312303] ; [ 99.53312303 172.46687697],0
b5,1,0.871071,0.026341,[29 18] ; [180 106],[29.4984985 17.5015015] ; [179.5015015 106.4984985],0
p11,1,0.873788,0.025233,[38  9] ; [234  52],[38.39039039  8.60960961] ; [233.60960961  52.39039039],0
n6,1,0.877045,0.023937,[41  6] ; [250  34],[41.32024169  5.67975831] ; [249.67975831  34.32024169],0
v4,1,0.889132,0.019433,[46  1] ; [277   7],[45.86404834  1.13595166] ; [277.13595166   6.86404834],0
b2,1,0.909716,0.012859,[ 9 14] ; [ 69 113],[ 8.75121951 14.24878049] ; [ 69.24878049 112.75121951],0
b3,1,0.909716,0.012859,[ 9 14] ; [ 69 113],[ 8.75121951 14.24878049] ; [ 69.24878049 112.75121951],0
r4,1,0.946901,0.004435,[44  3] ; [267  19],[43.89489489  3.10510511] ; [267.10510511  18.89489489],0
n2,1,0.947019,0.004416,[4 1] ; [37 10],[3.94230769 1.05769231] ; [37.05769231  9.94230769],0
u2,1,0.963387,0.002107,[10  7] ; [39 28],[9.91666667 7.08333333] ; [39.08333333 27.91666667],0
u4,1,0.992099,9.8e-05,[ 1 46] ; [  6 279],[ 0.99096386 46.00903614] ; [  6.00903614 278.99096386],0
v2,1,1.0,0.0,[29 17] ; [174 102],[29. 17.] ; [174. 102.],0
