Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3.6e-05,17.065838,[10 25] ; [35 12],[19.20731707 15.79268293] ; [25.79268293 21.20731707],1
s6,1,0.752122,0.099756,[25  9] ; [36 11],[25.60493827  8.39506173] ; [35.39506173 11.60493827],0
s5,1,0.760747,0.09272,[15 19] ; [20 22],[15.65789474 18.34210526] ; [19.34210526 22.65789474],0
a6,1,0.763102,0.090848,[22 13] ; [28 19],[21.34146341 13.65853659] ; [28.65853659 18.34146341],0
v3,1,0.793974,0.068201,[ 8 26] ; [12 34],[ 8.5 25.5] ; [11.5 34.5],0
a7,1,0.809799,0.05793,[24 10] ; [32 15],[23.50617284 10.49382716] ; [32.49382716 14.50617284],0
b1,1,0.821235,0.051056,[12 23] ; [15 32],[11.52439024 23.47560976] ; [15.47560976 31.52439024],0
v2,1,0.83497,0.043402,[15 18] ; [22 24],[15.4556962 17.5443038] ; [21.5443038 24.4556962],0
d3,1,0.862968,0.02979,[24 10] ; [34 13],[24.34567901  9.65432099] ; [33.65432099 13.34567901],0
p2,1,0.875807,0.024426,[21 14] ; [29 18],[21.34146341 13.65853659] ; [28.65853659 18.34146341],0
v1,1,0.915037,0.011382,[13 22] ; [18 29],[13.23170732 21.76829268] ; [17.76829268 29.23170732],0
d5,1,0.924204,0.009051,[25  9] ; [35 12],[25.18518519  8.81481481] ; [34.81481481 12.18518519],0
n1,1,0.960492,0.002454,[ 5 13] ; [ 4 10],[ 5.0625 12.9375] ; [ 3.9375 10.0625],0
b5,1,0.962665,0.002191,[24 11] ; [32 15],[23.90243902 11.09756098] ; [32.09756098 14.90243902],0
d1,1,0.973927,0.001068,[17 18] ; [23 24],[17.07317073 17.92682927] ; [22.92682927 24.07317073],0
p7,1,0.995437,3.3e-05,[13 21] ; [18 29],[13.01234568 20.98765432] ; [17.98765432 29.01234568],0
