Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,157.9356,[238 109] ; [ 72 271],[155.89855072 191.10144928] ; [154.10144928 188.89855072],1
s2,1,0.0,140.781412,[261  87] ; [101 238],[183.37117904 164.62882096] ; [178.62882096 160.37117904],1
s3,1,0.0,82.014493,[262  83] ; [141 196],[203.86363636 141.13636364] ; [199.13636364 137.86363636],1
s6,1,0.0,79.105719,[289  53] ; [177 158],[235.40915805 106.59084195] ; [230.59084195 104.40915805],1
s5,1,0.0,40.081481,[156 179] ; [ 77 255],[117.02398801 217.97601199] ; [115.97601199 216.02398801],1
a3,1,0.0,39.13175,[288  59] ; [211 131],[251.31059507  95.68940493] ; [247.68940493  94.31059507],1
p4,1,0.0,27.573761,[252  96] ; [181 160],[218.69956459 129.30043541] ; [214.30043541 126.69956459],1
p6,1,0.0,27.04739,[168 176] ; [ 99 238],[134.8722467 209.1277533] ; [132.1277533 204.8722467],1
p3,1,2e-06,22.57818,[211 137] ; [146 197],[179.79160637 168.20839363] ; [177.20839363 165.79160637],1
n4,1,4e-06,21.097936,[295  52] ; [241 101],[269.94484761  77.05515239] ; [266.05515239  75.94484761],1
p5,1,5e-06,20.984901,[ 59 289] ; [ 20 322],[ 39.84347826 308.15652174] ; [ 39.15652174 302.84347826],1
n5,1,8e-06,19.949604,[287  59] ; [233 108],[261.8922853  84.1077147] ; [258.1077147  82.8922853],1
u1,1,2.7e-05,17.634586,[ 86 263] ; [ 42 301],[ 64.55491329 284.44508671] ; [ 63.44508671 279.55491329],1
p7,1,0.000123,14.750741,[255  83] ; [208 129],[231.84296296 106.15703704] ; [231.15703704 105.84296296],1
v3,1,0.000328,12.902032,[157 182] ; [108 222],[134.28251121 204.71748879] ; [130.71748879 199.28251121],1
n6,1,0.000604,11.764009,[312  34] ; [277  65],[296.2122093  49.7877907] ; [292.7877907  49.2122093],1
a5,1,0.000849,11.130745,[277  72] ; [234 109],[257.71531792  91.28468208] ; [253.28468208  89.71531792],1
d2,1,0.001351,10.271255,[192 157] ; [146 195],[170.95942029 178.04057971] ; [167.04057971 173.95942029],0
s4,1,0.001485,10.096632,[ 75 272] ; [ 42 295],[ 59.35526316 287.64473684] ; [ 57.64473684 279.35526316],0
a2,1,0.003909,8.325738,[101 248] ; [ 67 276],[ 84.7283237 264.2716763] ; [ 83.2716763 259.7283237],0
p9,1,0.003926,8.31762,[315  31] ; [283  55],[302.49707602  43.50292398] ; [295.50292398  42.49707602],0
a4,1,0.00426,8.169427,[174 174] ; [134 208],[155.33913043 192.66086957] ; [152.66086957 189.33913043],0
p10,1,0.005022,7.871356,[304  42] ; [272  68],[290.51895044  55.48104956] ; [285.48104956  54.51895044],0
p8,1,0.005074,7.852744,[213 129] ; [174 163],[194.92488954 147.07511046] ; [192.07511046 144.92488954],0
u4,1,0.007644,7.114968,[ 12 337] ; [  2 341],[  7.06069364 341.93930636] ; [  6.93930636 336.06069364],0
a8,1,0.007861,7.064867,[ 57 254] ; [ 34 280],[ 45.2816 265.7184] ; [ 45.7184 268.2816],0
s1,1,0.007979,7.038078,[ 14 330] ; [  3 333],[  8.6 335.4] ; [  8.4 327.6],0
a1,1,0.012201,6.281393,[ 20 329] ; [  7 336],[ 13.61705202 335.38294798] ; [ 13.38294798 329.61705202],0
n1,1,0.01286,6.188332,[33 34] ; [21 52],[25.84285714 41.15714286] ; [28.15714286 44.84285714],0
p12,1,0.014436,5.983996,[ 33 314] ; [ 16 324],[ 24.7496361 322.2503639] ; [ 24.2503639 315.7496361],0
d1,1,0.018367,5.560809,[224 125] ; [190 153],[208.79479769 140.20520231] ; [205.20520231 137.79479769],0
v2,1,0.029711,4.72596,[208 134] ; [170 154],[194.10810811 147.89189189] ; [183.89189189 140.10810811],0
a6,1,0.044238,4.047439,[228 120] ; [249  94],[240.22575977 107.77424023] ; [236.77424023 106.22575977],0
u2,1,0.053501,3.728198,[39 21] ; [65 65],[32.84210526 27.15789474] ; [71.15789474 58.84210526],0
p1,1,0.056112,3.648717,[ 39 309] ; [ 24 318],[ 31.77391304 316.22608696] ; [ 31.22608696 310.77391304],0
b4,1,0.081831,3.028165,[194 155] ; [213 130],[205.26445087 143.73554913] ; [201.73554913 141.26445087],0
b2,1,0.088021,2.910202,[101 140] ; [ 60 118],[ 92.60381862 148.39618138] ; [ 68.39618138 109.60381862],0
b3,1,0.088021,2.910202,[101 140] ; [ 60 118],[ 92.60381862 148.39618138] ; [ 68.39618138 109.60381862],0
v1,1,0.096709,2.75899,[202 140] ; [175 157],[191.29673591 150.70326409] ; [185.70326409 146.29673591],0
r1,1,0.100276,2.701156,[296  51] ; [274  66],[287.90393013  59.09606987] ; [282.09606987  57.90393013],0
a7,1,0.122001,2.391441,[251  98] ; [262  78],[259.85050798  89.14949202] ; [253.14949202  86.85050798],0
d3,1,0.145807,2.115577,[257  92] ; [234 107],[248.34637681 100.65362319] ; [242.65362319  98.34637681],0
b5,1,0.14725,2.100512,[202 147] ; [217 126],[211.31647399 137.68352601] ; [207.68352601 135.31647399],0
v4,1,0.210525,1.567809,[341   6] ; [332  11],[338.45072464   8.54927536] ; [334.54927536   8.45072464],0
u3,1,0.216886,1.524854,[40 21] ; [73 57],[36.08900524 24.91099476] ; [76.91099476 53.08900524],0
d4,1,0.222762,1.48649,[295  53] ; [278  64],[288.99130435  59.00869565] ; [284.00869565  57.99130435],0
n2,1,0.285623,1.140141,[54 13] ; [54 20],[51.31914894 15.68085106] ; [56.68085106 17.31914894],0
r4,1,0.30119,1.068916,[332  17] ; [320  23],[328.8265896  20.1734104] ; [323.1734104  19.8265896],0
r3,1,0.497342,0.460605,[338  10] ; [329  13],[336.4  11.6] ; [330.6  11.4],0
b1,1,0.820572,0.051443,[126 223] ; [121 222],[124.57080925 224.42919075] ; [122.42919075 220.57080925],0
