Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,32.145041,[38  4] ; [24 44],[23.67272727 18.32727273] ; [38.32727273 29.67272727],1
d4,1,0.0,28.545538,[41  1] ; [34 36],[28.125 13.875] ; [46.875 23.125],1
d2,1,0.0,27.290448,[26 16] ; [10 60],[13.5 28.5] ; [22.5 47.5],1
d5,1,0.0,26.59389,[41  1] ; [35 34],[28.75675676 13.24324324] ; [47.24324324 21.75675676],1
a3,1,3.6e-05,17.089029,[35  7] ; [30 39],[24.59459459 17.40540541] ; [40.40540541 28.59459459],1
a5,1,4e-05,16.886154,[33  9] ; [27 43],[22.5 19.5] ; [37.5 32.5],1
v3,1,0.000634,11.672811,[21 20] ; [14 56],[12.92792793 28.07207207] ; [22.07207207 47.92792793],1
r4,1,0.002807,8.928707,[34  8] ; [37 33],[26.625 15.375] ; [44.375 25.625],0
v2,1,0.004071,8.251831,[27 15] ; [25 44],[19.67567568 22.32432432] ; [32.32432432 36.67567568],0
a4,1,0.006351,7.448054,[17 25] ; [12 58],[10.875 31.125] ; [18.125 51.875],0
r2,1,0.01615,5.786497,[37  3] ; [50 18],[32.22222222  7.77777778] ; [54.77777778 13.22222222],0
p10,1,0.021774,5.263786,[35  6] ; [45 24],[29.81818182 11.18181818] ; [50.18181818 18.81818182],0
a2,1,0.027198,4.878222,[ 8 34] ; [ 4 66],[ 4.5 37.5] ; [ 7.5 62.5],0
p9,1,0.0281,4.821944,[37  5] ; [49 21],[32.25  9.75] ; [53.75 16.25],0
b4,1,0.044578,4.034544,[28 14] ; [33 37],[22.875 19.125] ; [38.125 31.875],0
p6,1,0.057044,3.6213,[21 17] ; [25 44],[16.3364486 21.6635514] ; [29.6635514 39.3364486],0
n4,1,0.058114,3.590399,[32 10] ; [41 29],[27.375 14.625] ; [45.625 24.375],0
s8,1,0.060946,3.511462,[20 22] ; [21 49],[15.375 26.625] ; [25.625 44.375],0
s5,1,0.072319,3.229593,[14 26] ; [13 54],[10.09345794 29.90654206] ; [16.90654206 50.09345794],0
r3,1,0.094264,2.8,[39  3] ; [57 13],[36.  6.] ; [60. 10.],0
a7,1,0.100128,2.703502,[28 14] ; [35 34],[23.83783784 18.16216216] ; [39.16216216 29.83783784],0
v1,1,0.102299,2.669339,[22 19] ; [26 43],[17.89090909 23.10909091] ; [30.10909091 38.89090909],0
s6,1,0.135018,2.233842,[28 13] ; [36 31],[24.2962963 16.7037037] ; [39.7037037 27.2962963],0
b2,1,0.18923,1.723602,[10 18] ; [10 36],[ 7.56756757 20.43243243] ; [12.43243243 33.56756757],0
b3,1,0.18923,1.723602,[10 18] ; [10 36],[ 7.56756757 20.43243243] ; [12.43243243 33.56756757],0
s7,1,0.22758,1.455923,[20 21] ; [24 41],[17.01886792 23.98113208] ; [26.98113208 38.01886792],0
p1,1,0.243323,1.361237,[ 5 37] ; [ 4 66],[ 3.375 38.625] ; [ 5.625 64.375],0
p11,1,0.25215,1.31135,[33  9] ; [48 22],[30.375 11.625] ; [50.625 19.375],0
u3,1,0.266225,1.236097,[4 3] ; [14 26],[2.68085106 4.31914894] ; [15.31914894 24.68085106],0
s1,1,0.27858,1.174004,[ 1 41] ; [ 5 65],[ 2.25 39.75] ; [ 3.75 66.25],0
u1,1,0.290164,1.118858,[ 2 40] ; [ 1 69],[ 1.125 40.875] ; [ 1.875 68.125],0
b5,1,0.317742,0.998217,[28 14] ; [40 30],[25.5 16.5] ; [42.5 27.5],0
n5,1,0.353651,0.860313,[30 12] ; [44 26],[27.75 14.25] ; [46.25 23.75],0
a6,1,0.37204,0.796838,[27 15] ; [39 31],[24.75 17.25] ; [41.25 28.75],0
p4,1,0.433883,0.612407,[27 13] ; [42 28],[25.09090909 14.90909091] ; [43.90909091 26.09090909],0
p5,1,0.448368,0.574774,[ 7 35] ; [ 8 61],[ 5.67567568 36.32432432] ; [ 9.32432432 59.67567568],0
n6,1,0.456491,0.554484,[33  8] ; [52 18],[31.3963964  9.6036036] ; [53.6036036 16.3963964],0
p2,1,0.491637,0.472942,[31  9] ; [58 12],[32.36363636  7.63636364] ; [56.63636364 13.36363636],0
p3,1,0.492308,0.471478,[25 16] ; [38 32],[23.27027027 17.72972973] ; [39.72972973 30.27027027],0
p8,1,0.541195,0.37333,[25 15] ; [39 30],[23.48623853 16.51376147] ; [40.51376147 28.48623853],0
s2,1,0.623586,0.24086,[20 22] ; [30 40],[18.75 23.25] ; [31.25 38.75],0
s4,1,0.634309,0.226263,[ 8 34] ; [16 54],[ 9. 33.] ; [15. 55.],0
p12,1,0.635663,0.224459,[ 2 39] ; [ 5 65],[ 2.58558559 38.41441441] ; [ 4.41441441 65.58558559],0
b1,1,0.659274,0.194407,[18 24] ; [33 37],[19.125 22.875] ; [31.875 38.125],0
n1,1,0.717269,0.131125,[5 9] ; [10 14],[5.52631579 8.47368421] ; [ 9.47368421 14.52631579],0
n3,1,0.753801,0.098365,[10  4] ; [19  6],[10.41025641  3.58974359] ; [18.58974359  6.41025641],0
a1,1,0.787743,0.072492,[ 3 39] ; [ 6 64],[ 3.375 38.625] ; [ 5.625 64.375],0
a8,1,0.856203,0.032837,[ 3 36] ; [ 6 63],[ 3.25 35.75] ; [ 5.75 63.25],0
v4,1,0.860877,0.030715,[37  5] ; [60  9],[36.7027027  5.2972973] ; [60.2972973  8.7027027],0
u2,1,0.871908,0.025997,[4 3] ; [21 18],[3.80434783 3.19565217] ; [21.19565217 17.80434783],0
s3,1,0.959962,0.00252,[21 20] ; [35 34],[20.87272727 20.12727273] ; [35.12727273 33.87272727],0
n2,1,0.969655,0.001447,[10  4] ; [18  7],[10.05128205  3.94871795] ; [17.94871795  7.05128205],0
