Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2e-06,22.964176,[98 26] ; [15 24],[85.96319018 38.03680982] ; [27.03680982 11.96319018],1
a6,1,0.000211,13.732525,[89 36] ; [15 24],[79.26829268 45.73170732] ; [24.73170732 14.26829268],1
p2,1,0.003053,8.775479,[104  20] ; [24 15],[97.37423313 26.62576687] ; [30.62576687  8.37423313],0
a1,1,0.011941,6.319545,[  2 123] ; [ 4 35],[  4.57317073 120.42682927] ; [ 1.42682927 37.57317073],0
v3,1,0.018422,5.555549,[40 79] ; [ 5 32],[34.32692308 84.67307692] ; [10.67307692 26.32692308],0
v2,1,0.0249,5.030853,[64 52] ; [13 25],[58. 58.] ; [19. 19.],0
d1,1,0.025496,4.989898,[64 61] ; [12 27],[57.92682927 67.07317073] ; [18.07317073 20.92682927],0
n5,1,0.047004,3.945252,[43 81] ; [20 18],[48.22222222 75.77777778] ; [14.77777778 23.22222222],0
d4,1,0.04918,3.869185,[102  23] ; [26 13],[97.56097561 27.43902439] ; [30.43902439  8.56097561],0
b1,1,0.055918,3.654493,[37 88] ; [18 21],[41.92073171 83.07926829] ; [13.07926829 25.92073171],0
r3,1,0.07959,3.073252,[117   8] ; [33  6],[114.32926829  10.67073171] ; [35.67073171  3.32926829],0
r1,1,0.128089,2.315519,[92 32] ; [24 15],[88.24539877 35.75460123] ; [27.75460123 11.24539877],0
v4,1,0.137717,2.203287,[119   5] ; [35  4],[117.15337423   6.84662577] ; [36.84662577  2.15337423],0
d5,1,0.14319,2.143341,[95 30] ; [25 14],[91.46341463 33.53658537] ; [28.53658537 10.46341463],0
p9,1,0.195064,1.678949,[117   8] ; [34  5],[115.09146341   9.90853659] ; [35.90853659  3.09146341],0
r4,1,0.218273,1.51569,[104  21] ; [29 10],[101.37195122  23.62804878] ; [31.62804878  7.37195122],0
p1,1,0.223945,1.478908,[  6 117] ; [ 4 35],[  7.59259259 115.40740741] ; [ 2.40740741 36.59259259],0
a2,1,0.229733,1.442515,[ 19 106] ; [ 3 36],[ 16.76829268 108.23170732] ; [ 5.23170732 33.76829268],0
r2,1,0.24572,1.347475,[113  11] ; [33  6],[111.06748466  12.93251534] ; [34.93251534  4.06748466],0
n1,1,0.25754,1.281932,[10 31] ; [ 7 11],[11.81355932 29.18644068] ; [ 5.18644068 12.81355932],0
n2,1,0.262026,1.258023,[29 12] ; [16  3],[30.75 10.25] ; [14.25  4.75],0
n6,1,0.328674,0.954116,[86 37] ; [24 15],[83.51851852 39.48148148] ; [26.48148148 12.51851852],0
b4,1,0.340364,0.90906,[78 47] ; [21 18],[75.45731707 49.54268293] ; [23.54268293 15.45731707],0
u2,1,0.378187,0.776587,[31 16] ; [8 7],[29.56451613 17.43548387] ; [9.43548387 5.56451613],0
b5,1,0.38865,0.743161,[77 48] ; [21 18],[74.69512195 50.30487805] ; [23.30487805 15.69512195],0
u3,1,0.409539,0.680138,[30 16] ; [8 7],[28.6557377 17.3442623] ; [9.3442623 5.6557377],0
p8,1,0.431688,0.618278,[63 61] ; [17 22],[60.85889571 63.14110429] ; [19.14110429 19.85889571],0
p3,1,0.437753,0.602166,[47 78] ; [12 27],[44.9695122 80.0304878] ; [14.0304878 24.9695122],0
p12,1,0.442248,0.590443,[  7 118] ; [ 1 38],[  6.09756098 118.90243902] ; [ 1.90243902 37.09756098],0
a5,1,0.446608,0.579246,[79 46] ; [22 17],[76.98170732 48.01829268] ; [24.01829268 14.98170732],0
v1,1,0.468594,0.52529,[54 67] ; [20 19],[55.9625 65.0375] ; [18.0375 20.9625],0
n3,1,0.510501,0.43304,[26 15] ; [13  5],[27.10169492 13.89830508] ; [11.89830508  6.10169492],0
s7,1,0.513822,0.426275,[47 73] ; [13 26],[45.28301887 74.71698113] ; [14.71698113 24.28301887],0
a4,1,0.519505,0.414875,[38 87] ; [14 25],[39.63414634 85.36585366] ; [12.36585366 26.63414634],0
s5,1,0.548671,0.359703,[40 83] ; [14 23],[41.5125 81.4875] ; [12.4875 24.5125],0
p5,1,0.571576,0.320053,[ 10 115] ; [ 2 36],[  9.20245399 115.79754601] ; [ 2.79754601 35.20245399],0
b3,1,0.585379,0.297619,[19 35] ; [ 6 15],[18. 36.] ; [ 7. 14.],0
b2,1,0.585379,0.297619,[19 35] ; [ 6 15],[18. 36.] ; [ 7. 14.],0
s6,1,0.594039,0.284081,[79 45] ; [23 16],[77.59509202 46.40490798] ; [24.40490798 14.59509202],0
s1,1,0.694876,0.153857,[  2 123] ; [ 1 38],[  2.28658537 122.71341463] ; [ 0.71341463 38.28658537],0
s3,1,0.785413,0.074132,[63 60] ; [19 20],[62.25925926 60.74074074] ; [19.74074074 19.25925926],0
p11,1,0.826835,0.047857,[94 31] ; [30  9],[94.51219512 30.48780488] ; [29.48780488  9.51219512],0
p7,1,0.84679,0.037332,[71 48] ; [22 16],[70.49044586 48.50955414] ; [22.50955414 15.49044586],0
p6,1,0.870349,0.026639,[31 93] ; [10 28],[31.38271605 92.61728395] ; [ 9.61728395 28.38271605],0
