Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000439,12.360033,[56 26] ; [26 40],[45.43243243 36.56756757] ; [36.56756757 29.43243243],1
r2,1,0.005677,7.65,[84  1] ; [60  8],[80.  5.] ; [64.  4.],0
n1,1,0.012058,6.302318,[11  5] ; [ 5 14],[7.31428571 8.68571429] ; [ 8.68571429 10.31428571],0
v3,1,0.013316,6.126659,[41 41] ; [19 45],[33.69863014 48.30136986] ; [26.30136986 37.69863014],0
b5,1,0.017164,5.679545,[62 23] ; [37 31],[55. 30.] ; [44. 24.],0
n5,1,0.02598,4.957323,[65 18] ; [42 26],[58.81456954 24.18543046] ; [48.18543046 19.81456954],0
s8,1,0.107593,2.589231,[41 44] ; [24 44],[36.11111111 48.88888889] ; [28.88888889 39.11111111],0
d5,1,0.135148,2.232356,[76  9] ; [55 13],[72.77777778 12.22222222] ; [58.22222222  9.77777778],0
u3,1,0.139488,2.183598,[17  6] ; [7 7],[14.91891892  8.08108108] ; [9.08108108 4.91891892],0
p4,1,0.187728,1.735361,[54 31] ; [50 18],[57.77777778 27.22222222] ; [46.22222222 21.77777778],0
p1,1,0.201733,1.629783,[ 6 79] ; [ 9 59],[ 8.33333333 76.66666667] ; [ 6.66666667 61.33333333],0
u2,1,0.214006,1.544118,[12  9] ; [5 9],[10.2 10.8] ; [6.8 7.2],0
s6,1,0.215891,1.531477,[61 23] ; [43 25],[57.47368421 26.52631579] ; [46.52631579 21.47368421],0
p12,1,0.255572,1.292586,[ 6 79] ; [ 2 66],[ 4.44444444 80.55555556] ; [ 3.55555556 64.44444444],0
s3,1,0.279819,1.167971,[44 39] ; [42 26],[47.27152318 35.72847682] ; [38.72847682 29.27152318],0
p6,1,0.293903,1.101654,[23 61] ; [24 44],[25.97368421 58.02631579] ; [21.02631579 46.97368421],0
v4,1,0.313163,1.017287,[80  5] ; [61  7],[78.33333333  6.66666667] ; [62.66666667  5.33333333],0
a8,1,0.325584,0.966382,[10 65] ; [ 5 57],[ 8.21167883 66.78832117] ; [ 6.78832117 55.21167883],0
a3,1,0.352991,0.862675,[62 23] ; [54 14],[64.44444444 20.55555556] ; [51.55555556 16.44444444],0
p2,1,0.356006,0.851932,[69 16] ; [51 17],[66.66666667 18.33333333] ; [53.33333333 14.66666667],0
p9,1,0.368388,0.809096,[70 15] ; [52 16],[67.77777778 17.22222222] ; [54.22222222 13.77777778],0
s4,1,0.38791,0.745482,[13 71] ; [14 53],[15.01986755 68.98013245] ; [11.98013245 55.01986755],0
a4,1,0.447612,0.576692,[44 41] ; [31 37],[41.66666667 43.33333333] ; [33.33333333 34.66666667],0
p5,1,0.476114,0.507751,[ 9 75] ; [ 5 63],[ 7.73684211 76.26315789] ; [ 6.26315789 61.73684211],0
u1,1,0.476912,0.505915,[23 62] ; [15 53],[21.11111111 63.88888889] ; [16.88888889 51.11111111],0
b4,1,0.482993,0.492097,[49 36] ; [43 25],[51.11111111 33.88888889] ; [40.88888889 27.11111111],0
n4,1,0.500368,0.454155,[68 16] ; [52 16],[66.31578947 17.68421053] ; [53.68421053 14.31578947],0
a5,1,0.513721,0.426481,[64 21] ; [48 20],[62.22222222 22.77777778] ; [49.77777778 18.22222222],0
n6,1,0.517541,0.41879,[69 15] ; [53 15],[67.42105263 16.57894737] ; [54.57894737 13.42105263],0
s2,1,0.54733,0.362121,[48 35] ; [36 32],[46.17218543 36.82781457] ; [37.82781457 30.17218543],0
s7,1,0.550369,0.356656,[44 36] ; [32 32],[42.22222222 37.77777778] ; [33.77777778 30.22222222],0
r4,1,0.591767,0.287594,[75 10] ; [58 10],[73.88888889 11.11111111] ; [59.11111111  8.88888889],0
n2,1,0.595416,0.281966,[13  3] ; [14  5],[12.34285714  3.65714286] ; [14.65714286  4.34285714],0
s5,1,0.596813,0.279829,[30 51] ; [21 43],[28.48965517 52.51034483] ; [22.51034483 41.48965517],0
p10,1,0.650882,0.20479,[64 21] ; [49 19],[62.77777778 22.22222222] ; [50.22222222 17.77777778],0
d2,1,0.651574,0.203921,[45 40] ; [33 34],[43.61842105 41.38157895] ; [34.38157895 32.61842105],0
p11,1,0.669966,0.181642,[59 26] ; [45 23],[57.77777778 27.22222222] ; [46.22222222 21.77777778],0
d1,1,0.688561,0.160647,[49 36] ; [37 31],[47.77777778 37.22222222] ; [38.22222222 29.77777778],0
r3,1,0.714584,0.133741,[80  5] ; [63  5],[79.44444444  5.55555556] ; [63.55555556  4.44444444],0
b1,1,0.717543,0.130859,[45 40] ; [34 34],[43.88888889 41.11111111] ; [35.11111111 32.88888889],0
b2,1,0.740749,0.109469,[24 34] ; [16 26],[23.2 34.8] ; [16.8 25.2],0
b3,1,0.740749,0.109469,[24 34] ; [16 26],[23.2 34.8] ; [16.8 25.2],0
a1,1,0.745307,0.105517,[ 4 81] ; [ 4 64],[ 4.44444444 80.55555556] ; [ 3.55555556 64.44444444],0
p7,1,0.771594,0.084269,[47 38] ; [36 32],[46.11111111 38.88888889] ; [36.88888889 31.11111111],0
s1,1,0.771696,0.084191,[ 4 79] ; [ 4 64],[ 4.39735099 78.60264901] ; [ 3.60264901 64.39735099],0
r1,1,0.851286,0.035148,[61 24] ; [49 18],[61.51315789 23.48684211] ; [48.48684211 18.51315789],0
a7,1,0.873075,0.025521,[61 24] ; [48 20],[60.55555556 24.44444444] ; [48.44444444 19.55555556],0
n3,1,0.900287,0.0157,[15  1] ; [18  1],[15.08571429  0.91428571] ; [17.91428571  1.08571429],0
d4,1,0.928327,0.008091,[68 17] ; [54 14],[67.77777778 17.22222222] ; [54.22222222 13.77777778],0
a2,1,0.967921,0.001617,[24 61] ; [19 49],[23.88888889 61.11111111] ; [19.11111111 48.88888889],0
d3,1,0.970064,0.001408,[54 31] ; [43 25],[53.88888889 31.11111111] ; [43.11111111 24.88888889],0
a6,1,1.0,0.0,[60 25] ; [48 20],[60. 25.] ; [48. 20.],0
