Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3.7e-05,17.011005,[53 28] ; [126 190],[36.52141058 44.47858942] ; [142.47858942 173.52141058],1
s2,1,0.000273,13.245042,[78 10] ; [226 100],[64.61835749 23.38164251] ; [239.38164251  86.61835749],1
n4,1,0.000473,12.219248,[63 25] ; [283  42],[73.72397094 14.27602906] ; [272.27602906  52.72397094],1
v2,1,0.002055,9.499863,[39 47] ; [202 115],[51.4292804 34.5707196] ; [189.5707196 127.4292804],0
a8,1,0.003501,8.526284,[ 5 76] ; [ 58 233],[13.71774194 67.28225806] ; [ 49.28225806 241.71774194],0
b3,1,0.007191,7.224514,[13 38] ; [109 128],[21.60416667 29.39583333] ; [100.39583333 136.60416667],0
b2,1,0.007191,7.224514,[13 38] ; [109 128],[21.60416667 29.39583333] ; [100.39583333 136.60416667],0
n5,1,0.008015,7.030173,[63 25] ; [273  52],[71.59322034 16.40677966] ; [264.40677966  60.59322034],0
v3,1,0.016368,5.762877,[31 57] ; [155 157],[40.92 47.08] ; [145.08 166.92],0
r1,1,0.01769,5.626563,[67 21] ; [282  44],[74.18357488 13.81642512] ; [274.81642512  51.18357488],0
v1,1,0.028518,4.796486,[42 46] ; [192 124],[50.97029703 37.02970297] ; [183.02970297 132.97029703],0
s3,1,0.029084,4.762654,[74 14] ; [235  88],[66.16058394 21.83941606] ; [242.83941606  80.16058394],0
r4,1,0.043181,4.088303,[77 11] ; [307  20],[81.42650602  6.57349398] ; [302.57349398  24.42650602],0
n1,1,0.058167,3.588894,[ 7 15] ; [39 32],[10.88172043 11.11827957] ; [35.11827957 35.88172043],0
s6,1,0.06132,3.501321,[78  8] ; [267  57],[72.36585366 13.63414634] ; [272.63414634  51.36585366],0
p5,1,0.07038,3.274139,[ 9 79] ; [ 59 263],[14.59512195 73.40487805] ; [ 53.40487805 268.59512195],0
a5,1,0.072992,3.214421,[63 25] ; [263  64],[69.12771084 18.87228916] ; [256.87228916  70.12771084],0
n3,1,0.114359,2.492919,[18  4] ; [46 26],[14.9787234  7.0212766] ; [49.0212766 22.9787234],0
u4,1,0.135571,2.227529,[ 1 87] ; [ 15 312],[ 3.39277108 84.60722892] ; [ 12.60722892 314.39277108],0
p6,1,0.147591,2.096974,[46 40] ; [144 178],[40.04901961 45.95098039] ; [149.95098039 172.04901961],0
n6,1,0.160277,1.971612,[74 14] ; [290  34],[77.74757282 10.25242718] ; [286.25242718  37.74757282],0
a7,1,0.251236,1.31642,[58 30] ; [236  91],[62.34216867 25.65783133] ; [231.65783133  95.34216867],0
a1,1,0.282457,1.155228,[ 3 85] ; [ 21 306],[ 5.08915663 82.91084337] ; [ 18.91084337 308.08915663],0
r2,1,0.295081,1.096291,[83  4] ; [316   8],[84.45985401  2.54014599] ; [314.54014599   9.45985401],0
r3,1,0.305396,1.050485,[82  5] ; [316  11],[83.63768116  3.36231884] ; [314.36231884  12.63768116],0
p8,1,0.315206,1.008736,[53 33] ; [179 143],[48.90196078 37.09803922] ; [183.09803922 138.90196078],0
