Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,46.854505,[24  8] ; [15 95],[ 8.78873239 23.21126761] ; [30.21126761 79.78873239],1
p8,1,0.003397,8.580796,[ 9 22] ; [63 44],[16.17391304 14.82608696] ; [55.82608696 51.17391304],0
p12,1,0.023064,5.16365,[ 4 27] ; [  3 105],[ 1.56115108 29.43884892] ; [  5.43884892 102.56115108],0
a1,1,0.024603,5.051621,[ 4 28] ; [  3 107],[ 1.57746479 30.42253521] ; [  5.42253521 104.57746479],0
d4,1,0.02822,4.814586,[29  3] ; [79 31],[24.33802817  7.66197183] ; [83.66197183 26.33802817],0
s5,1,0.046524,3.962507,[ 9 22] ; [15 94],[ 5.31428571 25.68571429] ; [18.68571429 90.31428571],0
s8,1,0.055273,3.673834,[12 20] ; [23 87],[ 7.88732394 24.11267606] ; [27.11267606 82.88732394],0
s7,1,0.08759,2.918109,[11 19] ; [22 81],[ 7.44360902 22.55639098] ; [25.55639098 77.44360902],0
s4,1,0.097361,2.74825,[ 5 27] ; [  7 103],[ 2.70422535 29.29577465] ; [  9.29577465 100.70422535],0
b5,1,0.131117,2.279224,[15 17] ; [68 42],[18.70422535 13.29577465] ; [64.29577465 45.70422535],0
a6,1,0.145721,2.116484,[18 14] ; [77 33],[21.4084507 10.5915493] ; [73.5915493 36.4084507],0
u3,1,0.162156,1.954001,[7 2] ; [16 15],[5.175 3.825] ; [17.825 13.175],0
s1,1,0.19142,1.706656,[ 3 29] ; [  4 105],[ 1.58865248 30.41134752] ; [  5.41134752 103.58865248],0
u1,1,0.199492,1.646087,[ 7 25] ; [14 96],[ 4.73239437 27.26760563] ; [16.26760563 93.73239437],0
p2,1,0.233845,1.417319,[24  7] ; [94 15],[26.12857143  4.87142857] ; [91.87142857 17.12857143],0
p10,1,0.268541,1.224185,[26  5] ; [81 28],[23.69285714  7.30714286] ; [83.30714286 25.69285714],0
d2,1,0.285756,1.139508,[12 20] ; [53 57],[14.64788732 17.35211268] ; [50.35211268 59.64788732],0
b2,1,0.354345,0.857834,[12  9] ; [31 37],[10.14606742 10.85393258] ; [32.85393258 35.14606742],0
b3,1,0.354345,0.857834,[12  9] ; [31 37],[10.14606742 10.85393258] ; [32.85393258 35.14606742],0
r3,1,0.366077,0.816937,[28  4] ; [100   8],[29.25714286  2.74285714] ; [98.74285714  9.25714286],0
d5,1,0.383551,0.759289,[22 10] ; [84 26],[23.88732394  8.11267606] ; [82.11267606 27.88732394],0
a7,1,0.440785,0.594237,[20 12] ; [76 33],[21.78723404 10.21276596] ; [74.21276596 34.78723404],0
b1,1,0.487318,0.482443,[15 17] ; [44 66],[13.29577465 18.70422535] ; [45.70422535 64.29577465],0
v3,1,0.51083,0.432367,[15 14] ; [48 59],[13.43382353 15.56617647] ; [49.56617647 57.43382353],0
a5,1,0.514549,0.424804,[22 10] ; [82 28],[23.43661972  8.56338028] ; [80.56338028 29.43661972],0
n2,1,0.525358,0.403361,[5 3] ; [12  4],[5.66666667 2.33333333] ; [11.33333333  4.66666667],0
b4,1,0.533547,0.387632,[18 14] ; [55 55],[16.45070423 15.54929577] ; [56.54929577 53.45070423],0
u2,1,0.582513,0.302189,[5 4] ; [14 17],[4.275 4.725] ; [14.725 16.275],0
p5,1,0.609623,0.260724,[ 2 27] ; [11 99],[ 2.71223022 26.28776978] ; [10.28776978 99.71223022],0
p11,1,0.639369,0.219569,[25  7] ; [90 20],[25.91549296  6.08450704] ; [89.08450704 20.91549296],0
p6,1,0.648065,0.208348,[11 20] ; [33 73],[ 9.95620438 21.04379562] ; [34.04379562 71.95620438],0
a2,1,0.655462,0.199083,[ 5 27] ; [21 89],[ 5.85915493 26.14084507] ; [20.14084507 89.85915493],0
r4,1,0.656073,0.198329,[26  6] ; [93 17],[26.81690141  5.18309859] ; [92.18309859 17.81690141],0
n6,1,0.657626,0.19642,[23  8] ; [85 24],[23.91428571  7.08571429] ; [84.08571429 24.91428571],0
v4,1,0.700462,0.147992,[30  2] ; [99  9],[29.48571429  2.51428571] ; [99.51428571  8.48571429],0
a8,1,0.700728,0.147716,[ 4 27] ; [10 86],[ 3.41732283 27.58267717] ; [10.58267717 85.41732283],0
r2,1,0.716362,0.132005,[29  3] ; [100   8],[29.48571429  2.51428571] ; [99.51428571  8.48571429],0
p4,1,0.765278,0.089136,[18 13] ; [60 49],[17.27142857 13.72857143] ; [60.72857143 48.27142857],0
n1,1,0.769698,0.085714,[3 5] ; [7 9],[3.33333333 4.66666667] ; [6.66666667 9.33333333],0
p9,1,0.771358,0.084448,[24  7] ; [87 22],[24.57857143  6.42142857] ; [86.42142857 22.57857143],0
n5,1,0.782932,0.075901,[23  9] ; [81 28],[23.60283688  8.39716312] ; [80.39716312 28.60283688],0
p7,1,0.791309,0.070019,[19 12] ; [69 39],[19.62589928 11.37410072] ; [68.37410072 39.62589928],0
d1,1,0.793945,0.068221,[18 14] ; [59 51],[17.35211268 14.64788732] ; [59.64788732 50.35211268],0
a4,1,0.815681,0.054337,[15 17] ; [49 61],[14.42253521 17.57746479] ; [49.57746479 60.42253521],0
d3,1,0.836495,0.042592,[21 11] ; [70 40],[20.50704225 11.49295775] ; [70.49295775 39.50704225],0
v2,1,0.849112,0.036195,[20 11] ; [71 36],[20.44202899 10.55797101] ; [70.55797101 36.44202899],0
n3,1,0.875956,0.024366,[7 2] ; [12  4],[6.84 2.16] ; [12.16  3.84],0
n4,1,0.893927,0.017779,[24  8] ; [83 26],[24.28368794  7.71631206] ; [82.71631206 26.28368794],0
r1,1,0.930313,0.007648,[26  6] ; [87 21],[25.82857143  6.17142857] ; [87.17142857 20.82857143],0
a3,1,0.946627,0.004481,[23  9] ; [79 30],[23.14893617  8.85106383] ; [78.85106383 30.14893617],0
p3,1,0.981276,0.000551,[16 15] ; [56 52],[16.05755396 14.94244604] ; [55.94244604 52.05755396],0
