Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.018052,5.591119,[28 25] ; [13  2],[31.95588235 21.04411765] ; [9.04411765 5.95588235],0
a7,1,0.029465,4.740246,[22 31] ; [11  4],[25.72058824 27.27941176] ; [7.27941176 7.72058824],0
s3,1,0.034372,4.476085,[18 34] ; [ 1 14],[14.74626866 37.25373134] ; [ 4.25373134 10.74626866],0
v1,1,0.081902,3.026757,[12 39] ; [7 8],[14.68181818 36.31818182] ; [ 4.31818182 10.68181818],0
d3,1,0.084824,2.969951,[22 31] ; [10  5],[24.94117647 28.05882353] ; [7.05882353 7.94117647],0
p7,1,0.121615,2.396394,[18 35] ; [ 2 13],[15.58823529 37.41176471] ; [ 4.41176471 10.58823529],0
a5,1,0.160544,1.969096,[32 21] ; [6 9],[29.61764706 23.38235294] ; [8.38235294 6.61764706],0
a2,1,0.161162,1.963289,[ 4 49] ; [ 3 12],[ 5.45588235 47.54411765] ; [ 1.54411765 13.45588235],0
p1,1,0.211393,1.561859,[ 7 46] ; [ 4 11],[ 8.57352941 44.42647059] ; [ 2.42647059 12.57352941],0
d1,1,0.242367,1.366776,[23 30] ; [ 4 11],[21.04411765 31.95588235] ; [5.95588235 9.04411765],0
r2,1,0.245165,1.350649,[32 18] ; [12  3],[33.84615385 16.15384615] ; [10.15384615  4.84615385],0
p3,1,0.276792,1.182774,[14 38] ; [ 2 13],[12.41791045 39.58208955] ; [ 3.58208955 11.41791045],0
n3,1,0.280087,1.166667,[11 13] ; [3 1],[12. 12.] ; [2. 2.],0
b4,1,0.340681,0.907867,[28 25] ; [10  5],[29.61764706 23.38235294] ; [8.38235294 6.61764706],0
b2,1,0.365228,0.819838,[14 22] ; [5 4],[15.2 20.8] ; [3.8 5.2],0
b3,1,0.365228,0.819838,[14 22] ; [5 4],[15.2 20.8] ; [3.8 5.2],0
n5,1,0.367629,0.811664,[35 18] ; [8 7],[33.51470588 19.48529412] ; [9.48529412 5.51470588],0
s5,1,0.370888,0.800688,[ 8 43] ; [ 1 14],[ 6.95454545 44.04545455] ; [ 2.04545455 12.95454545],0
b1,1,0.380275,0.769811,[28 25] ; [6 9],[26.5 26.5] ; [7.5 7.5],0
a1,1,0.381174,0.766912,[ 6 47] ; [ 3 12],[ 7.01470588 45.98529412] ; [ 1.98529412 13.01470588],0
s7,1,0.384851,0.755148,[ 9 41] ; [ 4 10],[10.15625 39.84375] ; [ 2.84375 11.15625],0
n4,1,0.408714,0.682537,[29 24] ; [10  5],[30.39705882 22.60294118] ; [8.60294118 6.39705882],0
p11,1,0.415514,0.662968,[22 31] ; [8 7],[23.38235294 29.61764706] ; [6.61764706 8.38235294],0
p9,1,0.456238,0.555109,[22 26] ; [8 6],[23.22580645 24.77419355] ; [6.77419355 7.22580645],0
s2,1,0.519953,0.413987,[15 38] ; [ 3 12],[14.02941176 38.97058824] ; [ 3.97058824 11.02941176],0
d5,1,0.532561,0.389503,[33 20] ; [8 7],[31.95588235 21.04411765] ; [9.04411765 5.95588235],0
a6,1,0.534989,0.384906,[27 26] ; [9 6],[28.05882353 24.94117647] ; [7.94117647 7.05882353],0
d2,1,0.538367,0.378574,[25 26] ; [6 9],[23.95454545 27.04545455] ; [7.04545455 7.95454545],0
p6,1,0.55132,0.354958,[ 7 44] ; [ 3 12],[ 7.72727273 43.27272727] ; [ 2.27272727 12.72727273],0
n1,1,0.560776,0.338363,[ 8 15] ; [2 2],[ 8.51851852 14.48148148] ; [1.48148148 2.51851852],0
s1,1,0.600507,0.274232,[ 6 47] ; [ 1 14],[ 5.45588235 47.54411765] ; [ 1.54411765 13.45588235],0
u2,1,0.603332,0.27,[ 8 17] ; [1 1],[ 8.33333333 16.66666667] ; [0.66666667 1.33333333],0
p4,1,0.612463,0.256604,[14 39] ; [ 3 12],[13.25 39.75] ; [ 3.75 11.25],0
n6,1,0.621509,0.243752,[31 21] ; [10  5],[31.82089552 20.17910448] ; [9.17910448 5.82089552],0
n2,1,0.629063,0.233333,[15  9] ; [3 1],[15.42857143  8.57142857] ; [2.57142857 1.42857143],0
p5,1,0.653668,0.201307,[ 2 49] ; [ 1 14],[ 2.31818182 48.68181818] ; [ 0.68181818 14.31818182],0
r4,1,0.658115,0.195821,[21 32] ; [ 5 10],[20.26470588 32.73529412] ; [5.73529412 9.26470588],0
b5,1,0.721427,0.12713,[31 22] ; [8 7],[30.39705882 22.60294118] ; [8.60294118 6.39705882],0
p10,1,0.726558,0.122296,[23 28] ; [6 9],[22.40909091 28.59090909] ; [6.59090909 8.40909091],0
s8,1,0.734824,0.114728,[ 9 44] ; [ 2 13],[ 8.57352941 44.42647059] ; [ 2.42647059 12.57352941],0
s4,1,0.734824,0.114728,[ 9 44] ; [ 2 13],[ 8.57352941 44.42647059] ; [ 2.42647059 12.57352941],0
v2,1,0.758308,0.094682,[16 35] ; [5 9],[16.47692308 34.52307692] ; [4.52307692 9.47692308],0
r3,1,0.768482,0.086649,[34 19] ; [9 6],[33.51470588 19.48529412] ; [9.48529412 5.51470588],0
p8,1,0.773899,0.082529,[12 40] ; [ 4 11],[12.41791045 39.58208955] ; [ 3.58208955 11.41791045],0
s6,1,0.815971,0.054163,[16 37] ; [ 5 10],[16.36764706 36.63235294] ; [ 4.63235294 10.36764706],0
d4,1,0.857154,0.032399,[34 19] ; [10  5],[34.29411765 18.70588235] ; [9.70588235 5.29411765],0
a4,1,0.962853,0.002169,[17 35] ; [ 5 10],[17.07462687 34.92537313] ; [ 4.92537313 10.07462687],0
v4,1,0.978962,0.000695,[32 21] ; [9 6],[31.95588235 21.04411765] ; [9.04411765 5.95588235],0
