Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,24.553571,[26 22] ; [104  13],[37.81818182 10.18181818] ; [92.18181818 24.81818182],1
u3,1,0.3373,0.920666,[ 9 13] ; [15 36],[ 7.23287671 14.76712329] ; [16.76712329 34.23287671],0
d2,1,0.364407,0.82265,[20 28] ; [40 77],[17.45454545 30.54545455] ; [42.54545455 74.45454545],0
p12,1,0.390044,0.738806,[ 1 46] ; [  6 111],[ 2.00609756 44.99390244] ; [  4.99390244 112.00609756],0
p7,1,0.424297,0.638382,[20 26] ; [59 58],[22.29447853 23.70552147] ; [56.70552147 60.29447853],0
v1,1,0.452376,0.564691,[14 33] ; [41 73],[16.05590062 30.94409938] ; [38.94409938 75.05590062],0
u1,1,0.500255,0.454395,[ 1 47] ; [  5 113],[ 1.73493976 46.26506024] ; [  4.26506024 113.73493976],0
n2,1,0.56777,0.326428,[12  8] ; [25 12],[12.98245614  7.01754386] ; [24.01754386 12.98245614],0
a4,1,0.614219,0.254077,[15 33] ; [32 85],[13.67272727 34.32727273] ; [33.32727273 83.67272727],0
s3,1,0.644898,0.212393,[18 29] ; [40 76],[16.72392638 30.27607362] ; [41.27607362 74.72392638],0
s2,1,0.69671,0.151917,[12 36] ; [33 85],[13.01204819 34.98795181] ; [31.98795181 86.01204819],0
a5,1,0.698,0.150561,[22 26] ; [58 60],[23.13253012 24.86746988] ; [56.86746988 61.13253012],0
a6,1,0.777169,0.080094,[28 20] ; [66 52],[27.18072289 20.81927711] ; [66.81927711 51.18072289],0
p5,1,0.814483,0.055059,[ 2 45] ; [  6 111],[ 2.29268293 44.70731707] ; [  5.70731707 111.29268293],0
b2,1,0.835474,0.043134,[10 22] ; [23 46],[10.45544554 21.54455446] ; [22.54455446 46.45544554],0
b3,1,0.835474,0.043134,[10 22] ; [23 46],[10.45544554 21.54455446] ; [22.54455446 46.45544554],0
a3,1,0.835633,0.043049,[26 22] ; [66 52],[26.60240964 21.39759036] ; [65.39759036 52.60240964],0
s4,1,0.862544,0.029976,[ 7 41] ; [ 16 102],[ 6.65060241 41.34939759] ; [ 16.34939759 101.65060241],0
a8,1,0.890217,0.019052,[ 4 44] ; [ 10 101],[ 4.22641509 43.77358491] ; [  9.77358491 101.22641509],0
u2,1,0.983002,0.000454,[ 9 13] ; [21 30],[ 9.04109589 12.95890411] ; [20.95890411 30.04109589],0
n3,1,0.983017,0.000453,[14  6] ; [26 11],[14.03508772  5.96491228] ; [25.96491228 11.03508772],0
