Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,39.202479,[44 58] ; [ 2 78],[25.78021978 76.21978022] ; [20.21978022 59.78021978],1
a7,1,5e-06,20.987532,[76 24] ; [34 46],[61.11111111 38.88888889] ; [48.88888889 31.11111111],1
d4,1,7e-06,20.081487,[76 25] ; [34 46],[61.38121547 39.61878453] ; [48.61878453 31.38121547],1
d3,1,0.000254,13.383002,[63 38] ; [28 52],[50.77900552 50.22099448] ; [40.22099448 39.77900552],1
r4,1,0.00144,10.153896,[83 19] ; [48 32],[73.41758242 28.58241758] ; [57.58241758 22.41758242],0
u3,1,0.004444,8.092935,[35 24] ; [18 37],[27.42982456 31.57017544] ; [25.57017544 29.42982456],0
r3,1,0.005481,7.713522,[93  8] ; [62 18],[86.49171271 14.50828729] ; [68.50828729 11.49171271],0
r1,1,0.010771,6.502699,[67 34] ; [38 42],[58.59116022 42.40883978] ; [46.40883978 33.59116022],0
r2,1,0.01165,6.36335,[91 10] ; [61 19],[84.81767956 16.18232044] ; [67.18232044 12.81767956],0
v2,1,0.015531,5.855176,[48 49] ; [23 51],[40.2748538 56.7251462] ; [30.7251462 43.2748538],0
p4,1,0.016259,5.774632,[43 57] ; [20 58],[35.39325843 64.60674157] ; [27.60674157 50.39325843],0
v4,1,0.018744,5.525257,[92  9] ; [63 17],[86.49171271 14.50828729] ; [68.50828729 11.49171271],0
p2,1,0.021219,5.308756,[76 24] ; [48 32],[68.88888889 31.11111111] ; [55.11111111 24.88888889],0
u2,1,0.028615,4.790652,[34 25] ; [20 34],[28.19469027 30.80530973] ; [25.80530973 28.19469027],0
p10,1,0.038147,4.298453,[66 33] ; [40 38],[59.28813559 39.71186441] ; [46.71186441 31.28813559],0
n6,1,0.052997,3.744,[78 22] ; [52 28],[72.22222222 27.77777778] ; [57.77777778 22.22222222],0
a4,1,0.071507,3.248075,[22 80] ; [ 9 70],[17.46961326 84.53038674] ; [13.53038674 65.46961326],0
b4,1,0.090291,2.869177,[65 37] ; [41 39],[59.40659341 42.59340659] ; [46.59340659 33.40659341],0
s6,1,0.105302,2.623346,[48 52] ; [28 50],[42.69662921 57.30337079] ; [33.30337079 44.69662921],0
a3,1,0.117308,2.452906,[43 59] ; [24 54],[37.96666667 64.03333333] ; [29.03333333 48.96666667],0
b5,1,0.12119,2.401878,[70 32] ; [46 34],[65.01098901 36.98901099] ; [50.98901099 29.01098901],0
p6,1,0.135262,2.231047,[26 74] ; [13 65],[21.91011236 78.08988764] ; [17.08988764 60.91011236],0
a6,1,0.135319,2.230392,[56 46] ; [35 45],[51. 51.] ; [40. 40.],0
a1,1,0.135319,2.230392,[  2 100] ; [ 5 75],[ 3.92307692 98.07692308] ; [ 3.07692308 76.92307692],0
p11,1,0.155964,2.012929,[75 27] ; [51 29],[70.61538462 31.38461538] ; [55.38461538 24.61538462],0
p8,1,0.183173,1.771694,[39 62] ; [23 56],[34.78888889 66.21111111] ; [27.21111111 51.78888889],0
v1,1,0.185323,1.754409,[40 59] ; [24 54],[35.79661017 63.20338983] ; [28.20338983 49.79661017],0
p3,1,0.187649,1.73598,[33 68] ; [19 61],[29.01657459 71.98342541] ; [22.98342541 57.01657459],0
n5,1,0.198728,1.651699,[64 37] ; [42 36],[59.81005587 41.18994413] ; [46.18994413 31.81005587],0
p9,1,0.208528,1.581615,[71 28] ; [49 29],[67.11864407 31.88135593] ; [52.88135593 25.11864407],0
d2,1,0.264354,1.245811,[26 75] ; [15 65],[22.87845304 78.12154696] ; [18.12154696 61.87845304],0
n4,1,0.28754,1.131105,[61 41] ; [41 38],[57.48066298 44.51933702] ; [44.51933702 34.48066298],0
v3,1,0.352156,0.865672,[26 72] ; [16 62],[23.38636364 74.61363636] ; [18.61363636 59.38636364],0
a8,1,0.365708,0.818195,[13 82] ; [ 7 69],[11.11111111 83.88888889] ; [ 8.88888889 67.11111111],0
s2,1,0.368886,0.807415,[29 72] ; [18 61],[26.37222222 74.62777778] ; [20.62777778 58.37222222],0
n3,1,0.447942,0.575855,[19  6] ; [20 10],[17.72727273  7.27272727] ; [21.27272727  8.72727273],0
