Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6e-05,16.116682,[ 6 35] ; [40 36],[16.11965812 24.88034188] ; [29.88034188 46.11965812],1
v1,1,0.471475,0.518517,[19 22] ; [40 35],[20.85344828 20.14655172] ; [38.14655172 36.85344828],0
b1,1,0.475878,0.508294,[18 23] ; [29 49],[16.19327731 24.80672269] ; [30.80672269 47.19327731],0
u1,1,0.487145,0.482826,[ 1 40] ; [ 4 74],[ 1.72268908 39.27731092] ; [ 3.27731092 74.72268908],0
n3,1,0.554915,0.348586,[11  2] ; [16  5],[10.32352941  2.67647059] ; [16.67647059  4.32352941],0
s1,1,0.558673,0.342008,[ 2 38] ; [ 6 70],[ 2.75862069 37.24137931] ; [ 5.24137931 70.75862069],0
r2,1,0.629627,0.232567,[38  3] ; [74  4],[38.58823529  2.41176471] ; [73.41176471  4.58823529],0
n2,1,0.650147,0.205714,[13  2] ; [17  4],[12.5  2.5] ; [17.5  3.5],0
u2,1,0.677166,0.173333,[7 9] ; [18 18],[7.69230769 8.30769231] ; [17.30769231 18.69230769],0
d2,1,0.748025,0.103198,[10 31] ; [17 61],[ 9.30252101 31.69747899] ; [17.69747899 60.30252101],0
b5,1,0.7741,0.082379,[22 19] ; [44 34],[22.7394958 18.2605042] ; [43.2605042 34.7394958],0
p8,1,0.846638,0.037408,[18 21] ; [37 40],[18.49137931 20.50862069] ; [36.50862069 40.49137931],0
p12,1,0.865444,0.028713,[ 3 38] ; [ 5 72],[ 2.77966102 38.22033898] ; [ 5.22033898 71.77966102],0
n4,1,0.872485,0.025761,[31 10] ; [60 18],[31.35294118  9.64705882] ; [59.64705882 18.35294118],0
p2,1,0.881296,0.022299,[31 10] ; [58 20],[30.66386555 10.33613445] ; [58.33613445 19.66386555],0
p6,1,0.883229,0.021573,[13 27] ; [24 53],[12.64957265 27.35042735] ; [24.35042735 52.64957265],0
v3,1,0.889821,0.019191,[16 24] ; [31 44],[16.34782609 23.65217391] ; [30.65217391 44.34782609],0
v2,1,0.893215,0.018019,[19 18] ; [37 37],[18.66666667 18.33333333] ; [37.33333333 36.66666667],0
d3,1,0.928907,0.00796,[14 27] ; [26 52],[13.78151261 27.21848739] ; [26.21848739 51.78151261],0
a7,1,0.959193,0.002618,[27 14] ; [51 27],[26.87394958 14.12605042] ; [51.12605042 26.87394958],0
p7,1,0.967367,0.001674,[23 17] ; [44 32],[23.10344828 16.89655172] ; [43.89655172 32.10344828],0
p3,1,0.989426,0.000176,[18 22] ; [35 43],[17.96610169 22.03389831] ; [35.03389831 42.96610169],0
