Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,62.390642,[45 85] ; [195  62],[80.62015504 49.37984496] ; [159.37984496  97.62015504],1
a6,1,0.0,36.752633,[61 69] ; [200  58],[87.44845361 42.55154639] ; [173.55154639  84.44845361],1
d5,1,5e-05,16.45266,[80 50] ; [208  50],[96.49484536 33.50515464] ; [191.50515464  66.49484536],1
r3,1,7.7e-05,15.641191,[100  30] ; [235  22],[112.53229974  17.46770026] ; [222.46770026  34.53229974],1
a2,1,0.000174,14.09169,[  9 121] ; [ 57 201],[ 22.11340206 107.88659794] ; [ 43.88659794 214.11340206],1
r4,1,0.000193,13.899207,[86 44] ; [214  44],[100.51546392  29.48453608] ; [199.48453608  58.51546392],1
r1,1,0.001165,10.544555,[75 55] ; [190  67],[89.01808786 40.98191214] ; [175.98191214  81.01808786],0
d4,1,0.001997,9.551962,[82 47] ; [202  56],[94.66666667 34.33333333] ; [189.33333333  68.66666667],0
d1,1,0.002028,9.524271,[46 84] ; [134 124],[60.30927835 69.69072165] ; [119.69072165 138.30927835],0
v4,1,0.003067,8.767071,[103  25] ; [234  23],[112.04155844  15.95844156] ; [224.95844156  32.04155844],0
v2,1,0.003872,8.342975,[47 78] ; [132 115],[60.14784946 64.85215054] ; [118.85215054 128.14784946],0
u1,1,0.005144,7.828157,[  5 125] ; [ 33 225],[ 12.73195876 117.26804124] ; [ 25.26804124 232.73195876],0
p8,1,0.005218,7.802138,[43 85] ; [123 130],[55.76902887 72.23097113] ; [110.23097113 142.76902887],0
a5,1,0.008557,6.912946,[71 59] ; [176  82],[82.75773196 47.24226804] ; [164.24226804  93.75773196],0
p4,1,0.010455,6.555603,[46 80] ; [129 127],[57.72251309 68.27748691] ; [117.27748691 138.72251309],0
b1,1,0.011855,6.332369,[62 68] ; [ 89 169],[50.59278351 79.40721649] ; [100.40721649 157.59278351],0
p10,1,0.012411,6.251251,[73 54] ; [178  75],[83.88684211 43.11315789] ; [167.11315789  85.88684211],0
u3,1,0.014157,6.018517,[19 39] ; [47 41],[26.21917808 31.78082192] ; [39.78082192 48.21917808],0
s5,1,0.017784,5.617263,[27 99] ; [ 31 224],[ 19.18110236 106.81889764] ; [ 38.81889764 216.18110236],0
b5,1,0.018564,5.54214,[67 63] ; [165  93],[77.73195876 52.26804124] ; [154.26804124 103.73195876],0
p3,1,0.019256,5.478093,[39 89] ; [110 147],[49.53766234 78.46233766] ; [ 99.46233766 157.53766234],0
