Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.023736,5.113801,[2 5] ; [42 17],[4.66666667 2.33333333] ; [39.33333333 19.66666667],0
b1,1,0.029827,4.71922,[1 6] ; [34 25],[3.71212121 3.28787879] ; [31.28787879 27.71212121],0
p8,1,0.029827,4.71922,[6 1] ; [25 34],[3.28787879 3.71212121] ; [27.71212121 31.28787879],0
p12,1,0.066156,3.375908,[1 6] ; [ 1 58],[0.21212121 6.78787879] ; [ 1.78787879 57.21212121],0
b5,1,0.102201,2.67085,[3 4] ; [43 16],[4.87878788 2.12121212] ; [41.12121212 17.87878788],0
a8,1,0.160882,1.965918,[2 5] ; [ 5 45],[0.85964912 6.14035088] ; [ 6.14035088 43.85964912],0
p1,1,0.165572,1.922587,[2 5] ; [ 6 52],[0.86153846 6.13846154] ; [ 7.13846154 50.86153846],0
a1,1,0.190699,1.71221,[1 6] ; [ 2 57],[0.31818182 6.68181818] ; [ 2.68181818 56.31818182],0
v1,1,0.198911,1.650353,[5 2] ; [27 32],[3.39393939 3.60606061] ; [28.60606061 30.39393939],0
s2,1,0.226757,1.461086,[3 4] ; [39 20],[4.45454545 2.54545455] ; [37.54545455 21.45454545],0
s8,1,0.247102,1.339612,[5 2] ; [28 30],[3.55384615 3.44615385] ; [29.44615385 28.55384615],0
a2,1,0.292188,1.109512,[1 6] ; [20 39],[2.22727273 4.77272727] ; [18.77272727 40.22727273],0
b4,1,0.302271,1.064148,[5 2] ; [30 29],[3.71212121 3.28787879] ; [31.28787879 27.71212121],0
v2,1,0.355517,0.853666,[3 4] ; [36 23],[4.13636364 2.86363636] ; [34.86363636 24.13636364],0
a5,1,0.384557,0.756082,[4 3] ; [43 16],[4.98484848 2.01515152] ; [42.01515152 16.98484848],0
u1,1,0.384557,0.756082,[3 4] ; [16 43],[2.01515152 4.98484848] ; [16.98484848 42.01515152],0
a3,1,0.401396,0.70414,[4 3] ; [42 16],[4.95384615 2.04615385] ; [41.04615385 16.95384615],0
s3,1,0.432839,0.615194,[5 2] ; [33 26],[4.03030303 2.96969697] ; [33.96969697 25.03030303],0
p10,1,0.444618,0.584335,[4 3] ; [42 17],[4.87878788 2.12121212] ; [41.12121212 17.87878788],0
p7,1,0.449419,0.572117,[6 1] ; [42 16],[5.16923077 1.83076923] ; [42.83076923 15.16923077],0
s1,1,0.477957,0.503521,[1 6] ; [ 4 55],[0.53030303 6.46969697] ; [ 4.46969697 54.53030303],0
a4,1,0.511265,0.431477,[3 4] ; [33 26],[3.81818182 3.18181818] ; [32.18181818 26.81818182],0
p3,1,0.535391,0.38415,[5 2] ; [35 24],[4.24242424 2.75757576] ; [35.75757576 23.24242424],0
d5,1,0.548383,0.360222,[5 2] ; [47 11],[5.6 1.4] ; [46.4 11.6],0
s5,1,0.576302,0.312252,[2 4] ; [24 29],[2.6440678 3.3559322] ; [23.3559322 29.6440678],0
b2,1,0.604542,0.268199,[2 4] ; [13 16],[2.57142857 3.42857143] ; [12.42857143 16.57142857],0
b3,1,0.604542,0.268199,[2 4] ; [13 16],[2.57142857 3.42857143] ; [12.42857143 16.57142857],0
v4,1,0.613097,0.25569,[6 1] ; [54  5],[6.36363636 0.63636364] ; [53.63636364  5.36363636],0
v3,1,0.616604,0.25067,[3 4] ; [19 38],[2.40625 4.59375] ; [19.59375 37.40625],0
n6,1,0.6212,0.244184,[6 1] ; [45 13],[5.49230769 1.50769231] ; [45.50769231 12.49230769],0
d4,1,0.63542,0.224782,[6 1] ; [46 13],[5.51515152 1.48484848] ; [46.48484848 12.51515152],0
d1,1,0.638121,0.221208,[4 3] ; [39 20],[4.56060606 2.43939394] ; [38.43939394 20.56060606],0
p9,1,0.69636,0.152286,[5 2] ; [46 13],[5.40909091 1.59090909] ; [45.59090909 13.40909091],0
d2,1,0.777429,0.079903,[5 2] ; [39 20],[4.66666667 2.33333333] ; [39.33333333 19.66666667],0
u3,1,0.798217,0.065359,[2 1] ; [10  7],[1.8 1.2] ; [10.2  6.8],0
d3,1,0.817137,0.053467,[5 2] ; [43 14],[5.25 1.75] ; [42.75 14.25],0
s4,1,0.857105,0.032422,[2 5] ; [15 44],[1.8030303 5.1969697] ; [15.1969697 43.8030303],0
a7,1,0.877548,0.02374,[5 2] ; [43 15],[5.16923077 1.83076923] ; [42.83076923 15.16923077],0
s7,1,0.905624,0.014056,[5 2] ; [36 16],[4.86440678 2.13559322] ; [36.13559322 15.86440678],0
u2,1,0.94766,0.004309,[2 1] ; [11  6],[1.95 1.05] ; [11.05  5.95],0
