Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,89.571074,[196  59] ; [15 66],[160.13392857  94.86607143] ; [50.86607143 30.13392857],1
d1,1,0.0,86.362378,[162  93] ; [ 4 79],[125.23668639 129.76331361] ; [40.76331361 42.23668639],1
d5,1,0.0,60.58228,[216  39] ; [34 48],[189.16913947  65.83086053] ; [60.83086053 21.16913947],1
r1,1,0.0,30.894379,[191  63] ; [35 48],[170.33827893  83.66172107] ; [55.66172107 27.33827893],1
a5,1,0.0,28.713669,[179  76] ; [31 52],[158.43195266  96.56804734] ; [51.56804734 31.43195266],1
a7,1,1e-06,23.61672,[189  66] ; [37 45],[171.00890208  83.99109792] ; [54.99109792 27.00890208],1
a3,1,6e-06,20.359479,[171  84] ; [32 50],[153.60534125 101.39465875] ; [49.39465875 32.60534125],1
a4,1,8.6e-05,15.431049,[110 144] ; [16 67],[ 94.96735905 159.03264095] ; [31.03264095 51.96735905],1
d2,1,0.000154,14.322656,[124 129] ; [21 62],[109.18154762 143.81845238] ; [35.81845238 47.18154762],1
r4,1,0.000188,13.946192,[210  45] ; [52 31],[197.66272189  57.33727811] ; [64.33727811 18.66272189],1
u1,1,0.000557,11.913447,[ 39 216] ; [ 1 82],[ 30.17751479 224.82248521] ; [ 9.82248521 73.17751479],1
r2,1,0.002786,8.942761,[224  25] ; [64 19],[216.  33.] ; [72. 11.],0
a2,1,0.002934,8.848255,[ 51 204] ; [ 5 78],[ 42.24852071 212.75147929] ; [13.75147929 69.24852071],0
r3,1,0.003409,8.574308,[227  26] ; [64 19],[219.11607143  33.88392857] ; [71.88392857 11.11607143],0
p10,1,0.003741,8.405311,[182  72] ; [44 37],[171.35522388  82.64477612] ; [54.64477612 26.35522388],0
p9,1,0.007384,7.177104,[190  63] ; [47 32],[180.60542169  72.39457831] ; [56.39457831 22.60542169],0
s3,1,0.013201,6.141952,[136 118] ; [31 51],[126.24404762 127.75595238] ; [40.75595238 41.24404762],0
p1,1,0.020049,5.407622,[ 14 239] ; [11 72],[ 18.82440476 234.17559524] ; [ 6.17559524 76.82440476],0
s6,1,0.020626,5.358145,[146 106] ; [35 46],[136.97297297 115.02702703] ; [44.02702703 36.97297297],0
u2,1,0.02882,4.778347,[46 35] ; [19 32],[39.88636364 41.11363636] ; [25.11363636 25.88636364],0
u3,1,0.038991,4.261279,[44 38] ; [18 33],[38.22556391 43.77443609] ; [23.77443609 27.22556391],0
n4,1,0.045477,4.000874,[175  80] ; [47 36],[167.4852071  87.5147929] ; [54.5147929 28.4852071],0
v2,1,0.059077,3.563111,[ 77 172] ; [16 64],[ 70.38601824 178.61398176] ; [22.61398176 57.38601824],0
p4,1,0.080838,3.047972,[129 125] ; [33 50],[122.10089021 131.89910979] ; [39.89910979 43.10089021],0
s7,1,0.108765,2.572075,[ 98 147] ; [24 56],[ 91.96923077 153.03076923] ; [30.03076923 49.96923077],0
v4,1,0.118224,2.440693,[225  29] ; [68 15],[220.83679525  33.16320475] ; [72.16320475 10.83679525],0
a6,1,0.127924,2.317521,[168  87] ; [47 36],[162.20414201  92.79585799] ; [52.79585799 30.20414201],0
s2,1,0.139417,2.184386,[109 145] ; [28 55],[103.25816024 150.74183976] ; [33.74183976 49.25816024],0
p11,1,0.172731,1.859076,[183  72] ; [53 30],[178.04733728  76.95266272] ; [57.95266272 25.04733728],0
b2,1,0.179135,1.804783,[43 96] ; [ 9 35],[39.49726776 99.50273224] ; [12.50273224 31.49726776],0
b3,1,0.179135,1.804783,[43 96] ; [ 9 35],[39.49726776 99.50273224] ; [12.50273224 31.49726776],0
s8,1,0.196877,1.665392,[ 78 177] ; [19 63],[ 73.39762611 181.60237389] ; [23.60237389 58.39762611],0
b4,1,0.211066,1.564099,[146 109] ; [41 42],[141.07988166 113.92011834] ; [45.92011834 37.07988166],0
b1,1,0.289962,1.1198,[106 149] ; [40 43],[110.14792899 144.85207101] ; [35.85207101 47.14792899],0
n6,1,0.298547,1.080673,[197  56] ; [60 23],[193.51488095  59.48511905] ; [63.48511905 19.51488095],0
n5,1,0.317482,0.999292,[154  97] ; [56 27],[157.81437126  93.18562874] ; [52.18562874 30.81437126],0
s5,1,0.32767,0.958086,[ 64 181] ; [17 65],[ 60.68807339 184.31192661] ; [20.31192661 61.68807339],0
p12,1,0.358397,0.843502,[  7 247] ; [ 4 79],[  8.29080119 245.70919881] ; [ 2.70919881 80.29080119],0
s1,1,0.405893,0.690799,[ 10 245] ; [ 5 77],[ 11.35014837 243.64985163] ; [ 3.64985163 78.35014837],0
p3,1,0.439927,0.596474,[ 96 159] ; [27 55],[ 93.07121662 161.92878338] ; [29.92878338 52.07121662],0
n2,1,0.502355,0.449958,[51 29] ; [20 15],[49.39130435 30.60869565] ; [21.60869565 13.39130435],0
p7,1,0.525176,0.403716,[131 118] ; [47 36],[133.5 115.5] ; [44.5 38.5],0
n3,1,0.585827,0.296909,[50 29] ; [24 11],[51.28070175 27.71929825] ; [22.71929825 12.28070175],0
p2,1,0.597837,0.27827,[191  63] ; [60 23],[189.1810089  64.8189911] ; [61.8189911 21.1810089],0
s4,1,0.622449,0.242441,[ 49 203] ; [18 64],[ 50.5508982 201.4491018] ; [16.4491018 65.5508982],0
p5,1,0.739549,0.110524,[ 16 239] ; [ 6 76],[ 16.64688427 238.35311573] ; [ 5.35311573 76.64688427],0
a8,1,0.79002,0.070908,[ 25 217] ; [ 9 70],[ 25.63239875 216.36760125] ; [ 8.36760125 70.63239875],0
a1,1,0.845971,0.037737,[ 11 244] ; [ 4 79],[ 11.31656805 243.68343195] ; [ 3.68343195 79.31656805],0
b5,1,0.867134,0.027989,[144 111] ; [46 37],[143.34319527 111.65680473] ; [46.65680473 36.34319527],0
p8,1,0.881847,0.02209,[109 145] ; [34 47],[108.4238806 145.5761194] ; [34.5761194 46.4238806],0
p6,1,0.904091,0.014519,[ 73 181] ; [23 59],[ 72.57142857 181.42857143] ; [23.42857143 58.57142857],0
n1,1,0.94052,0.005568,[28 53] ; [12 22],[28.17391304 52.82608696] ; [11.82608696 22.17391304],0
