Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.00021,13.736104,[ 52 108] ; [39 27],[64.42477876 95.57522124] ; [26.57522124 39.42477876],1
p3,1,0.004099,8.239384,[ 39 127] ; [28 38],[ 47.93965517 118.06034483] ; [19.06034483 46.93965517],0
v1,1,0.016827,5.714286,[64 98] ; [36 27],[72. 90.] ; [28. 35.],0
s7,1,0.017475,5.648017,[ 44 114] ; [28 35],[ 51.47511312 106.52488688] ; [20.52488688 42.47511312],0
r4,1,0.035641,4.414216,[119  47] ; [56 10],[125.21551724  40.78448276] ; [49.78448276 16.21551724],0
r1,1,0.04687,3.950066,[99 65] ; [49 17],[105.53043478  58.46956522] ; [42.46956522 23.53043478],0
r2,1,0.050757,3.816275,[135  29] ; [61  5],[139.75652174  24.24347826] ; [56.24347826  9.75652174],0
n5,1,0.055835,3.656976,[102  61] ; [50 16],[108.19213974  54.80786026] ; [43.80786026 22.19213974],0
d5,1,0.059615,3.548051,[85 80] ; [43 23],[91.42857143 73.57142857] ; [36.57142857 29.42857143],0
s8,1,0.062943,3.458084,[ 40 125] ; [24 42],[ 45.71428571 119.28571429] ; [18.28571429 47.71428571],0
p5,1,0.067562,3.341291,[  4 161] ; [ 5 61],[  6.42857143 158.57142857] ; [ 2.57142857 63.42857143],0
s6,1,0.080373,3.057353,[79 86] ; [40 26],[85. 80.] ; [34. 32.],0
a5,1,0.080773,3.049288,[77 89] ; [39 27],[83. 83.] ; [33. 33.],0
a3,1,0.101014,2.689462,[90 74] ; [44 22],[95.54782609 68.45217391] ; [38.45217391 27.54782609],0
n4,1,0.103556,2.649899,[104  61] ; [49 17],[109.28571429  55.71428571] ; [43.71428571 22.28571429],0
s4,1,0.156826,2.00457,[ 33 132] ; [ 8 58],[ 29.28571429 135.71428571] ; [11.71428571 54.28571429],0
u3,1,0.161557,1.959596,[35 40] ; [14  8],[37.88659794 37.11340206] ; [11.11340206 10.88659794],0
a4,1,0.16881,1.89348,[ 47 118] ; [13 53],[ 42.85714286 122.14285714] ; [17.14285714 48.85714286],0
v4,1,0.175059,1.839079,[137  26] ; [60  6],[140.22270742  22.77729258] ; [56.77729258  9.22270742],0
n6,1,0.182517,1.777005,[115  49] ; [52 14],[119.07826087  44.92173913] ; [47.92173913 18.07826087],0
p6,1,0.20096,1.635382,[ 35 130] ; [ 9 56],[ 31.56521739 133.43478261] ; [12.43478261 52.56521739],0
p10,1,0.237453,1.395649,[96 66] ; [44 21],[99.91189427 62.08810573] ; [40.08810573 24.91189427],0
r3,1,0.257585,1.281692,[137  27] ; [59  7],[139.75652174  24.24347826] ; [56.24347826  9.75652174],0
b3,1,0.284193,1.146931,[30 64] ; [17 24],[32.72592593 61.27407407] ; [14.27407407 26.72592593],0
b2,1,0.284193,1.146931,[30 64] ; [17 24],[32.72592593 61.27407407] ; [14.27407407 26.72592593],0
a1,1,0.305202,1.051325,[  9 157] ; [ 6 60],[ 10.73275862 155.26724138] ; [ 4.26724138 61.73275862],0
d3,1,0.31694,1.001534,[ 58 106] ; [28 38],[ 61.32173913 102.67826087] ; [24.67826087 41.32173913],0
d4,1,0.333536,0.935118,[89 77] ; [40 26],[92.30172414 73.69827586] ; [36.69827586 29.30172414],0
s3,1,0.388422,0.743876,[81 83] ; [28 37],[78.06113537 85.93886463] ; [30.93886463 34.06113537],0
