Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.6e-05,17.065945,[17 29] ; [44 13],[27.24271845 18.75728155] ; [33.75728155 23.24271845],1
a2,1,0.699218,0.149287,[ 5 41] ; [ 5 53],[ 4.42307692 41.57692308] ; [ 5.57692308 52.42307692],0
n1,1,0.738514,0.111437,[ 6 14] ; [ 8 15],[ 6.51162791 13.48837209] ; [ 7.48837209 15.51162791],0
b5,1,0.760634,0.092811,[24 22] ; [32 26],[24.76923077 21.23076923] ; [31.23076923 26.76923077],0
s1,1,0.769434,0.085916,[ 3 43] ; [ 3 55],[ 2.65384615 43.34615385] ; [ 3.34615385 54.65384615],0
u1,1,0.769434,0.085916,[ 3 43] ; [ 3 55],[ 2.65384615 43.34615385] ; [ 3.34615385 54.65384615],0
v3,1,0.792594,0.069139,[ 9 37] ; [10 47],[ 8.48543689 37.51456311] ; [10.51456311 46.48543689],0
r2,1,0.868159,0.027555,[25 19] ; [31 22],[25.40206186 18.59793814] ; [30.59793814 22.40206186],0
p12,1,0.888102,0.019798,[ 1 45] ; [ 1 55],[ 0.90196078 45.09803922] ; [ 1.09803922 54.90196078],0
a7,1,0.963633,0.002079,[22 24] ; [28 30],[22.11538462 23.88461538] ; [27.88461538 30.11538462],0
a6,1,0.963633,0.002079,[24 22] ; [30 28],[23.88461538 22.11538462] ; [30.11538462 27.88461538],0
