Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,7.6e-05,15.656352,[14 42] ; [19  8],[22.26506024 33.73493976] ; [10.73493976 16.26506024],1
s6,1,0.006015,7.54588,[19 36] ; [18  9],[24.81707317 30.18292683] ; [12.18292683 14.81707317],0
s7,1,0.00952,6.722575,[10 44] ; [12 14],[14.85 39.15] ; [ 7.15 18.85],0
a5,1,0.012402,6.252518,[19 37] ; [17 10],[24.28915663 31.71084337] ; [11.71084337 15.28915663],0
s8,1,0.013817,6.061407,[ 9 47] ; [11 16],[13.4939759 42.5060241] ; [ 6.5060241 20.4939759],0
v1,1,0.014935,5.92415,[12 43] ; [13 14],[16.76829268 38.23170732] ; [ 8.23170732 18.76829268],0
s2,1,0.018599,5.538843,[18 38] ; [16 11],[22.93975904 33.06024096] ; [11.06024096 15.93975904],0
p7,1,0.02212,5.236292,[21 32] ; [18  9],[25.8375 27.1625] ; [13.1625 13.8375],0
s5,1,0.031121,4.646291,[11 45] ; [11 15],[15.02439024 40.97560976] ; [ 6.97560976 19.02439024],0
p1,1,0.067744,3.336866,[ 2 53] ; [ 4 23],[ 4.02439024 50.97560976] ; [ 1.97560976 25.02439024],0
d1,1,0.073564,3.201642,[14 42] ; [12 15],[17.54216867 38.45783133] ; [ 8.45783133 18.54216867],0
p8,1,0.075389,3.161613,[17 37] ; [14 13],[20.66666667 33.33333333] ; [10.33333333 16.66666667],0
s3,1,0.083934,2.987024,[18 38] ; [14 13],[21.59036145 34.40963855] ; [10.40963855 16.59036145],0
n6,1,0.100734,2.693885,[31 25] ; [20  7],[34.40963855 21.59036145] ; [16.59036145 10.40963855],0
p6,1,0.131201,2.278231,[12 44] ; [10 17],[14.84337349 41.15662651] ; [ 7.15662651 19.84337349],0
d4,1,0.135203,2.231728,[32 24] ; [20  7],[35.08433735 20.91566265] ; [16.91566265 10.08433735],0
p2,1,0.160294,1.971455,[32 23] ; [20  7],[34.87804878 20.12195122] ; [17.12195122  9.87804878],0
u3,1,0.164973,1.928039,[13 18] ; [9 5],[15.15555556 15.84444444] ; [6.84444444 7.15555556],0
r3,1,0.190353,1.71488,[43 13] ; [24  3],[45.20481928 10.79518072] ; [21.79518072  5.20481928],0
n2,1,0.211986,1.557808,[15 11] ; [8 2],[16.61111111  9.38888889] ; [6.38888889 3.61111111],0
r4,1,0.212111,1.556961,[25 31] ; [16 11],[27.6626506 28.3373494] ; [13.3373494 13.6626506],0
s4,1,0.257134,1.284121,[14 42] ; [10 17],[16.19277108 39.80722892] ; [ 7.80722892 19.19277108],0
r2,1,0.32366,0.974098,[40 16] ; [22  5],[41.8313253 14.1686747] ; [20.1686747  6.8313253],0
n1,1,0.343857,0.896,[ 6 19] ; [4 6],[ 7.14285714 17.85714286] ; [2.85714286 7.14285714],0
a6,1,0.351262,0.868892,[25 31] ; [15 12],[26.98795181 29.01204819] ; [13.01204819 13.98795181],0
v3,1,0.462121,0.540752,[ 7 47] ; [ 5 21],[ 8.1 45.9] ; [ 3.9 22.1],0
p5,1,0.468304,0.525974,[ 2 52] ; [ 2 25],[ 2.66666667 51.33333333] ; [ 1.33333333 25.66666667],0
a2,1,0.537282,0.3806,[ 4 52] ; [ 1 26],[ 3.37349398 52.62650602] ; [ 1.62650602 25.37349398],0
u2,1,0.61425,0.254032,[13 18] ; [7 7],[13.77777778 17.22222222] ; [6.22222222 7.77777778],0
p10,1,0.63144,0.230114,[33 21] ; [15 12],[32. 22.] ; [16. 11.],0
p11,1,0.654345,0.200466,[34 22] ; [15 12],[33.06024096 22.93975904] ; [15.93975904 11.06024096],0
n3,1,0.677392,0.173077,[15 11] ; [5 5],[14.44444444 11.55555556] ; [5.55555556 4.44444444],0
d5,1,0.678213,0.172145,[32 23] ; [17 10],[32.86585366 22.13414634] ; [16.13414634 10.86585366],0
v2,1,0.688417,0.160804,[14 41] ; [ 8 19],[14.75609756 40.24390244] ; [ 7.24390244 19.75609756],0
p9,1,0.695626,0.153062,[35 18] ; [19  8],[35.775 17.225] ; [18.225  8.775],0
a1,1,0.713034,0.135265,[ 3 53] ; [ 2 25],[ 3.37349398 52.62650602] ; [ 1.62650602 25.37349398],0
b5,1,0.724955,0.123795,[33 23] ; [17 10],[33.73493976 22.26506024] ; [16.26506024 10.73493976],0
b3,1,0.752102,0.099773,[10 20] ; [ 4 10],[ 9.54545455 20.45454545] ; [4.45454545 9.54545455],0
b2,1,0.752102,0.099773,[10 20] ; [ 4 10],[ 9.54545455 20.45454545] ; [4.45454545 9.54545455],0
d2,1,0.780806,0.077434,[19 37] ; [10 17],[19.56626506 36.43373494] ; [ 9.43373494 17.56626506],0
a7,1,0.803259,0.062067,[31 24] ; [16 11],[31.52439024 23.47560976] ; [15.47560976 11.52439024],0
a3,1,0.818191,0.052841,[25 30] ; [13 14],[25.48780488 29.51219512] ; [12.51219512 14.48780488],0
d3,1,0.874902,0.024786,[29 25] ; [14 13],[28.66666667 25.33333333] ; [14.33333333 12.66666667],0
a4,1,0.934491,0.006756,[12 44] ; [ 6 21],[12.14457831 43.85542169] ; [ 5.85542169 21.14457831],0
n5,1,0.967416,0.001669,[21 35] ; [10 17],[20.91566265 35.08433735] ; [10.08433735 16.91566265],0
v4,1,0.970435,0.001374,[45 10] ; [22  5],[44.93902439 10.06097561] ; [22.06097561  4.93902439],0
u1,1,0.97587,0.000915,[ 2 54] ; [ 1 26],[ 2.02409639 53.97590361] ; [ 0.97590361 26.02409639],0
s1,1,0.97587,0.000915,[ 2 54] ; [ 1 26],[ 2.02409639 53.97590361] ; [ 0.97590361 26.02409639],0
b4,1,0.986407,0.00029,[31 25] ; [15 12],[31.03614458 24.96385542] ; [14.96385542 12.03614458],0
a8,1,0.987588,0.000242,[ 2 51] ; [ 1 26],[ 1.9875 51.0125] ; [ 1.0125 25.9875],0
b1,1,0.995492,3.2e-05,[27 29] ; [13 14],[26.98795181 29.01204819] ; [13.01204819 13.98795181],0
