Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.351128,[ 7 28] ; [47 21],[18.34951456 16.65048544] ; [35.65048544 32.34951456],1
a4,1,0.036648,4.366708,[18 17] ; [21 48],[13.125 21.875] ; [25.875 43.125],0
d4,1,0.038515,4.282134,[30  5] ; [46 23],[25.57692308  9.42307692] ; [50.42307692 18.57692308],0
d1,1,0.043663,4.069565,[21 14] ; [27 42],[16.15384615 18.84615385] ; [31.84615385 37.15384615],0
d5,1,0.060621,3.520322,[29  6] ; [45 24],[24.90384615 10.09615385] ; [49.09615385 19.90384615],0
d2,1,0.09671,2.758979,[17 18] ; [22 47],[13.125 21.875] ; [25.875 43.125],0
b5,1,0.106778,2.601273,[25 10] ; [38 31],[21.20192308 13.79807692] ; [41.79807692 27.20192308],0
p11,1,0.119341,2.425949,[23 12] ; [55 14],[26.25  8.75] ; [51.75 17.25],0
s3,1,0.126764,2.331688,[14 21] ; [38 30],[17.66990291 17.33009709] ; [34.33009709 33.66990291],0
p6,1,0.12865,2.308717,[12 23] ; [34 34],[15.63106796 19.36893204] ; [30.36893204 37.63106796],0
p3,1,0.131213,2.278095,[18 17] ; [46 23],[21.53846154 13.46153846] ; [42.46153846 26.53846154],0
p5,1,0.132855,2.258824,[ 3 31] ; [14 54],[ 5.66666667 28.33333333] ; [11.33333333 56.66666667],0
a1,1,0.134272,2.24241,[ 1 34] ; [ 8 61],[ 3.02884615 31.97115385] ; [ 5.97115385 63.02884615],0
v3,1,0.15321,2.04,[ 6 28] ; [21 47],[ 9. 25.] ; [18. 50.],0
n4,1,0.166126,1.91756,[27  8] ; [44 25],[23.89423077 11.10576923] ; [47.10576923 21.89423077],0
p10,1,0.167886,1.901722,[23 12] ; [54 15],[25.91346154  9.08653846] ; [51.08653846 17.91346154],0
a8,1,0.181854,1.78241,[ 6 27] ; [ 6 61],[ 3.96 29.04] ; [ 8.04 58.96],0
u1,1,0.201306,1.632872,[ 3 32] ; [ 2 67],[ 1.68269231 33.31730769] ; [ 3.31730769 65.68269231],0
n5,1,0.201582,1.630875,[28  7] ; [47 22],[25.24038462  9.75961538] ; [49.75961538 19.24038462],0
s7,1,0.217902,1.518136,[12 20] ; [33 32],[14.84536082 17.15463918] ; [30.15463918 34.84536082],0
p1,1,0.261479,1.260912,[ 1 34] ; [ 6 63],[ 2.35576923 32.64423077] ; [ 4.64423077 64.35576923],0
p12,1,0.261479,1.260912,[ 1 34] ; [ 6 63],[ 2.35576923 32.64423077] ; [ 4.64423077 64.35576923],0
p9,1,0.285214,1.142078,[30  5] ; [53 16],[27.93269231  7.06730769] ; [55.06730769 13.93269231],0
n6,1,0.344863,0.892269,[30  5] ; [53 15],[28.2038835  6.7961165] ; [54.7961165 13.2038835],0
v1,1,0.356801,0.849121,[14 19] ; [36 33],[16.17647059 16.82352941] ; [33.82352941 35.17647059],0
d3,1,0.366633,0.815044,[23 12] ; [39 30],[20.86538462 14.13461538] ; [41.13461538 27.86538462],0
u2,1,0.435188,0.608938,[6 7] ; [16 11],[7.15 5.85] ; [14.85 12.15],0
n2,1,0.444549,0.584512,[8 2] ; [14  7],[7.09677419 2.90322581] ; [14.90322581  6.09677419],0
n3,1,0.444549,0.584512,[8 2] ; [14  7],[7.09677419 2.90322581] ; [14.90322581  6.09677419],0
a7,1,0.447673,0.576538,[22 13] ; [38 31],[20.19230769 14.80769231] ; [39.80769231 29.19230769],0
b2,1,0.498672,0.457761,[ 8 13] ; [14 33],[ 6.79411765 14.20588235] ; [15.20588235 31.79411765],0
b3,1,0.498672,0.457761,[ 8 13] ; [14 33],[ 6.79411765 14.20588235] ; [15.20588235 31.79411765],0
s6,1,0.523572,0.406851,[20 15] ; [42 24],[21.48514851 13.51485149] ; [40.51485149 25.48514851],0
r3,1,0.535866,0.383255,[31  4] ; [58 11],[29.95192308  5.04807692] ; [59.04807692  9.95192308],0
s4,1,0.561791,0.336613,[ 5 30] ; [13 56],[ 6.05769231 28.94230769] ; [11.94230769 57.05769231],0
a6,1,0.616501,0.250816,[19 16] ; [41 28],[20.19230769 14.80769231] ; [39.80769231 29.19230769],0
s8,1,0.631323,0.230271,[13 22] ; [29 40],[14.13461538 20.86538462] ; [27.86538462 41.13461538],0
v4,1,0.645738,0.211316,[31  4] ; [58 10],[30.24271845  4.75728155] ; [58.75728155  9.24271845],0
v2,1,0.707431,0.140856,[14 19] ; [32 37],[14.88235294 18.11764706] ; [31.11764706 37.88235294],0
s2,1,0.728396,0.120589,[17 18] ; [36 33],[17.83653846 17.16346154] ; [35.16346154 33.83653846],0
b1,1,0.731253,0.117964,[19 16] ; [35 34],[18.17307692 16.82692308] ; [35.82692308 33.17307692],0
u3,1,0.73568,0.11396,[7 6] ; [13 14],[6.5 6.5] ; [13.5 13.5],0
n1,1,0.795809,0.066964,[5 5] ; [11  9],[5.33333333 4.66666667] ; [10.66666667  9.33333333],0
s5,1,0.802273,0.062703,[10 22] ; [19 47],[ 9.46938776 22.53061224] ; [19.53061224 46.46938776],0
