Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,39.488832,[24 37] ; [63  6],[40.82307692 20.17692308] ; [46.17692308 22.82307692],1
d4,1,0.0,38.747763,[32 29] ; [68  1],[46.92307692 14.07692308] ; [53.07692308 15.92307692],1
d2,1,0.0,33.927846,[ 8 52] ; [44 25],[24.18604651 35.81395349] ; [27.81395349 41.18604651],1
d5,1,0.0,31.962637,[34 27] ; [67  2],[47.39230769 13.60769231] ; [53.60769231 15.39230769],1
a2,1,0.010604,6.530519,[ 6 55] ; [19 50],[11.73076923 49.26923077] ; [13.26923077 55.73076923],0
p8,1,0.011043,6.458328,[31 30] ; [50 19],[38.00769231 22.99230769] ; [42.99230769 26.00769231],0
u1,1,0.01447,5.97984,[ 4 57] ; [15 54],[ 8.91538462 52.08461538] ; [10.08461538 58.91538462],0
s8,1,0.020658,5.355396,[11 50] ; [25 44],[16.89230769 44.10769231] ; [19.10769231 49.89230769],0
b2,1,0.070621,3.26852,[13 28] ; [22 21],[17.08333333 23.91666667] ; [17.91666667 25.08333333],0
b3,1,0.070621,3.26852,[13 28] ; [22 21],[17.08333333 23.91666667] ; [17.91666667 25.08333333],0
s4,1,0.073066,3.212754,[ 8 53] ; [ 3 66],[ 5.16153846 55.83846154] ; [ 5.83846154 63.16153846],0
a4,1,0.081611,3.032531,[20 41] ; [33 36],[24.86923077 36.13076923] ; [28.13076923 40.86923077],0
v1,1,0.089892,2.876315,[29 31] ; [43 25],[33.75 26.25] ; [38.25 29.75],0
n4,1,0.090379,2.867608,[46 15] ; [60  9],[49.73846154 11.26153846] ; [56.26153846 12.73846154],0
b5,1,0.098198,2.734568,[38 23] ; [33 36],[33.31538462 27.68461538] ; [37.68461538 31.31538462],0
p5,1,0.104436,2.636465,[ 3 58] ; [ 9 59],[ 5.6744186 55.3255814] ; [ 6.3255814 61.6744186],0
a3,1,0.119263,2.426973,[37 24] ; [50 18],[41.13953488 19.86046512] ; [45.86046512 22.13953488],0
s5,1,0.130014,2.292332,[ 7 52] ; [15 53],[10.22047244 48.77952756] ; [11.77952756 56.22047244],0
p10,1,0.149017,2.08228,[45 16] ; [58 11],[48.33076923 12.66923077] ; [54.66923077 14.33076923],0
r1,1,0.155734,2.015168,[42 19] ; [55 14],[45.51538462 15.48461538] ; [51.48461538 17.51538462],0
n3,1,0.189526,1.721296,[11  1] ; [7 3],[9.81818182 2.18181818] ; [8.18181818 1.81818182],0
n5,1,0.222264,1.489693,[41 20] ; [53 16],[44.10769231 16.89230769] ; [49.89230769 19.10769231],0
n6,1,0.229581,1.443453,[47 14] ; [58 10],[49.65116279 11.34883721] ; [55.34883721 12.65116279],0
v3,1,0.235866,1.405135,[22 37] ; [32 35],[25.28571429 33.71428571] ; [28.71428571 38.28571429],0
b4,1,0.241873,1.369647,[30 31] ; [41 28],[33.31538462 27.68461538] ; [37.68461538 31.31538462],0
r2,1,0.245666,1.347785,[54  7] ; [65  4],[55.83846154  5.16153846] ; [63.16153846  5.83846154],0
p1,1,0.291623,1.112112,[10 51] ; [ 7 62],[ 7.97692308 53.02307692] ; [ 9.02307692 59.97692308],0
a6,1,0.304127,1.05601,[41 20] ; [52 17],[43.63846154 17.36153846] ; [49.36153846 19.63846154],0
a7,1,0.309748,1.031749,[43 18] ; [54 15],[45.51538462 15.48461538] ; [51.48461538 17.51538462],0
a5,1,0.309748,1.031749,[43 18] ; [54 15],[45.51538462 15.48461538] ; [51.48461538 17.51538462],0
a8,1,0.323847,0.973348,[ 8 47] ; [ 5 53],[ 6.32743363 48.67256637] ; [ 6.67256637 51.32743363],0
b1,1,0.324876,0.969217,[30 31] ; [28 41],[27.21538462 33.78461538] ; [30.78461538 38.21538462],0
r4,1,0.340645,0.908001,[54  7] ; [57 12],[52.08461538  8.91538462] ; [58.91538462 10.08461538],0
p9,1,0.429031,0.625445,[47 14] ; [57 12],[48.8 12.2] ; [55.2 13.8],0
n1,1,0.451967,0.565714,[3 9] ; [4 6],[3.81818182 8.18181818] ; [3.18181818 6.81818182],0
u2,1,0.474063,0.51249,[10 14] ; [10  9],[11.1627907 12.8372093] ; [ 8.8372093 10.1627907],0
p12,1,0.494626,0.466448,[ 2 59] ; [ 4 65],[ 2.81538462 58.18461538] ; [ 3.18461538 65.81538462],0
a1,1,0.550152,0.357044,[ 3 58] ; [ 2 67],[ 2.34615385 58.65384615] ; [ 2.65384615 66.34615385],0
v2,1,0.571867,0.319568,[33 26] ; [42 27],[34.5703125 24.4296875] ; [40.4296875 28.5703125],0
u3,1,0.606248,0.265675,[12 12] ; [11  8],[12.8372093 11.1627907] ; [10.1627907  8.8372093],0
p11,1,0.738003,0.11189,[49 12] ; [57 12],[49.73846154 11.26153846] ; [56.26153846 12.73846154],0
p2,1,0.751032,0.100666,[50 11] ; [58 11],[50.67692308 10.32307692] ; [57.32307692 11.67692308],0
p4,1,0.78835,0.072068,[42 19] ; [49 20],[42.7 18.3] ; [48.3 20.7],0
n2,1,0.793166,0.06875,[9 3] ; [7 3],[8.72727273 3.27272727] ; [7.27272727 2.72727273],0
p7,1,0.835135,0.043314,[45 16] ; [52 17],[45.51538462 15.48461538] ; [51.48461538 17.51538462],0
v4,1,0.857141,0.032405,[57  4] ; [65  4],[57.24615385  3.75384615] ; [64.75384615  4.24615385],0
s7,1,0.858377,0.031841,[19 39] ; [20 44],[18.54098361 39.45901639] ; [20.45901639 43.54098361],0
p6,1,0.883701,0.021397,[22 39] ; [25 42],[22.3984375 38.6015625] ; [24.6015625 42.3984375],0
s1,1,0.900324,0.015688,[ 2 59] ; [ 2 67],[ 1.87692308 59.12307692] ; [ 2.12307692 66.87692308],0
