Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,6e-06,20.345361,[25  1] ; [17 24],[16.29850746  9.70149254] ; [25.70149254 15.29850746],1
s5,1,0.091635,2.845408,[ 6 18] ; [ 4 38],[ 3.63636364 20.36363636] ; [ 6.36363636 35.63636364],0
s7,1,0.094469,2.796517,[ 9 15] ; [ 7 31],[ 6.19354839 17.80645161] ; [ 9.80645161 28.19354839],0
s3,1,0.101703,2.678634,[13 12] ; [13 28],[ 9.84848485 15.15151515] ; [16.15151515 24.84848485],0
a4,1,0.104496,2.635552,[12 14] ; [11 30],[ 8.92537313 17.07462687] ; [14.07462687 26.92537313],0
p1,1,0.110803,2.542735,[ 1 25] ; [ 7 35],[ 3.05882353 22.94117647] ; [ 4.94117647 37.05882353],0
s8,1,0.114403,2.492325,[ 7 19] ; [ 5 37],[ 4.58823529 21.41176471] ; [ 7.41176471 34.58823529],0
a2,1,0.132716,2.26044,[ 5 21] ; [ 3 39],[ 3.05882353 22.94117647] ; [ 4.94117647 37.05882353],0
a7,1,0.134328,2.241758,[16 10] ; [18 24],[13. 13.] ; [21. 21.],0
v3,1,0.145337,2.120521,[ 8 17] ; [ 7 35],[ 5.59701493 19.40298507] ; [ 9.40298507 32.59701493],0
s2,1,0.193133,1.693557,[ 9 16] ; [ 9 33],[ 6.71641791 18.28358209] ; [11.28358209 30.71641791],0
b3,1,0.209756,1.573111,[ 5 14] ; [12 15],[ 7.02173913 11.97826087] ; [ 9.97826087 17.02173913],0
b2,1,0.209756,1.573111,[ 5 14] ; [12 15],[ 7.02173913 11.97826087] ; [ 9.97826087 17.02173913],0
r2,1,0.217309,1.522052,[17  8] ; [21 19],[14.61538462 10.38461538] ; [23.38461538 16.61538462],0
v1,1,0.238605,1.388815,[10 15] ; [11 31],[ 7.8358209 17.1641791] ; [13.1641791 28.8358209],0
r1,1,0.244744,1.353061,[13 13] ; [15 27],[10.70588235 15.29411765] ; [17.29411765 24.70588235],0
s1,1,0.254888,1.296309,[ 1 25] ; [ 5 37],[ 2.29411765 23.70588235] ; [ 3.70588235 38.29411765],0
n4,1,0.255744,1.291653,[19  7] ; [25 17],[16.82352941  9.17647059] ; [27.17647059 14.82352941],0
p3,1,0.334519,0.931324,[ 9 17] ; [10 32],[ 7.26470588 18.73529412] ; [11.73529412 30.26470588],0
n5,1,0.392542,0.731052,[14 12] ; [27 15],[15.67647059 10.32352941] ; [25.32352941 16.67647059],0
p8,1,0.395212,0.722847,[ 7 18] ; [ 8 34],[ 5.59701493 19.40298507] ; [ 9.40298507 32.59701493],0
n1,1,0.411314,0.675,[5 4] ; [ 7 11],[4. 5.] ; [ 8. 10.],0
a3,1,0.450108,0.57038,[17  9] ; [23 18],[15.52238806 10.47761194] ; [24.47761194 16.52238806],0
b5,1,0.617721,0.249084,[14 12] ; [20 22],[13. 13.] ; [21. 21.],0
u1,1,0.617721,0.249084,[ 2 24] ; [ 2 40],[ 1.52941176 24.47058824] ; [ 2.47058824 39.52941176],0
u2,1,0.701063,0.147368,[3 6] ; [ 5 14],[2.57142857 6.42857143] ; [ 5.42857143 13.57142857],0
u3,1,0.7411,0.109162,[1 8] ; [ 3 16],[1.28571429 7.71428571] ; [ 2.71428571 16.28571429],0
p12,1,0.741535,0.108782,[ 1 25] ; [ 1 40],[ 0.7761194 25.2238806] ; [ 1.2238806 39.7761194],0
a6,1,0.757785,0.095105,[12 14] ; [21 21],[12.61764706 13.38235294] ; [20.38235294 21.61764706],0
b1,1,0.790187,0.070792,[14 12] ; [24 18],[14.52941176 11.47058824] ; [23.47058824 18.52941176],0
a8,1,0.826507,0.048041,[ 4 20] ; [ 6 35],[ 3.69230769 20.30769231] ; [ 6.30769231 34.69230769],0
p7,1,0.846729,0.037363,[ 8 18] ; [12 30],[ 7.64705882 18.35294118] ; [12.35294118 29.64705882],0
s4,1,0.889039,0.019466,[ 4 22] ; [ 7 35],[ 4.20588235 21.79411765] ; [ 6.79411765 35.20588235],0
