Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,92.988629,[282  53] ; [106 125],[229.64664311 105.35335689] ; [158.35335689  72.64664311],1
p4,1,0.0,54.173027,[266  71] ; [118 120],[225.0573913 111.9426087] ; [158.9426087  79.0573913],1
p6,1,0.0,43.043998,[176 162] ; [ 58 177],[138.03141361 199.96858639] ; [ 95.96858639 139.03141361],1
p3,1,0.0,37.71623,[225 112] ; [ 97 140],[189.04878049 147.95121951] ; [132.95121951 104.04878049],1
p2,1,0.0,31.083715,[316  23] ; [182  54],[293.60347826  45.39652174] ; [204.39652174  31.60347826],1
p5,1,2e-06,22.746958,[ 71 268] ; [ 15 218],[ 50.96853147 288.03146853] ; [ 35.03146853 197.96853147],1
p11,1,5.4e-05,16.30551,[309  30] ; [189  49],[292.58578856  46.41421144] ; [205.41421144  32.58578856],1
v4,1,0.00153,10.042181,[329   7] ; [220  18],[321.36585366  14.63414634] ; [227.63414634  10.36585366],0
s5,1,0.001531,10.040758,[139 186] ; [ 68 162],[121.21621622 203.78378378] ; [ 85.78378378 144.21621622],0
v1,1,0.004812,7.948802,[217 115] ; [122 106],[200.97857143 131.02142857] ; [138.02142857  89.97857143],0
p1,1,0.009343,6.756037,[ 42 297] ; [ 14 224],[ 32.90121317 306.09878683] ; [ 23.09878683 214.90121317],0
r4,1,0.011559,6.37727,[317  22] ; [208  30],[308.44887348  30.55112652] ; [216.55112652  21.44887348],0
b5,1,0.021505,5.285374,[184 155] ; [152  86],[197.40727903 141.59272097] ; [138.59272097  99.40727903],0
s8,1,0.025973,4.957792,[178 157] ; [104 134],[164.86910995 170.13089005] ; [117.13089005 120.86910995],0
r1,1,0.029456,4.740755,[284  54] ; [182  55],[273.92695652  64.07304348] ; [192.07304348  44.92695652],0
p12,1,0.038393,4.287504,[ 42 295] ; [ 17 221],[ 34.57913043 302.42086957] ; [ 24.42086957 213.57913043],0
s4,1,0.04617,3.975392,[ 62 272] ; [ 29 206],[ 53.41652021 280.58347979] ; [ 37.58347979 197.41652021],0
v3,1,0.109312,2.564136,[156 175] ; [ 91 135],[146.78096948 184.21903052] ; [100.21903052 125.78096948],0
a5,1,0.115344,2.479427,[267  72] ; [174  64],[259.09705373  79.90294627] ; [181.90294627  56.09705373],0
v2,1,0.121332,2.400045,[203 124] ; [126 101],[194.19314079 132.80685921] ; [134.80685921  92.19314079],0
a8,1,0.16566,1.921789,[ 53 258] ; [ 27 187],[ 47.39047619 263.60952381] ; [ 32.60952381 181.39047619],0
d4,1,0.168081,1.89998,[284  53] ; [190  48],[277.80521739  59.19478261] ; [196.19478261  41.80521739],0
s7,1,0.183855,1.766183,[182 137] ; [117 111],[174.37111517 144.62888483] ; [124.62888483 103.37111517],0
n6,1,0.210891,1.5653,[314  23] ; [214  23],[309.99303136  27.00696864] ; [218.00696864  18.99303136],0
u2,1,0.214016,1.544053,[53 35] ; [31 31],[49.28 38.72] ; [34.72 27.28],0
d1,1,0.240154,1.379689,[213 126] ; [138 100],[206.22010399 132.77989601] ; [144.77989601  93.22010399],0
n3,1,0.274755,1.192853,[32 15] ; [48 14],[34.49541284 12.50458716] ; [45.50458716 16.49541284],0
n4,1,0.276421,1.184602,[306  33] ; [208  30],[301.98613518  37.01386482] ; [212.01386482  25.98613518],0
a2,1,0.311549,1.024097,[ 80 259] ; [ 65 173],[ 85.19064125 253.80935875] ; [ 59.80935875 178.19064125],0
a7,1,0.312167,1.021484,[246  92] ; [164  74],[240.59027778  97.40972222] ; [169.40972222  68.59027778],0
b4,1,0.314741,1.010676,[188 151] ; [142  96],[193.88214905 145.11785095] ; [136.11785095 101.88214905],0
a1,1,0.315698,1.006686,[ 19 320] ; [  9 229],[ 16.45060659 322.54939341] ; [ 11.54939341 226.45060659],0
s6,1,0.364272,0.82311,[236  91] ; [162  74],[231.1651865  95.8348135] ; [166.8348135  69.1651865],0
u4,1,0.434575,0.610564,[  9 329] ; [  4 234],[  7.62847222 330.37152778] ; [  5.37152778 232.62847222],0
s1,1,0.447839,0.576115,[  8 330] ; [  8 225],[  9.47110333 328.52889667] ; [  6.52889667 226.47110333],0
u1,1,0.470056,0.521844,[ 63 276] ; [ 50 188],[ 66.38994801 272.61005199] ; [ 46.61005199 191.38994801],0
a6,1,0.479516,0.499963,[230 107] ; [169  69],[233.84869565 103.15130435] ; [165.15130435  72.84869565],0
n2,1,0.486924,0.483317,[41  7] ; [49 12],[39.63302752  8.36697248] ; [50.36697248 10.63302752],0
d5,1,0.502698,0.449236,[273  64] ; [198  40],[276.04695652  60.95304348] ; [194.95304348  43.04695652],0
b1,1,0.509134,0.435847,[136 203] ; [ 89 149],[132.19237435 206.80762565] ; [ 92.80762565 145.19237435],0
p9,1,0.520147,0.413601,[323  16] ; [222  14],[321.31304348  17.68695652] ; [223.68695652  12.31304348],0
u3,1,0.528291,0.397677,[50 38] ; [32 30],[48.10666667 39.89333333] ; [33.89333333 28.10666667],0
r2,1,0.547638,0.361565,[318  16] ; [222  14],[316.42105263  17.57894737] ; [223.57894737  12.42105263],0
s3,1,0.69916,0.149348,[195 140] ; [140  94],[197.23198594 137.76801406] ; [137.76801406  96.23198594],0
d2,1,0.787498,0.072663,[170 168] ; [116 120],[168.41114983 169.58885017] ; [117.58885017 118.41114983],0
a4,1,0.798524,0.065157,[154 184] ; [111 127],[155.50347222 182.49652778] ; [109.49652778 128.50347222],0
s2,1,0.816242,0.054001,[184 152] ; [131 104],[185.35901926 150.64098074] ; [129.64098074 105.35901926],0
n1,1,0.827767,0.047335,[21 27] ; [25 35],[20.44444444 27.55555556] ; [25.55555556 34.44444444],0
d3,1,0.8577,0.032149,[232 106] ; [161  76],[231.01565217 106.98434783] ; [161.98434783  75.01565217],0
a3,1,0.88591,0.020587,[251  86] ; [176  62],[250.25913043  86.74086957] ; [176.74086957  61.25913043],0
r3,1,0.920111,0.010059,[321  15] ; [226  11],[320.7539267  15.2460733] ; [226.2460733  10.7539267],0
b2,1,0.92258,0.009445,[ 84 123] ; [60 86],[ 84.44192635 122.55807365] ; [59.55807365 86.44192635],0
b3,1,0.92258,0.009445,[ 84 123] ; [60 86],[ 84.44192635 122.55807365] ; [59.55807365 86.44192635],0
