Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,35.154881,[381  86] ; [33 34],[362.05617978 104.94382022] ; [51.94382022 15.05617978],1
n4,1,0.0,32.664787,[387  79] ; [36 32],[369.13483146  96.86516854] ; [53.86516854 14.13483146],1
r4,1,0.0,25.810103,[452  15] ; [56 12],[443.4317757  23.5682243] ; [64.5682243  3.4317757],1
p10,1,1e-05,19.525492,[407  57] ; [45 22],[394.96798493  69.03201507] ; [57.03201507  9.96798493],1
p9,1,0.000156,14.293054,[411  52] ; [49 19],[401.09227872  61.90772128] ; [58.90772128  9.09227872],1
b1,1,0.000256,13.368261,[173 294] ; [41 27],[186.8 280.2] ; [27.2 40.8],1
p11,1,0.003487,8.533573,[391  76] ; [47 21],[382.32897196  84.67102804] ; [55.67102804 12.32897196],0
s5,1,0.004164,8.210953,[184 269] ; [15 52],[173.35961538 279.64038462] ; [25.64038462 41.35961538],0
v1,1,0.007287,7.20083,[271 187] ; [28 39],[260.84190476 197.15809524] ; [38.15809524 28.84190476],0
v3,1,0.0091,6.80312,[202 254] ; [17 46],[192.41618497 263.58381503] ; [26.58381503 36.41618497],0
p6,1,0.012222,6.278375,[237 227] ; [22 42],[227.60606061 236.39393939] ; [31.39393939 32.60606061],0
u2,1,0.012459,6.244294,[57 61] ; [17  5],[62.37142857 55.62857143] ; [11.62857143 10.37142857],0
p8,1,0.012641,6.218723,[319 143] ; [36 31],[310.03780718 151.96219282] ; [44.96219282 22.03780718],0
p2,1,0.013993,6.039068,[426  40] ; [54 12],[420.45112782  45.54887218] ; [59.54887218  6.45112782],0
s7,1,0.015258,5.886383,[250 196] ; [26 39],[240.89236791 205.10763209] ; [35.10763209 29.89236791],0
s2,1,0.028093,4.822338,[254 211] ; [27 40],[245.61090226 219.38909774] ; [35.38909774 31.61090226],0
u3,1,0.031307,4.636066,[61 59] ; [16  5],[65.53191489 54.46808511] ; [11.46808511  9.53191489],0
s8,1,0.039787,4.226942,[232 231] ; [25 43],[224.08851224 238.91148776] ; [32.91148776 35.08851224],0
p12,1,0.045409,4.003385,[ 39 426] ; [ 1 66],[ 34.96240602 430.03759398] ; [ 5.03759398 61.96240602],0
b3,1,0.051075,3.805813,[117 174] ; [10 31],[111.31626506 179.68373494] ; [15.68373494 25.31626506],0
b2,1,0.051075,3.805813,[117 174] ; [10 31],[111.31626506 179.68373494] ; [15.68373494 25.31626506],0
s1,1,0.069736,3.28923,[ 10 452] ; [ 4 63],[ 12.2268431 449.7731569] ; [ 1.7731569 65.2268431],0
s6,1,0.077653,3.113342,[321 132] ; [41 27],[314.75239923 138.24760077] ; [47.24760077 20.75239923],0
a8,1,0.081367,3.037387,[ 72 354] ; [ 5 56],[ 67.35523614 358.64476386] ; [ 9.64476386 51.35523614],0
a5,1,0.096622,2.760426,[353 114] ; [45 23],[347.41308411 119.58691589] ; [50.58691589 17.41308411],0
a4,1,0.103232,2.654895,[213 252] ; [24 44],[206.76360225 258.23639775] ; [30.23639775 37.76360225],0
