Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,31.036943,[20 41] ; [73 21],[36.6 24.4] ; [56.4 37.6],1
a4,1,0.0,28.935869,[10 52] ; [55 37],[26.16883117 35.83116883] ; [38.83116883 53.16883117],1
d1,1,0.0,27.165356,[ 8 54] ; [51 43],[23.44871795 38.55128205] ; [35.55128205 58.44871795],1
d5,1,0.0,25.878136,[22 40] ; [71 22],[37.2 24.8] ; [55.8 37.2],1
d4,1,7.5e-05,15.675204,[28 34] ; [71 22],[39.6 22.4] ; [59.4 33.6],1
d2,1,0.000276,13.228803,[16 46] ; [51 41],[26.97402597 35.02597403] ; [40.02597403 51.97402597],1
p10,1,0.002868,8.889679,[30 32] ; [67 26],[38.8 23.2] ; [58.2 34.8],0
a6,1,0.003374,8.593078,[17 45] ; [48 46],[25.83333333 36.16666667] ; [39.16666667 54.83333333],0
d3,1,0.006417,7.429313,[18 44] ; [48 46],[26.23076923 35.76923077] ; [39.76923077 54.23076923],0
p11,1,0.007986,7.036576,[35 27] ; [72 22],[42.52564103 19.47435897] ; [64.47435897 29.52564103],0
s8,1,0.011547,6.379119,[15 47] ; [41 52],[22.4 39.6] ; [33.6 59.4],0
s6,1,0.014153,6.018957,[27 34] ; [58 32],[34.33774834 26.66225166] ; [50.66225166 39.33774834],0
n6,1,0.015601,5.847333,[40 22] ; [76 17],[46.4 15.6] ; [69.6 23.4],0
r1,1,0.016138,5.787766,[31 31] ; [65 29],[38.15384615 23.84615385] ; [57.84615385 36.15384615],0
b2,1,0.018178,5.578954,[10 30] ; [30 32],[15.68627451 24.31372549] ; [24.31372549 37.68627451],0
b3,1,0.018178,5.578954,[10 30] ; [30 32],[15.68627451 24.31372549] ; [24.31372549 37.68627451],0
s7,1,0.018545,5.543896,[20 41] ; [46 42],[27.02013423 33.97986577] ; [38.97986577 49.02013423],0
r2,1,0.024583,5.053048,[46 16] ; [82 11],[51.2 10.8] ; [76.8 16.2],0
n4,1,0.035762,4.408431,[37 25] ; [71 23],[42.92307692 19.07692308] ; [65.07692308 28.92307692],0
r4,1,0.035762,4.408431,[37 25] ; [71 23],[42.92307692 19.07692308] ; [65.07692308 28.92307692],0
b5,1,0.036304,4.382766,[37 25] ; [40 54],[30.6025641 31.3974359] ; [46.3974359 47.6025641],0
n3,1,0.057179,3.617371,[ 9 14] ; [22 12],[12.50877193 10.49122807] ; [18.49122807 15.50877193],0
p9,1,0.062873,3.459935,[37 25] ; [68 24],[42.27272727 19.72727273] ; [62.72727273 29.27272727],0
p2,1,0.062873,3.459935,[37 25] ; [68 24],[42.27272727 19.72727273] ; [62.72727273 29.27272727],0
p3,1,0.069943,3.284356,[19 43] ; [42 51],[24.4 37.6] ; [36.6 56.4],0
u1,1,0.070574,3.26962,[ 1 61] ; [ 8 86],[ 3.57692308 58.42307692] ; [ 5.42307692 88.57692308],0
v4,1,0.11417,2.495528,[48 14] ; [81 12],[51.6 10.4] ; [77.4 15.6],0
r3,1,0.11966,2.421761,[45 17] ; [78 16],[48.88461538 13.11538462] ; [74.11538462 19.88461538],0
p6,1,0.144666,2.127613,[14 46] ; [32 61],[18.03921569 41.96078431] ; [27.96078431 65.03921569],0
s2,1,0.154732,2.024973,[19 43] ; [39 54],[23.2 38.8] ; [34.8 58.2],0
v3,1,0.167577,1.904489,[ 9 52] ; [22 70],[12.35947712 48.64052288] ; [18.64052288 73.35947712],0
n1,1,0.179989,1.797716,[ 6 17] ; [16 21],[ 8.43333333 14.56666667] ; [13.56666667 23.43333333],0
s5,1,0.225551,1.468701,[15 44] ; [32 60],[18.36423841 40.63576159] ; [28.63576159 63.36423841],0
s4,1,0.239433,1.383929,[11 51] ; [24 69],[14. 48.] ; [21. 72.],0
v1,1,0.242992,1.36315,[17 44] ; [34 58],[20.33333333 40.66666667] ; [30.66666667 61.33333333],0
p5,1,0.274723,1.19301,[ 5 56] ; [13 80],[ 7.12987013 53.87012987] ; [10.87012987 82.12987013],0
n2,1,0.277673,1.178446,[13 10] ; [26 11],[14.95  8.05] ; [24.05 12.95],0
n5,1,0.285627,1.140122,[42 19] ; [72 22],[44.86451613 16.13548387] ; [69.13548387 24.86451613],0
u2,1,0.370028,0.803571,[17 25] ; [11 10],[18.66666667 23.33333333] ; [ 9.33333333 11.66666667],0
p12,1,0.373853,0.790816,[ 2 60] ; [ 6 87],[ 3.2 58.8] ; [ 4.8 88.2],0
p4,1,0.399828,0.708845,[25 36] ; [45 49],[27.5483871 33.4516129] ; [42.4516129 51.5483871],0
s1,1,0.504526,0.445402,[ 3 59] ; [ 7 86],[ 4. 58.] ; [ 6. 87.],0
a8,1,0.586077,0.296512,[ 7 52] ; [ 8 80],[ 6.02040816 52.97959184] ; [ 8.97959184 79.02040816],0
b1,1,0.696219,0.152435,[31 31] ; [50 44],[32.19230769 29.80769231] ; [48.80769231 45.19230769],0
p8,1,0.721921,0.12666,[22 40] ; [36 58],[23.05128205 38.94871795] ; [34.94871795 59.05128205],0
s3,1,0.727549,0.121374,[33 27] ; [49 45],[31.94805195 28.05194805] ; [50.05194805 43.94805195],0
b4,1,0.739819,0.110285,[34 28] ; [49 45],[32.98717949 29.01282051] ; [50.01282051 43.98717949],0
a1,1,0.81219,0.056455,[ 4 58] ; [ 7 87],[ 4.37179487 57.62820513] ; [ 6.62820513 87.37179487],0
u3,1,0.85551,0.033158,[17 25] ; [ 8 13],[16.66666667 25.33333333] ; [ 8.33333333 12.66666667],0
p1,1,0.898232,0.016357,[ 7 55] ; [10 84],[ 6.75641026 55.24358974] ; [10.24358974 83.75641026],0
p7,1,0.923265,0.009278,[31 30] ; [48 45],[31.29220779 29.70779221] ; [47.70779221 45.29220779],0
