Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,78.341003,[25 63] ; [109  15],[55.62264151 32.37735849] ; [78.37735849 45.62264151],1
p11,1,8e-06,20.041667,[43 48] ; [96 29],[58.56018519 32.43981481] ; [80.43981481 44.56018519],1
p2,1,7.1e-05,15.794817,[46 45] ; [95 29],[59.67906977 31.32093023] ; [81.32093023 42.67906977],1
v4,1,0.00024,13.490989,[63 26] ; [112  12],[73.12206573 15.87793427] ; [101.87793427  22.12206573],1
r3,1,0.00024,13.490989,[63 26] ; [112  12],[73.12206573 15.87793427] ; [101.87793427  22.12206573],1
n6,1,0.000356,12.747748,[48 42] ; [95 29],[60.14018692 29.85981308] ; [82.85981308 41.14018692],1
s2,1,0.000427,12.408072,[ 5 85] ; [29 95],[14.29906542 75.70093458] ; [ 19.70093458 104.29906542],1
a7,1,0.004883,7.922314,[44 45] ; [85 39],[53.90140845 35.09859155] ; [75.09859155 48.90140845],0
r4,1,0.005525,7.699002,[53 38] ; [95 30],[62.35185185 28.64814815] ; [85.64814815 39.35185185],0
d4,1,0.0056,7.674823,[56 33] ; [100  25],[64.87850467 24.12149533] ; [91.12149533 33.87850467],0
p8,1,0.008139,7.002606,[17 72] ; [44 79],[25.60849057 63.39150943] ; [35.39150943 87.60849057],0
d5,1,0.008626,6.898659,[52 39] ; [92 32],[60.94883721 30.05116279] ; [83.05116279 40.94883721],0
n5,1,0.022022,5.244081,[46 44] ; [82 41],[54.08450704 35.91549296] ; [73.91549296 49.08450704],0
s8,1,0.025117,5.015812,[ 6 85] ; [ 21 104],[11.375 79.625] ; [ 15.625 109.375],0
s7,1,0.033565,4.516724,[ 8 75] ; [25 95],[13.49261084 69.50738916] ; [ 19.50738916 100.49261084],0
a1,1,0.034888,4.450662,[ 8 83] ; [  3 122],[ 4.63425926 86.36574074] ; [  6.36574074 118.63425926],0
d1,1,0.03703,4.349016,[35 56] ; [66 59],[42.55092593 48.44907407] ; [58.44907407 66.55092593],0
v1,1,0.050941,3.810204,[22 67] ; [46 77],[28.54716981 60.45283019] ; [39.45283019 83.54716981],0
u3,1,0.054015,3.712243,[11 26] ; [21 20],[15.17948718 21.82051282] ; [16.82051282 24.17948718],0
v2,1,0.056073,3.649889,[29 58] ; [55 63],[35.64878049 51.35121951] ; [48.35121951 69.64878049],0
p4,1,0.063628,3.4402,[17 73] ; [37 86],[22.81690141 67.18309859] ; [31.18309859 91.81690141],0
r2,1,0.070957,3.260741,[70 17] ; [109  13],[74.51196172 12.48803828] ; [104.48803828  17.51196172],0
r1,1,0.084147,2.982933,[51 38] ; [86 39],[56.97663551 32.02336449] ; [80.02336449 44.97663551],0
a5,1,0.105331,2.622919,[46 45] ; [77 48],[51.81944444 39.18055556] ; [71.18055556 53.81944444],0
p7,1,0.112188,2.523132,[29 61] ; [52 69],[34.54976303 55.45023697] ; [46.45023697 74.54976303],0
n3,1,0.167269,1.907251,[23 18] ; [25 10],[25.89473684 15.10526316] ; [22.10526316 12.89473684],0
s4,1,0.197745,1.658949,[ 5 86] ; [ 13 112],[ 7.58333333 83.41666667] ; [ 10.41666667 114.58333333],0
v3,1,0.198352,1.654464,[18 69] ; [34 85],[21.96116505 65.03883495] ; [30.03883495 88.96116505],0
d3,1,0.228704,1.448905,[48 43] ; [75 48],[52.30373832 38.69626168] ; [70.69626168 52.30373832],0
p1,1,0.233741,1.417951,[ 6 84] ; [  4 121],[ 4.18604651 85.81395349] ; [  5.81395349 119.18604651],0
b1,1,0.237274,1.39672,[40 51] ; [45 80],[35.81018519 55.18981481] ; [49.18981481 75.81018519],0
n2,1,0.249379,1.326777,[24 19] ; [24 11],[26.46153846 16.53846154] ; [21.53846154 13.46153846],0
u2,1,0.293323,1.104305,[15 21] ; [22 19],[17.2987013 18.7012987] ; [19.7012987 21.2987013],0
a3,1,0.325503,0.966706,[54 35] ; [84 41],[57.39252336 31.60747664] ; [80.60747664 44.39252336],0
a4,1,0.333741,0.934326,[39 51] ; [46 79],[35.58139535 54.41860465] ; [49.41860465 75.58139535],0
s1,1,0.382151,0.76377,[ 5 83] ; [  4 120],[ 3.73584906 84.26415094] ; [  5.26415094 118.73584906],0
p12,1,0.384508,0.756241,[ 2 88] ; [  1 123],[ 1.26168224 88.73831776] ; [  1.73831776 122.26168224],0
b2,1,0.409112,0.68138,[20 36] ; [28 37],[22.21487603 33.78512397] ; [25.78512397 39.21487603],0
b3,1,0.409112,0.68138,[20 36] ; [28 37],[22.21487603 33.78512397] ; [25.78512397 39.21487603],0
n4,1,0.42146,0.646242,[52 38] ; [79 46],[54.8372093 35.1627907] ; [76.1627907 48.8372093],0
s3,1,0.576333,0.312201,[20 69] ; [32 92],[21.72769953 67.27230047] ; [30.27230047 93.72769953],0
d2,1,0.643956,0.213606,[42 47] ; [55 70],[40.3411215 48.6588785] ; [56.6588785 68.3411215],0
n1,1,0.657059,0.197116,[14 28] ; [13 21],[14.92105263 27.07894737] ; [12.07894737 21.92105263],0
p6,1,0.679903,0.170235,[14 75] ; [ 22 101],[15.11320755 73.88679245] ; [ 20.88679245 102.11320755],0
