Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,59.209444,[10 30] ; [76  6],[28.19672131 11.80327869] ; [57.80327869 24.19672131],1
r3,1,1e-06,24.600009,[19 21] ; [72  9],[30.08264463  9.91735537] ; [60.91735537 20.08264463],1
r2,1,7e-06,20.2829,[26 13] ; [79  3],[33.84297521  5.15702479] ; [71.15702479 10.84297521],1
s6,1,3.4e-05,17.186014,[11 29] ; [54 26],[21.66666667 18.33333333] ; [43.33333333 36.66666667],1
v4,1,3.9e-05,16.905589,[25 15] ; [75  6],[33.05785124  6.94214876] ; [66.94214876 14.05785124],1
u3,1,0.000199,13.840621,[ 3 17] ; [20  9],[ 9.3877551 10.6122449] ; [13.6122449 15.3877551],1
a7,1,0.000792,11.259282,[16 24] ; [58 23],[24.46280992 15.53719008] ; [49.53719008 31.46280992],1
s2,1,0.001739,9.806305,[ 7 33] ; [37 42],[14.78991597 25.21008403] ; [29.21008403 49.78991597],0
d5,1,0.003655,8.447901,[22 18] ; [65 16],[28.76033058 11.23966942] ; [58.23966942 22.76033058],0
a5,1,0.004143,8.220164,[17 23] ; [57 25],[24.26229508 15.73770492] ; [49.73770492 32.26229508],0
d4,1,0.004388,8.115831,[20 20] ; [60 19],[26.8907563 13.1092437] ; [53.1092437 25.8907563],0
d3,1,0.005451,7.72332,[15 25] ; [52 29],[22.14876033 17.85123967] ; [44.85123967 36.14876033],0
s8,1,0.006495,7.407661,[ 5 35] ; [29 51],[11.33333333 28.66666667] ; [22.66666667 57.33333333],0
d1,1,0.006735,7.342189,[12 28] ; [46 36],[19.01639344 20.98360656] ; [38.98360656 43.01639344],0
n6,1,0.012153,6.288453,[23 16] ; [66 16],[28.68595041 10.31404959] ; [60.31404959 21.68595041],0
p8,1,0.019038,5.498029,[ 6 33] ; [29 51],[11.47058824 27.52941176] ; [23.52941176 56.47058824],0
s3,1,0.023603,5.123604,[14 26] ; [45 34],[19.83193277 20.16806723] ; [39.16806723 39.83193277],0
a2,1,0.030318,4.691167,[ 5 35] ; [25 57],[ 9.83606557 30.16393443] ; [20.16393443 61.83606557],0
v1,1,0.032104,4.592951,[ 8 31] ; [33 49],[13.21487603 25.78512397] ; [27.78512397 54.21487603],0
s7,1,0.037226,4.340028,[ 9 29] ; [34 44],[14.0862069 23.9137931] ; [28.9137931 49.0862069],0
a1,1,0.04711,3.941443,[ 7 33] ; [ 5 77],[ 3.93442623 36.06557377] ; [ 8.06557377 73.93442623],0
u1,1,0.047149,3.940052,[ 3 37] ; [18 64],[ 6.8852459 33.1147541] ; [14.1147541 67.8852459],0
p7,1,0.050154,3.836317,[12 28] ; [39 41],[17. 23.] ; [34. 46.],0
u2,1,0.063645,3.439763,[ 5 14] ; [15 13],[ 8.08510638 10.91489362] ; [11.91489362 16.08510638],0
s5,1,0.082231,3.02025,[ 4 33] ; [20 61],[ 7.52542373 29.47457627] ; [16.47457627 64.52542373],0
a3,1,0.085591,2.955407,[20 20] ; [53 27],[24.33333333 15.66666667] ; [48.66666667 31.33333333],0
p2,1,0.094325,2.798971,[19 21] ; [52 30],[23.27868852 16.72131148] ; [47.72131148 34.27868852],0
v3,1,0.118251,2.440336,[ 8 32] ; [27 53],[11.66666667 28.33333333] ; [23.33333333 56.66666667],0
p11,1,0.120882,2.405859,[15 25] ; [43 39],[19.01639344 20.98360656] ; [38.98360656 43.01639344],0
v2,1,0.123921,2.367055,[10 29] ; [32 48],[13.76470588 25.23529412] ; [28.23529412 51.76470588],0
a8,1,0.135819,2.224698,[ 3 35] ; [13 57],[ 5.62962963 32.37037037] ; [10.37037037 59.62962963],0
n2,1,0.147766,2.095157,[ 9 10] ; [23 11],[11.47169811  7.52830189] ; [20.52830189 13.47169811],0
b4,1,0.197773,1.658743,[21 19] ; [53 29],[24.26229508 15.73770492] ; [49.73770492 32.26229508],0
p4,1,0.227809,1.454488,[13 27] ; [36 46],[16.06557377 23.93442623] ; [32.93442623 49.06557377],0
p3,1,0.235855,1.405197,[ 9 31] ; [27 55],[11.80327869 28.19672131] ; [24.19672131 57.80327869],0
s4,1,0.237261,1.396797,[ 9 31] ; [11 68],[ 6.72268908 33.27731092] ; [13.27731092 65.72268908],0
p5,1,0.387544,0.746633,[ 2 37] ; [ 8 74],[ 3.2231405 35.7768595] ; [ 6.7768595 75.2231405],0
a4,1,0.470579,0.520616,[17 22] ; [41 40],[18.85 20.15] ; [39.15 41.85],0
