Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000383,12.611997,[29 23] ; [ 3 21],[21.89473684 30.10526316] ; [10.10526316 13.89473684],1
d4,1,0.000628,11.692308,[45  7] ; [12 12],[39. 13.] ; [18.  6.],1
d2,1,0.001082,10.68194,[27 25] ; [ 3 21],[20.52631579 31.47368421] ; [ 9.47368421 14.52631579],0
a4,1,0.002892,8.874496,[19 33] ; [ 1 23],[13.68421053 38.31578947] ; [ 6.31578947 17.68421053],0
v2,1,0.004379,8.119658,[24 28] ; [ 3 21],[18.47368421 33.52631579] ; [ 8.52631579 15.47368421],0
s7,1,0.024663,5.047395,[19 31] ; [ 3 21],[14.86486486 35.13513514] ; [ 7.13513514 16.86486486],0
s5,1,0.031652,4.617242,[18 31] ; [ 3 21],[14.09589041 34.90410959] ; [ 6.90410959 17.09589041],0
d3,1,0.033412,4.524534,[37 15] ; [11 13],[32.84210526 19.15789474] ; [15.15789474  8.84210526],0
u3,1,0.041824,4.1423,[13  6] ; [ 5 10],[10.05882353  8.94117647] ; [7.94117647 7.05882353],0
a3,1,0.050302,3.831359,[33 19] ; [ 9 14],[29.12 22.88] ; [12.88 10.12],0
b2,1,0.053532,3.727232,[14 18] ; [ 2 12],[11.13043478 20.86956522] ; [4.86956522 9.13043478],0
b3,1,0.053532,3.727232,[14 18] ; [ 2 12],[11.13043478 20.86956522] ; [4.86956522 9.13043478],0
s6,1,0.053693,3.722229,[27 24] ; [ 7 17],[23.12 27.88] ; [10.88 13.12],0
r3,1,0.057821,3.598823,[46  6] ; [17  7],[43.10526316  8.89473684] ; [19.89473684  4.10526316],0
a7,1,0.073275,3.208093,[37 15] ; [12 12],[33.52631579 18.47368421] ; [15.47368421  8.52631579],0
r2,1,0.074806,3.174281,[40  9] ; [15  9],[36.91780822 12.08219178] ; [18.08219178  5.91780822],0
v1,1,0.087501,2.919763,[19 32] ; [ 4 19],[15.85135135 35.14864865] ; [ 7.14864865 15.85135135],0
s4,1,0.089718,2.879417,[13 39] ; [ 2 22],[10.26315789 41.73684211] ; [ 4.73684211 19.26315789],0
p7,1,0.209171,1.577153,[23 28] ; [14  9],[25.5 25.5] ; [11.5 11.5],0
p10,1,0.213728,1.54599,[28 21] ; [10 14],[25.50684932 23.49315068] ; [12.49315068 11.50684932],0
a6,1,0.241779,1.370192,[27 25] ; [ 9 15],[24.63157895 27.36842105] ; [11.36842105 12.63157895],0
r4,1,0.252894,1.307248,[29 23] ; [10 14],[26.68421053 25.31578947] ; [12.31578947 11.68421053],0
b4,1,0.261345,1.261617,[31 21] ; [11 13],[28.73684211 23.26315789] ; [13.26315789 10.73684211],0
v3,1,0.371604,0.798294,[13 37] ; [ 4 20],[11.48648649 38.51351351] ; [ 5.51351351 18.48648649],0
p4,1,0.381965,0.76437,[18 33] ; [11 13],[19.72 31.28] ; [ 9.28 14.72],0
n4,1,0.40189,0.702663,[18 34] ; [ 6 18],[16.42105263 35.57894737] ; [ 7.57894737 16.42105263],0
n2,1,0.410004,0.678788,[15  7] ; [3 3],[14.14285714  7.85714286] ; [3.85714286 2.14285714],0
a8,1,0.425488,0.635106,[ 2 47] ; [ 2 21],[ 2.72222222 46.27777778] ; [ 1.27777778 21.72222222],0
b5,1,0.431279,0.619377,[32 20] ; [17  7],[33.52631579 18.47368421] ; [15.47368421  8.52631579],0
p11,1,0.431796,0.617987,[31 21] ; [12 12],[29.42105263 22.57894737] ; [13.57894737 10.42105263],0
p2,1,0.492348,0.47139,[32 19] ; [17  7],[33.32 17.68] ; [15.68  8.32],0
b1,1,0.498838,0.457407,[26 26] ; [10 14],[24.63157895 27.36842105] ; [11.36842105 12.63157895],0
p8,1,0.521308,0.411305,[17 33] ; [10 14],[18.24324324 31.75675676] ; [ 8.75675676 15.24324324],0
p6,1,0.563703,0.333333,[13 35] ; [ 5 19],[12. 36.] ; [ 6. 18.],0
s1,1,0.564422,0.332105,[ 4 48] ; [ 1 23],[ 3.42105263 48.57894737] ; [ 1.57894737 22.42105263],0
s8,1,0.568745,0.324786,[14 38] ; [ 5 19],[13. 39.] ; [ 6. 18.],0
v4,1,0.582797,0.301735,[43  8] ; [19  5],[42.16  8.84] ; [19.84  4.16],0
p9,1,0.65094,0.204717,[30 19] ; [16  8],[30.87671233 18.12328767] ; [15.12328767  8.87671233],0
s3,1,0.656788,0.197449,[19 31] ; [10 13],[19.8630137 30.1369863] ; [ 9.1369863 13.8630137],0
n6,1,0.666611,0.185592,[32 20] ; [16  8],[32.84210526 19.15789474] ; [15.15789474  8.84210526],0
s2,1,0.69179,0.157155,[22 30] ; [ 9 15],[21.21052632 30.78947368] ; [ 9.78947368 14.21052632],0
n3,1,0.736268,0.113434,[13  9] ; [4 2],[13.35714286  8.64285714] ; [3.64285714 2.35714286],0
p3,1,0.741363,0.108932,[19 32] ; [ 8 16],[18.36 32.64] ; [ 8.64 15.36],0
p5,1,0.757732,0.095148,[ 3 48] ; [ 1 23],[ 2.72 48.28] ; [ 1.28 22.72],0
u2,1,0.79026,0.070742,[11  8] ; [8 7],[10.61764706  8.38235294] ; [8.38235294 6.61764706],0
p1,1,0.838178,0.041708,[ 5 46] ; [ 2 22],[ 4.76 46.24] ; [ 2.24 21.76],0
a1,1,0.923258,0.00928,[ 4 48] ; [ 2 22],[ 4.10526316 47.89473684] ; [ 1.89473684 22.10526316],0
p12,1,0.946819,0.004449,[ 2 50] ; [ 1 23],[ 2.05263158 49.94736842] ; [ 0.94736842 23.05263158],0
