Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,123.328162,[369   3] ; [15 11],[358.91457286  13.08542714] ; [25.08542714  0.91457286],1
r1,1,0.0,88.271981,[323  49] ; [ 4 23],[304.87218045  67.12781955] ; [22.12781955  4.87218045],1
v4,1,0.0,86.761726,[369   4] ; [17  9],[360.84711779  12.15288221] ; [25.15288221  0.84711779],1
r3,1,0.0,36.135944,[363   9] ; [20  7],[357.08270677  14.91729323] ; [25.91729323  1.08270677],1
p10,1,4e-06,21.479101,[330  40] ; [15 11],[322.34848485  47.65151515] ; [22.65151515  3.34848485],1
p9,1,0.000935,10.952588,[333  34] ; [19  8],[327.87817259  39.12182741] ; [24.12182741  2.87817259],1
a7,1,0.001935,9.610548,[279  91] ; [13 14],[272.14105793  97.85894207] ; [19.85894207  7.14105793],0
s3,1,0.010216,6.596821,[324  45] ; [19  8],[319.61363636  49.38636364] ; [23.38636364  3.61363636],0
s7,1,0.010499,6.548177,[262  95] ; [13 13],[256.33159269 100.66840731] ; [18.66840731  7.33159269],0
p7,1,0.012747,6.203855,[251 109] ; [12 14],[245.28497409 114.71502591] ; [17.71502591  8.28497409],0
n4,1,0.013007,6.168104,[316  56] ; [18  9],[311.39849624  60.60150376] ; [22.60150376  4.39849624],0
u2,1,0.014344,5.995319,[49 36] ; [1 7],[45.69892473 39.30107527] ; [4.30107527 3.69892473],0
s6,1,0.017225,5.673341,[327  39] ; [20  7],[323.16030534  42.83969466] ; [23.83969466  3.16030534],0
p8,1,0.019418,5.463497,[208 160] ; [ 9 18],[202.16708861 165.83291139] ; [14.83291139 12.16708861],0
s5,1,0.022049,5.241906,[184 172] ; [ 7 18],[178.4671916 177.5328084] ; [12.5328084 12.4671916],0
s8,1,0.031569,4.621736,[242 130] ; [12 15],[236.81203008 135.18796992] ; [17.18796992  9.81203008],0
v1,1,0.035666,4.412981,[216 147] ; [10 16],[210.89460154 152.10539846] ; [15.10539846 10.89460154],0
u1,1,0.038785,4.270251,[ 93 280] ; [ 2 25],[ 88.5875 284.4125] ; [ 6.4125 20.5875],0
a2,1,0.040518,4.196043,[110 263] ; [ 3 24],[105.3725 267.6275] ; [ 7.6275 19.3725],0
a4,1,0.079534,3.074392,[189 183] ; [ 9 18],[184.60150376 187.39849624] ; [13.39849624 13.60150376],0
d2,1,0.119285,2.426689,[209 163] ; [11 16],[205.11278195 166.88721805] ; [14.88721805 12.11278195],0
d1,1,0.130018,2.292288,[247 126] ; [14 13],[243.3825 129.6175] ; [17.6175  9.3825],0
u3,1,0.148454,2.088061,[54 31] ; [3 5],[52.09677419 32.90322581] ; [4.90322581 3.09677419],0
d5,1,0.162456,1.951215,[313  58] ; [20  7],[310.40954774  60.59045226] ; [22.59045226  4.40954774],0
n1,1,0.167546,1.904762,[30 40] ; [2 8],[28. 42.] ; [4. 6.],0
a5,1,0.189231,1.723595,[289  83] ; [18  9],[286.22556391  85.77443609] ; [20.77443609  6.22556391],0
p11,1,0.195179,1.678086,[301  72] ; [19  8],[298.4  74.6] ; [21.6  5.4],0
p12,1,0.196317,1.669561,[ 44 327] ; [ 1 26],[ 41.94723618 329.05276382] ; [ 3.05276382 23.94723618],0
n5,1,0.201025,1.634912,[312  61] ; [20  7],[309.59  63.41] ; [22.41  4.59],0
b2,1,0.212388,1.555076,[ 95 138] ; [ 4 12],[ 92.63855422 140.36144578] ; [6.36144578 9.63855422],0
b3,1,0.212388,1.555076,[ 95 138] ; [ 4 12],[ 92.63855422 140.36144578] ; [6.36144578 9.63855422],0
d4,1,0.224804,1.473437,[320  51] ; [21  6],[317.86683417  53.13316583] ; [23.13316583  3.86683417],0
v3,1,0.285298,1.141679,[163 196] ; [ 9 17],[160.38441558 198.61558442] ; [11.61558442 14.38441558],0
p5,1,0.309573,1.032498,[ 55 313] ; [ 2 24],[ 53.23857868 314.76142132] ; [ 3.76142132 22.23857868],0
d3,1,0.350006,0.873434,[265 106] ; [17 10],[262.86934673 108.13065327] ; [19.13065327  7.86934673],0
p4,1,0.353956,0.859225,[252 119] ; [16 11],[249.81909548 121.18090452] ; [18.18090452  8.81909548],0
n3,1,0.38469,0.75566,[52 19] ; [6 4],[50.83950617 20.16049383] ; [7.16049383 2.83950617],0
p6,1,0.400091,0.708051,[167 201] ; [10 17],[164.90126582 203.09873418] ; [12.09873418 14.90126582],0
a3,1,0.405633,0.691564,[287  84] ; [19  8],[285.24120603  85.75879397] ; [20.75879397  6.24120603],0
p2,1,0.463549,0.537311,[319  52] ; [21  5],[317.73299748  53.26700252] ; [22.26700252  3.73299748],0
b4,1,0.485097,0.487384,[219 154] ; [14 13],[217.2725 155.7275] ; [15.7275 11.2725],0
b5,1,0.514407,0.425092,[225 148] ; [18  9],[226.5975 146.4025] ; [16.4025 10.5975],0
n2,1,0.543734,0.368664,[55 15] ; [7 3],[54.25 15.75] ; [7.75 2.25],0
v2,1,0.602582,0.271119,[212 147] ; [14 12],[210.73766234 148.26233766] ; [15.26233766 10.73766234],0
p1,1,0.673277,0.177793,[ 38 332] ; [ 2 24],[ 37.37373737 332.62626263] ; [ 2.62626263 23.37373737],0
s1,1,0.7406,0.1096,[ 19 350] ; [ 1 26],[ 18.63636364 350.36363636] ; [ 1.36363636 25.63636364],0
s4,1,0.743076,0.107442,[ 85 282] ; [ 7 20],[ 85.69543147 281.30456853] ; [ 6.30456853 20.69543147],0
a1,1,0.749812,0.101689,[ 22 351] ; [ 2 25],[ 22.38 350.62] ; [ 1.62 25.38],0
a6,1,0.833853,0.044001,[241 130] ; [17 10],[240.49748744 130.50251256] ; [17.50251256  9.49748744],0
b1,1,0.849938,0.035796,[145 228] ; [10 17],[144.5375 228.4625] ; [10.4625 16.5375],0
p3,1,0.932639,0.007145,[203 168] ; [15 12],[203.21105528 167.78894472] ; [14.78894472 12.21105528],0
