Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.837258,[317 114] ; [26 34],[301.08553971 129.91446029] ; [41.91446029 18.08553971],1
p8,1,6e-06,20.377443,[263 173] ; [19 44],[246.39679359 189.60320641] ; [35.60320641 27.39679359],1
p4,1,1.1e-05,19.340254,[309 132] ; [26 36],[293.70775348 147.29224652] ; [41.29224652 20.70775348],1
p3,1,0.006694,7.353392,[252 190] ; [24 38],[242.04761905 199.95238095] ; [33.95238095 28.04761905],0
d4,1,0.049801,3.848156,[377  64] ; [47 15],[371.73757455  69.26242545] ; [52.26242545  9.73757455],0
s4,1,0.059222,3.559037,[ 88 349] ; [19 43],[ 93.70541082 343.29458918] ; [13.29458918 48.70541082],0
p12,1,0.060235,3.530913,[ 48 394] ; [12 51],[ 52.51485149 389.48514851] ; [ 7.48514851 55.51485149],0
n4,1,0.069061,3.305187,[359  83] ; [45 18],[353.6  88.4] ; [50.4 12.6],0
v2,1,0.075114,3.167572,[247 180] ; [40 17],[253.20041322 173.79958678] ; [33.79958678 23.20041322],0
d3,1,0.095387,2.781027,[323 119] ; [39 23],[317.46825397 124.53174603] ; [44.53174603 17.46825397],0
p9,1,0.109422,2.562555,[425  16] ; [58  5],[422.625  18.375] ; [60.375  2.625],0
n5,1,0.143544,2.139548,[356  84] ; [46 17],[351.6500994  88.3499006] ; [50.3499006 12.6500994],0
s1,1,0.148881,2.083679,[ 13 424] ; [ 4 57],[ 14.91767068 422.08232932] ; [ 2.08232932 58.91767068],0
d5,1,0.184862,1.758098,[371  70] ; [48 14],[367.35387674  73.64612326] ; [51.64612326 10.35387674],0
b1,1,0.188666,1.728007,[152 290] ; [27 36],[156.66930693 285.33069307] ; [22.33069307 40.66930693],0
b4,1,0.197873,1.658004,[257 185] ; [42 21],[261.6990099 180.3009901] ; [37.3009901 25.6990099],0
s8,1,0.208321,1.583056,[254 186] ; [41 21],[258.56573705 181.43426295] ; [36.43426295 25.56573705],0
p11,1,0.265379,1.240479,[375  67] ; [50 13],[371.98019802  70.01980198] ; [53.01980198  9.98019802],0
a7,1,0.283641,1.14956,[329 112] ; [43 20],[325.5 115.5] ; [46.5 16.5],0
b5,1,0.291723,1.111651,[264 178] ; [42 21],[267.82574257 174.17425743] ; [38.17425743 24.82574257],0
a1,1,0.328679,0.954094,[ 22 420] ; [ 5 58],[ 23.63168317 418.36831683] ; [ 3.36831683 59.63168317],0
n2,1,0.356829,0.849022,[68 20] ; [14  2],[69.38461538 18.61538462] ; [12.61538462  3.38461538],0
r3,1,0.374543,0.788537,[428  12] ; [60  3],[426.87872763  13.12127237] ; [61.12127237  1.87872763],0
d1,1,0.397868,0.71476,[277 165] ; [36 27],[273.95247525 168.04752475] ; [39.04752475 23.95247525],0
a8,1,0.41703,0.65867,[ 57 349] ; [ 6 53],[ 55.00645161 350.99354839] ; [ 7.99354839 51.00645161],0
n3,1,0.422466,0.643446,[63 24] ; [10  6],[61.66019417 25.33980583] ; [11.33980583  4.66019417],0
u3,1,0.423977,0.639266,[70 41] ; [9 8],[68.5078125 42.4921875] ; [10.4921875  6.5078125],0
