Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,134.400877,[ 40 132] ; [129  17],[91.40880503 80.59119497] ; [77.59119497 68.40880503],1
s6,1,0.0,67.545907,[ 65 106] ; [122  24],[100.87381703  70.12618297] ; [86.12618297 59.87381703],1
s7,1,0.0,51.980117,[ 36 129] ; [88 53],[66.8627451 98.1372549] ; [57.1372549 83.8627451],1
s8,1,2e-06,23.096506,[ 37 135] ; [69 78],[ 57.15360502 114.84639498] ; [48.84639498 98.15360502],1
s5,1,4e-06,21.229158,[ 27 143] ; [55 86],[ 44.82315113 125.17684887] ; [ 37.17684887 103.82315113],1
s4,1,2.1e-05,18.072535,[ 17 155] ; [ 41 103],[ 31.56962025 140.43037975] ; [ 26.43037975 117.56962025],1
p9,1,0.000269,13.272342,[116  53] ; [124  20],[129.58466454  39.41533546] ; [110.41533546  33.58466454],1
p2,1,0.001578,9.985163,[121  52] ; [124  22],[132.86833856  40.13166144] ; [112.13166144  33.86833856],0
r2,1,0.001882,9.661525,[150  21] ; [140   4],[157.42857143  13.57142857] ; [132.57142857  11.42857143],0
p10,1,0.002219,9.35862,[114  54] ; [121  25],[125.73248408  42.26751592] ; [109.26751592  36.73248408],0
u1,1,0.002265,9.321355,[ 19 154] ; [ 35 112],[ 29.19375 143.80625] ; [ 24.80625 122.19375],0
p7,1,0.008068,7.018268,[83 86] ; [91 51],[94.55305466 74.44694534] ; [79.44694534 62.55305466],0
p6,1,0.013617,6.087123,[ 36 135] ; [49 98],[ 45.70754717 125.29245283] ; [ 39.29245283 107.70754717],0
p4,1,0.019018,5.499905,[74 97] ; [83 64],[84.4245283 86.5754717] ; [72.5754717 74.4245283],0
d2,1,0.022634,5.196404,[ 68 105] ; [76 70],[78.09404389 94.90595611] ; [65.90595611 80.09404389],0
r3,1,0.025589,4.983547,[156  17] ; [140   5],[161.03144654  11.96855346] ; [134.96855346  10.03144654],0
v4,1,0.035111,4.43976,[155  18] ; [139   6],[159.94339623  13.05660377] ; [134.05660377  10.94339623],0
n5,1,0.04422,4.048152,[99 71] ; [101  45],[107.59493671  62.40506329] ; [92.40506329 53.59493671],0
r1,1,0.061603,3.493698,[127  46] ; [120  26],[133.95297806  39.04702194] ; [113.04702194  32.95297806],0
p12,1,0.063697,3.438397,[  5 166] ; [ 11 136],[  8.60377358 162.39622642] ; [  7.39622642 139.60377358],0
n3,1,0.074028,3.191375,[40 19] ; [28  5],[43.60869565 15.39130435] ; [24.39130435  8.60869565],0
n6,1,0.07462,3.178348,[127  45] ; [120  26],[133.59748428  38.40251572] ; [113.40251572  32.59748428],0
u3,1,0.093435,2.814182,[27 29] ; [28 15],[31.11111111 24.88888889] ; [23.88888889 19.11111111],0
p3,1,0.097638,2.743709,[ 59 114] ; [63 83],[ 66.1630094 106.8369906] ; [55.8369906 90.1630094],0
r4,1,0.100873,2.691686,[143  30] ; [131  16],[148.13125  24.86875] ; [125.86875  21.13125],0
a2,1,0.107026,2.597592,[ 36 137] ; [ 42 105],[ 42.16875 130.83125] ; [ 35.83125 111.16875],0
n4,1,0.114149,2.495812,[111  61] ; [107  40],[117.54231975  54.45768025] ; [100.45768025  46.54231975],0
d4,1,0.123841,2.368062,[138  35] ; [126  20],[143.17241379  29.82758621] ; [120.82758621  25.17241379],0
b5,1,0.176923,1.823281,[99 74] ; [95 52],[104.88125  68.11875] ; [89.11875 57.88125],0
d1,1,0.192186,1.70078,[91 82] ; [88 59],[96.771875 76.228125] ; [82.228125 64.771875],0
n2,1,0.200464,1.63899,[37 22] ; [25  8],[39.76086957 19.23913043] ; [22.23913043 10.76086957],0
s1,1,0.267538,1.229327,[  5 164] ; [  8 139],[  6.95253165 162.04746835] ; [  6.04746835 140.95253165],0
p8,1,0.272786,1.202683,[70 99] ; [69 76],[74.81210191 94.18789809] ; [64.18789809 80.81210191],0
v2,1,0.356431,0.850429,[69 97] ; [66 75],[72.99674267 93.00325733] ; [62.00325733 78.99674267],0
a6,1,0.394624,0.724647,[128  45] ; [114  32],[131.24137931  41.75862069] ; [110.75862069  35.24137931],0
b3,1,0.4038,0.696981,[28 74] ; [24 48],[30.48275862 71.51724138] ; [21.51724138 50.48275862],0
b2,1,0.4038,0.696981,[28 74] ; [24 48],[30.48275862 71.51724138] ; [21.51724138 50.48275862],0
b4,1,0.407185,0.687006,[98 75] ; [90 57],[101.6375  71.3625] ; [86.3625 60.6375],0
n1,1,0.428321,0.627372,[22 35] ; [10 23],[20.26666667 36.73333333] ; [11.73333333 21.26666667],0
p1,1,0.534079,0.386624,[  9 163] ; [ 10 135],[ 10.30914826 161.69085174] ; [  8.69085174 136.30914826],0
