Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5e-06,20.848671,[ 67 100] ; [49 18],[82.78632479 84.21367521] ; [33.21367521 33.78632479],1
s7,1,0.000107,15.001938,[ 27 131] ; [27 38],[ 38.26008969 119.73991031] ; [15.73991031 49.26008969],1
p7,1,0.000108,14.99986,[82 84] ; [51 15],[95.1637931 70.8362069] ; [37.8362069 28.1637931],1
p2,1,0.000118,14.826458,[126  41] ; [65  2],[136.31196581  30.68803419] ; [54.68803419 12.31196581],1
p3,1,0.000704,11.47809,[ 62 106] ; [41 26],[73.63404255 94.36595745] ; [29.36595745 37.63404255],1
p8,1,0.003135,8.72731,[74 93] ; [44 23],[84.21367521 82.78632479] ; [33.78632479 33.21367521],0
s8,1,0.00638,7.43971,[ 30 138] ; [23 44],[ 37.8893617 130.1106383] ; [15.1106383 51.8893617],0
b3,1,0.009534,6.72,[36 64] ; [24 16],[42.85714286 57.14285714] ; [17.14285714 22.85714286],0
b2,1,0.009534,6.72,[36 64] ; [24 16],[42.85714286 57.14285714] ; [17.14285714 22.85714286],0
u1,1,0.010064,6.623592,[ 13 155] ; [13 54],[ 18.58723404 149.41276596] ; [ 7.41276596 59.58723404],0
p12,1,0.010986,6.467504,[  2 165] ; [ 5 62],[  4.9957265 162.0042735] ; [ 2.0042735 64.9957265],0
n4,1,0.027934,4.832116,[111  57] ; [54 13],[117.95744681  50.04255319] ; [47.04255319 19.95744681],0
v1,1,0.04328,4.08443,[71 92] ; [39 28],[77.95652174 85.04347826] ; [32.04347826 34.95652174],0
n5,1,0.045095,4.015095,[112  54] ; [54 13],[118.26609442  47.73390558] ; [47.73390558 19.26609442],0
v3,1,0.07546,3.160058,[ 51 108] ; [29 36],[ 56.78571429 102.21428571] ; [23.21428571 41.78571429],0
d1,1,0.086143,2.945006,[82 86] ; [41 26],[87.93191489 80.06808511] ; [35.06808511 31.93191489],0
s4,1,0.087694,2.91621,[ 11 157] ; [ 9 58],[ 14.29787234 153.70212766] ; [ 5.70212766 61.29787234],0
a7,1,0.115516,2.477083,[115  53] ; [52 14],[119.8974359  48.1025641] ; [47.1025641 18.8974359],0
a2,1,0.128963,2.304939,[ 26 142] ; [16 51],[ 30.02553191 137.97446809] ; [11.97446809 55.02553191],0
a3,1,0.166717,1.912216,[111  56] ; [50 16],[115.39484979  51.60515021] ; [45.60515021 20.39484979],0
n6,1,0.18001,1.79754,[129  38] ; [57 10],[132.74358974  34.25641026] ; [53.25641026 13.74358974],0
d3,1,0.205071,1.605886,[104  64] ; [46 19],[108.15450644  59.84549356] ; [41.84549356 23.15450644],0
r2,1,0.215597,1.533437,[147  19] ; [62  4],[149.54310345  16.45689655] ; [59.45689655  6.54310345],0
p1,1,0.239601,1.382942,[ 12 155] ; [ 8 59],[ 14.27350427 152.72649573] ; [ 5.72649573 61.27350427],0
a6,1,0.245509,1.348678,[107  61] ; [48 19],[110.80851064  57.19148936] ; [44.19148936 22.80851064],0
r4,1,0.261947,1.258437,[135  33] ; [58  9],[137.97446809  30.02553191] ; [55.02553191 11.97446809],0
