Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5e-06,20.848671,[ 67 100] ; [49 18],[82.78632479 84.21367521] ; [33.21367521 33.78632479],1
a5,1,0.281169,1.161429,[108  60] ; [48 19],[111.52340426  56.47659574] ; [44.47659574 22.52340426],0
s5,1,0.296161,1.091402,[ 19 143] ; [11 54],[ 21.40969163 140.59030837] ; [ 8.59030837 56.40969163],0
u2,1,0.338891,0.914622,[26 31] ; [10  7],[27.72972973 29.27027027] ; [8.27027027 8.72972973],0
r1,1,0.396517,0.718863,[116  52] ; [50 17],[118.67234043  49.32765957] ; [47.32765957 19.67234043],0
a4,1,0.416849,0.659181,[ 68 100] ; [31 36],[70.77446809 97.22553191] ; [28.22553191 38.77446809],0
v2,1,0.463997,0.536234,[83 78] ; [37 28],[85.48672566 75.51327434] ; [34.51327434 30.48672566],0
d5,1,0.465575,0.532459,[122  46] ; [51 15],[124.20512821  43.79487179] ; [48.79487179 17.20512821],0
s2,1,0.483795,0.490296,[ 33 134] ; [16 51],[ 34.97008547 132.02991453] ; [14.02991453 52.97008547],0
u4,1,0.499017,0.457026,[  1 167] ; [ 1 66],[  1.42978723 166.57021277] ; [ 0.57021277 66.42978723],0
d2,1,0.513377,0.427177,[ 67 100] ; [30 37],[69.22649573 97.77350427] ; [27.77350427 39.22649573],0
a1,1,0.542373,0.37116,[  8 160] ; [ 2 65],[  7.14893617 160.85106383] ; [ 2.85106383 64.14893617],0
a8,1,0.639943,0.218817,[ 20 135] ; [ 6 51],[ 19.00943396 135.99056604] ; [ 6.99056604 50.00943396],0
b4,1,0.664751,0.187804,[93 75] ; [35 32],[91.50638298 76.49361702] ; [36.49361702 30.50638298],0
u3,1,0.686607,0.162783,[27 30] ; [9 8],[27.72972973 29.27027027] ; [8.27027027 8.72972973],0
p11,1,0.698925,0.149593,[139  29] ; [54 13],[137.97446809  30.02553191] ; [55.02553191 11.97446809],0
p10,1,0.724428,0.12429,[145  22] ; [57 10],[144.16239316  22.83760684] ; [57.83760684  9.16239316],0
b1,1,0.745012,0.10577,[ 64 104] ; [24 43],[ 62.9106383 105.0893617] ; [25.0893617 41.9106383],0
n2,1,0.756117,0.096463,[28 10] ; [9 4],[27.56862745 10.43137255] ; [9.43137255 3.56862745],0
n1,1,0.774987,0.081715,[13 24] ; [4 9],[12.58 24.42] ; [4.42 8.58],0
d4,1,0.792619,0.069122,[133  35] ; [52 15],[132.25531915  35.74468085] ; [52.74468085 14.25531915],0
r3,1,0.815721,0.054313,[153  14] ; [62  5],[153.44017094  13.55982906] ; [61.55982906  5.44017094],0
p5,1,0.828325,0.047024,[ 11 154] ; [ 5 62],[ 11.37931034 153.62068966] ; [ 4.62068966 62.37931034],0
b5,1,0.952961,0.00348,[101  67] ; [40 27],[100.8  67.2] ; [40.2 26.8],0
n3,1,0.96446,0.001985,[29  9] ; [10  3],[29.05882353  8.94117647] ; [9.94117647 3.05882353],0
s3,1,0.969877,0.001426,[ 45 121] ; [18 49],[ 44.88412017 121.11587983] ; [18.11587983 48.88412017],0
