Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.864669,[ 3 20] ; [72 26],[14.25619835  8.74380165] ; [60.74380165 37.25619835],1
v4,1,0.000171,14.130039,[11 12] ; [81 15],[17.78151261  5.21848739] ; [74.21848739 21.78151261],1
r3,1,0.000275,13.230064,[11 12] ; [81 16],[17.63333333  5.36666667] ; [74.36666667 22.63333333],1
r1,1,0.000419,12.444876,[ 8 15] ; [72 26],[15.20661157  7.79338843] ; [64.79338843 33.20661157],1
d5,1,0.000522,12.036797,[ 9 14] ; [74 23],[15.90833333  7.09166667] ; [67.09166667 29.90833333],1
b1,1,0.004213,8.189441,[17  6] ; [40 58],[10.83471074 12.16528926] ; [46.16528926 51.83471074],0
s2,1,0.006708,7.349585,[ 2 21] ; [37 60],[ 7.475 15.525] ; [31.525 65.475],0
a6,1,0.007383,7.17742,[ 9 14] ; [67 30],[14.56666667  8.43333333] ; [61.43333333 35.56666667],0
u3,1,0.015839,5.820673,[3 9] ; [24 13],[6.6122449 5.3877551] ; [20.3877551 16.6122449],0
s3,1,0.016199,5.781183,[ 5 17] ; [49 47],[10.06779661 11.93220339] ; [43.93220339 52.06779661],0
d1,1,0.019004,5.501113,[ 4 19] ; [43 55],[ 8.9338843 14.0661157] ; [38.0661157 59.9338843],0
p9,1,0.05591,3.654729,[ 9 13] ; [60 35],[12.97435897  9.02564103] ; [56.02564103 38.97435897],0
d3,1,0.078123,3.103529,[10 13] ; [61 35],[13.72268908  9.27731092] ; [57.27731092 38.72268908],0
p7,1,0.134375,2.241222,[12 11] ; [32 59],[ 8.87719298 14.12280702] ; [35.12280702 55.87719298],0
n2,1,0.164915,1.928571,[6 6] ; [30 12],[8. 4.] ; [28. 14.],0
s7,1,0.169526,1.887133,[ 3 17] ; [28 65],[ 5.48672566 14.51327434] ; [25.51327434 67.48672566],0
v3,1,0.203248,1.618881,[ 3 20] ; [23 67],[ 5.2920354 17.7079646] ; [20.7079646 69.2920354],0
s8,1,0.273273,1.200246,[ 3 20] ; [23 75],[ 4.94214876 18.05785124] ; [21.05785124 76.94214876],0
d2,1,0.278272,1.175512,[ 6 17] ; [37 60],[ 8.24166667 14.75833333] ; [34.75833333 62.24166667],0
p10,1,0.280038,1.166906,[ 9 13] ; [51 44],[11.28205128 10.71794872] ; [48.71794872 46.28205128],0
n5,1,0.284236,1.146725,[ 9 14] ; [50 47],[11.30833333 11.69166667] ; [47.69166667 49.30833333],0
p2,1,0.29655,1.089645,[11 12] ; [58 39],[13.225  9.775] ; [55.775 41.225],0
