Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,64.429362,[102  21] ; [ 2 28],[83.60784314 39.39215686] ; [20.39215686  9.60784314],1
p8,1,0.135825,2.224627,[38 84] ; [ 5 24],[34.74172185 87.25827815] ; [ 8.25827815 20.74172185],0
n6,1,0.144858,2.125583,[78 43] ; [15 15],[74.52317881 46.47682119] ; [18.47682119 11.52317881],0
a2,1,0.152724,2.044826,[ 21 102] ; [ 2 28],[ 18.49019608 104.50980392] ; [ 4.50980392 25.49019608],0
p3,1,0.160794,1.966746,[42 81] ; [ 6 23],[38.84210526 84.15789474] ; [ 9.15789474 19.84210526],0
n1,1,0.169194,1.89007,[23 29] ; [ 4 12],[20.64705882 31.35294118] ; [6.35294118 9.64705882],0
n2,1,0.178935,1.806448,[32 19] ; [7 9],[29.68656716 21.31343284] ; [9.31343284 6.68656716],0
p6,1,0.182015,1.781092,[32 90] ; [ 4 24],[29.28 92.72] ; [ 6.72 21.28],0
p7,1,0.197879,1.657961,[57 66] ; [10 20],[53.8627451 69.1372549] ; [13.1372549 16.8627451],0
p9,1,0.201913,1.628485,[44 76] ; [ 7 22],[41.0738255 78.9261745] ; [ 9.9261745 19.0738255],0
s5,1,0.228978,1.447198,[23 96] ; [ 3 27],[20.76510067 98.23489933] ; [ 5.23489933 24.76510067],0
d5,1,0.264419,1.245475,[83 40] ; [17 13],[80.39215686 42.60784314] ; [19.60784314 10.39215686],0
p2,1,0.309081,1.034597,[78 45] ; [16 14],[75.56862745 47.43137255] ; [18.43137255 11.56862745],0
b4,1,0.338984,0.914268,[66 57] ; [19 11],[68.33333333 54.66666667] ; [16.66666667 13.33333333],0
a6,1,0.352548,0.864266,[69 54] ; [14 16],[66.7254902 56.2745098] ; [16.2745098 13.7254902],0
b5,1,0.393265,0.728823,[80 43] ; [17 13],[77.98039216 45.01960784] ; [19.01960784 10.98039216],0
p4,1,0.402517,0.700794,[47 76] ; [ 9 21],[45.01960784 77.98039216] ; [10.98039216 19.01960784],0
a8,1,0.443209,0.58796,[ 11 102] ; [ 4 23],[ 12.10714286 100.89285714] ; [ 2.89285714 24.10714286],0
v2,1,0.449736,0.571316,[41 80] ; [ 8 22],[39.26490066 81.73509934] ; [ 9.73509934 20.26490066],0
n5,1,0.465929,0.531614,[70 52] ; [15 15],[68.22368421 53.77631579] ; [16.77631579 13.22368421],0
s3,1,0.470207,0.52149,[51 71] ; [10 19],[49.28476821 72.71523179] ; [11.71523179 17.28476821],0
a1,1,0.506285,0.441737,[  8 115] ; [ 3 27],[  8.84313725 114.15686275] ; [ 2.15686275 27.84313725],0
s1,1,0.514403,0.425101,[  8 114] ; [ 3 27],[  8.82894737 113.17105263] ; [ 2.17105263 27.82894737],0
p1,1,0.522652,0.408658,[  8 113] ; [ 3 27],[  8.81456954 112.18543046] ; [ 2.18543046 27.81456954],0
u2,1,0.59104,0.288723,[19 32] ; [ 8 10],[19.95652174 31.04347826] ; [ 7.04347826 10.95652174],0
b3,1,0.687711,0.161575,[27 47] ; [ 7 15],[26.20833333 47.79166667] ; [ 7.79166667 14.20833333],0
b2,1,0.687711,0.161575,[27 47] ; [ 7 15],[26.20833333 47.79166667] ; [ 7.79166667 14.20833333],0
n4,1,0.688911,0.160267,[70 52] ; [16 14],[69.02631579 52.97368421] ; [16.97368421 13.02631579],0
s4,1,0.806974,0.059698,[ 18 103] ; [ 5 25],[ 18.43046358 102.56953642] ; [ 4.56953642 25.43046358],0
n3,1,0.855507,0.033159,[30 21] ; [9 7],[29.68656716 21.31343284] ; [9.31343284 6.68656716],0
