Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,65.305322,[ 39 113] ; [334 199],[82.76788321 69.23211679] ; [290.23211679 242.76788321],1
a4,1,0.0,52.596541,[ 37 115] ; [308 226],[76.44314869 75.55685131] ; [268.55685131 265.44314869],1
a3,1,0.0,52.536545,[81 70] ; [439  95],[114.62773723  36.37226277] ; [405.37226277 128.62773723],1
d1,1,0.0,48.662344,[73 79] ; [413 122],[107.52838428  44.47161572] ; [378.47161572 156.52838428],1
u1,1,0.0,34.924126,[  6 146] ; [140 395],[ 32.30276565 119.69723435] ; [113.69723435 421.30276565],1
n4,1,3.8e-05,16.985661,[102  50] ; [439  93],[120.22222222  31.77777778] ; [420.77777778 111.22222222],1
a6,1,0.000126,14.701926,[86 66] ; [389 145],[105.24781341  46.75218659] ; [369.75218659 164.24781341],1
d4,1,0.000127,14.685691,[123  29] ; [491  44],[135.84861718  16.15138282] ; [478.15138282  56.84861718],1
r1,1,0.002101,9.45873,[119  32] ; [471  61],[130.43923865  20.56076135] ; [459.56076135  72.43923865],0
s8,1,0.004465,8.084256,[57 95] ; [268 262],[72.4340176 79.5659824] ; [252.5659824 277.4340176],0
p10,1,0.006182,7.496415,[111  36] ; [451  79],[122.0295421  24.9704579] ; [439.9704579  90.0295421],0
v4,1,0.007286,7.201036,[143   9] ; [524  10],[147.79008746   4.20991254] ; [519.20991254  14.79008746],0
s5,1,0.008546,6.915347,[ 39 107] ; [197 314],[52.44444444 93.55555556] ; [183.55555556 327.44444444],0
r2,1,0.011677,6.359207,[145   7] ; [524   7],[148.88433382   3.11566618] ; [520.11566618  10.88433382],0
p9,1,0.012498,6.238802,[115  30] ; [462  66],[124.31649331  20.68350669] ; [452.68350669  75.31649331],0
v2,1,0.014939,5.923704,[73 72] ; [316 197],[85.7218845 59.2781155] ; [303.2781155 209.7218845],0
n5,1,0.01805,5.591256,[103  48] ; [412 119],[114.02492669  36.97507331] ; [400.97507331 130.02492669],0
p4,1,0.018952,5.505905,[82 69] ; [344 187],[94.31964809 56.68035191] ; [331.68035191 199.31964809],0
s7,1,0.019354,5.469285,[59 83] ; [269 242],[71.32618683 70.67381317] ; [256.67381317 254.32618683],0
v1,1,0.020637,5.357162,[70 77] ; [304 217],[82.30239521 64.69760479] ; [291.69760479 229.30239521],0
b2,1,0.024713,5.043917,[22 59] ; [137 200],[30.81100478 50.18899522] ; [128.18899522 208.81100478],0
b3,1,0.024713,5.043917,[22 59] ; [137 200],[30.81100478 50.18899522] ; [128.18899522 208.81100478],0
p7,1,0.038291,4.292048,[86 61] ; [352 168],[96.53073463 50.46926537] ; [341.46926537 178.53073463],0
p11,1,0.044555,4.035412,[111  41] ; [431 104],[119.91848617  32.08151383] ; [422.08151383 112.91848617],0
p3,1,0.046011,3.981185,[68 83] ; [289 244],[78.81140351 72.18859649] ; [278.18859649 254.81140351],0
d3,1,0.05025,3.833081,[104  48] ; [408 127],[113.28093159  38.71906841] ; [398.71906841 136.28093159],0
n6,1,0.057919,3.595995,[121  29] ; [462  70],[128.22580645  21.77419355] ; [454.77419355  77.22580645],0
a1,1,0.087513,2.919532,[  3 149] ; [ 28 507],[  6.8588064 145.1411936] ; [ 24.1411936 510.8588064],0
p2,1,0.111388,2.534412,[123  28] ; [460  71],[129.08064516  21.91935484] ; [453.91935484  77.08064516],0
s6,1,0.111471,2.533246,[96 52] ; [374 148],[103.82089552  44.17910448] ; [366.17910448 155.82089552],0
p8,1,0.171739,1.867701,[73 77] ; [287 235],[80.35714286 69.64285714] ; [279.64285714 242.35714286],0
p12,1,0.223051,1.484635,[  8 142] ; [ 44 484],[ 11.50442478 138.49557522] ; [ 40.49557522 487.50442478],0
