Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-05,19.502052,[39  7] ; [2 9],[33.0877193 12.9122807] ; [7.9122807 3.0877193],1
p11,1,0.002669,9.021245,[42  4] ; [6 5],[38.73684211  7.26315789] ; [9.26315789 1.73684211],0
s7,1,0.003076,8.761927,[41  4] ; [6 5],[37.76785714  7.23214286] ; [9.23214286 1.76785714],0
n5,1,0.003417,8.570298,[45  1] ; [8 3],[42.77192982  3.22807018] ; [10.22807018  0.77192982],0
s1,1,0.043946,4.058649,[ 3 43] ; [3 8],[ 4.84210526 41.15789474] ; [1.15789474 9.84210526],0
v2,1,0.051056,3.806434,[27 18] ; [3 8],[24.10714286 20.89285714] ; [5.89285714 5.10714286],0
s8,1,0.080512,3.054545,[36  9] ; [6 5],[33.75 11.25] ; [8.25 2.75],0
p8,1,0.091722,2.843885,[42  4] ; [8 3],[40.35087719  5.64912281] ; [9.64912281 1.35087719],0
d4,1,0.098398,2.731313,[41  4] ; [8 3],[39.375  5.625] ; [9.625 1.375],0
n4,1,0.106617,2.603662,[44  2] ; [9 2],[42.77192982  3.22807018] ; [10.22807018  0.77192982],0
a3,1,0.110376,2.548833,[39  7] ; [7 4],[37.12280702  8.87719298] ; [8.87719298 2.12280702],0
p3,1,0.119439,2.424667,[38  7] ; [7 4],[36.16071429  8.83928571] ; [8.83928571 2.16071429],0
p12,1,0.19093,1.710426,[18 28] ; [2 9],[16.14035088 29.85964912] ; [3.85964912 7.14035088],0
p2,1,0.219416,1.508186,[43  3] ; [9 2],[41.96491228  4.03508772] ; [10.03508772  0.96491228],0
r1,1,0.244967,1.351779,[40  6] ; [8 3],[38.73684211  7.26315789] ; [9.26315789 1.73684211],0
r4,1,0.262696,1.254492,[45  1] ; [10  1],[44.38596491  1.61403509] ; [10.61403509  0.38596491],0
v1,1,0.325776,0.965616,[35 10] ; [10  1],[36.16071429  8.83928571] ; [8.83928571 2.16071429],0
p1,1,0.342464,0.901186,[14 32] ; [5 6],[15.33333333 30.66666667] ; [3.66666667 7.33333333],0
p10,1,0.357069,0.848175,[42  4] ; [9 2],[41.15789474  4.84210526] ; [9.84210526 1.15789474],0
a5,1,0.399549,0.709684,[35 11] ; [7 4],[33.89473684 12.10526316] ; [8.10526316 2.89473684],0
s4,1,0.41192,0.673253,[ 9 37] ; [ 1 10],[ 8.07017544 37.92982456] ; [1.92982456 9.07017544],0
b3,1,0.412435,0.67177,[17 16] ; [2 4],[16.07692308 16.92307692] ; [2.92307692 3.07692308],0
b2,1,0.412435,0.67177,[17 16] ; [2 4],[16.07692308 16.92307692] ; [2.92307692 3.07692308],0
a7,1,0.416528,0.660091,[32 14] ; [9 2],[33.0877193 12.9122807] ; [7.9122807 3.0877193],0
d3,1,0.423587,0.640342,[34 11] ; [7 4],[32.94642857 12.05357143] ; [8.05357143 2.94642857],0
b1,1,0.426587,0.632097,[19 27] ; [6 5],[20.1754386 25.8245614] ; [4.8245614 6.1754386],0
a6,1,0.461119,0.543176,[26 19] ; [5 6],[24.91071429 20.08928571] ; [6.08928571 4.91071429],0
d2,1,0.461119,0.543176,[26 19] ; [5 6],[24.91071429 20.08928571] ; [6.08928571 4.91071429],0
u3,1,0.477267,0.505102,[5 2] ; [2 2],[4.45454545 2.54545455] ; [2.54545455 1.45454545],0
n3,1,0.490153,0.47619,[4 3] ; [1 2],[3.5 3.5] ; [1.5 1.5],0
n2,1,0.490153,0.47619,[6 1] ; [2 1],[5.6 1.4] ; [2.4 0.6],0
a4,1,0.492914,0.47016,[22 24] ; [4 7],[20.98245614 25.01754386] ; [5.01754386 5.98245614],0
p9,1,0.526817,0.400527,[44  2] ; [10  1],[43.57894737  2.42105263] ; [10.42105263  0.57894737],0
s5,1,0.537047,0.381041,[34  9] ; [7 3],[33.26415094  9.73584906] ; [7.73584906 2.26415094],0
b5,1,0.595641,0.281621,[21 25] ; [6 5],[21.78947368 24.21052632] ; [5.21052632 5.78947368],0
d1,1,0.597704,0.278473,[33 13] ; [7 4],[32.28070175 13.71929825] ; [7.71929825 3.28070175],0
v3,1,0.640263,0.218398,[28 17] ; [6 5],[27.32142857 17.67857143] ; [6.67857143 4.32142857],0
n1,1,0.880303,0.022676,[5 2] ; [2 1],[4.9 2.1] ; [2.1 0.9],0
d5,1,0.891774,0.018512,[36  9] ; [9 2],[36.16071429  8.83928571] ; [8.83928571 2.16071429],0
s3,1,0.895698,0.017187,[42  4] ; [9 1],[41.89285714  4.10714286] ; [9.10714286 0.89285714],0
u2,1,0.898195,0.016369,[5 2] ; [3 1],[5.09090909 1.90909091] ; [2.90909091 1.09090909],0
a2,1,0.916817,0.010909,[ 9 37] ; [2 9],[ 8.87719298 37.12280702] ; [2.12280702 8.87719298],0
u1,1,0.916817,0.010909,[ 9 37] ; [2 9],[ 8.87719298 37.12280702] ; [2.12280702 8.87719298],0
b4,1,0.990568,0.00014,[25 21] ; [6 5],[25.01754386 20.98245614] ; [5.98245614 5.01754386],0
