Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,99.396306,[301  58] ; [125 145],[243.13831479 115.86168521] ; [182.86168521  87.13831479],1
p4,1,0.0,55.309711,[277  85] ; [132 143],[232.43014129 129.56985871] ; [176.56985871  98.43014129],1
p3,1,0.0,47.68168,[241 121] ; [107 167],[198.0754717 163.9245283] ; [149.9245283 124.0754717],1
p6,1,0.0,37.049056,[182 180] ; [ 72 201],[144.8 217.2] ; [109.2 163.8],1
p2,1,0.0,31.714716,[338  24] ; [214  60],[314.18867925  47.81132075] ; [237.81132075  36.18867925],1
p5,1,0.0,25.780954,[ 73 290] ; [ 16 254],[ 51.03791469 311.96208531] ; [ 37.96208531 232.03791469],1
p11,1,3e-05,17.428881,[329  34] ; [217  58],[310.65517241  52.34482759] ; [235.34482759  39.65517241],1
v1,1,0.001205,10.482749,[221 135] ; [130 135],[201.2173913 154.7826087] ; [149.7826087 115.2173913],0
b5,1,0.001981,9.567023,[192 171] ; [179  96],[211.0862069 151.9137931] ; [159.9137931 115.0862069],0
p1,1,0.004965,7.892118,[ 45 317] ; [ 16 259],[ 34.66562009 327.33437991] ; [ 26.33437991 248.66562009],0
n5,1,0.005323,7.766239,[314  49] ; [214  60],[300.88540031  62.11459969] ; [227.11459969  46.88540031],0
s5,1,0.010329,6.577337,[147 199] ; [ 86 180],[131.72875817 214.27124183] ; [101.27124183 164.72875817],0
v4,1,0.01048,6.551491,[353   8] ; [257  17],[346.78740157  14.21259843] ; [263.21259843  10.78740157],0
p12,1,0.021026,5.324634,[ 45 316] ; [ 19 256],[ 36.32704403 324.67295597] ; [ 27.67295597 247.32704403],0
r4,1,0.038887,4.265806,[342  21] ; [247  28],[335.12068966  27.87931034] ; [253.87931034  21.12068966],0
a5,1,0.041732,4.146022,[289  74] ; [200  75],[278.22413793  84.77586207] ; [210.77586207  64.22413793],0
v3,1,0.053441,3.730085,[162 193] ; [100 164],[150.25848142 204.74151858] ; [111.74151858 152.25848142],0
a6,1,0.059689,3.546015,[238 124] ; [200  75],[248.91051805 113.08948195] ; [189.08948195  85.91051805],0
s8,1,0.061718,3.490602,[184 176] ; [120 155],[172.34645669 187.65354331] ; [131.65354331 143.34645669],0
a2,1,0.083408,2.997206,[ 80 283] ; [ 77 198],[ 89.32758621 273.67241379] ; [ 67.67241379 207.32758621],0
n4,1,0.085469,2.957709,[308  55] ; [219  56],[299.84482759  63.15517241] ; [227.15517241  47.84482759],0
a8,1,0.106306,2.608297,[ 53 281] ; [ 28 222],[ 46.32534247 287.67465753] ; [ 34.67465753 215.32534247],0
d4,1,0.12002,2.417063,[309  53] ; [222  53],[301.76138148  60.23861852] ; [229.23861852  45.76138148],0
r1,1,0.135063,2.233323,[301  61] ; [215  59],[293.69811321  68.30188679] ; [222.30188679  51.69811321],0
a1,1,0.137653,2.204,[ 21 342] ; [  9 266],[ 17.06896552 345.93103448] ; [ 12.93103448 262.06896552],0
s7,1,0.145999,2.113562,[191 154] ; [131 134],[182.1147541 162.8852459] ; [139.8852459 125.1147541],0
u1,1,0.157044,2.002463,[ 63 300] ; [ 60 215],[ 69.98275862 293.01724138] ; [ 53.01724138 221.98275862],0
d1,1,0.18385,1.766226,[230 133] ; [160 115],[221.89655172 141.10344828] ; [168.10344828 106.89655172],0
n3,1,0.278371,1.175024,[40 17] ; [55 15],[42.63779528 14.36220472] ; [52.36220472 17.63779528],0
b4,1,0.301475,1.067659,[207 156] ; [168 107],[213.36206897 149.63793103] ; [161.63793103 113.36206897],0
