Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,46.406996,[105  22] ; [28 50],[82.39512195 44.60487805] ; [50.60487805 27.39512195],1
n6,1,0.001563,10.002894,[103  25] ; [47 31],[93.2038835 34.7961165] ; [56.7961165 21.2038835],0
v3,1,0.006345,7.449555,[42 84] ; [12 64],[33.68316832 92.31683168] ; [20.31683168 55.68316832],0
n3,1,0.013313,6.12706,[30  8] ; [18 17],[24.98630137 13.01369863] ; [23.01369863 11.98630137],0
s4,1,0.015521,5.85629,[ 21 107] ; [24 54],[ 27.96116505 100.03883495] ; [17.03883495 60.96116505],0
v2,1,0.022424,5.212587,[55 68] ; [22 55],[47.355 75.645] ; [29.645 47.355],0
a8,1,0.023333,5.143559,[ 17 105] ; [ 3 73],[ 12.32323232 109.67676768] ; [ 7.67676768 68.32323232],0
n1,1,0.028182,4.816882,[18 19] ; [ 8 26],[13.54929577 23.45070423] ; [12.45070423 21.54929577],0
a4,1,0.037428,4.330842,[47 80] ; [18 60],[40.26829268 86.73170732] ; [24.73170732 53.26829268],0
a3,1,0.038397,4.287351,[82 46] ; [38 39],[74.92682927 53.07317073] ; [45.07317073 31.92682927],0
p11,1,0.042377,4.120067,[90 38] ; [44 34],[83.26213592 44.73786408] ; [50.73786408 27.26213592],0
u3,1,0.046403,3.966921,[12 33] ; [19 21],[16.41176471 28.58823529] ; [14.58823529 25.41176471],0
a5,1,0.047407,3.930877,[74 54] ; [34 44],[67.10679612 60.89320388] ; [40.89320388 37.10679612],0
p9,1,0.05853,3.578556,[97 28] ; [49 26],[91.25 33.75] ; [54.75 20.25],0
a6,1,0.074862,3.173054,[77 51] ; [37 41],[70.83495146 57.16504854] ; [43.16504854 34.83495146],0
p10,1,0.092942,2.822673,[86 39] ; [44 33],[80.44554455 44.55445545] ; [49.55445545 27.44554455],0
d5,1,0.107809,2.58605,[92 36] ; [47 30],[86.7902439 41.2097561] ; [52.2097561 24.7902439],0
a2,1,0.121439,2.398669,[ 17 111] ; [ 5 73],[ 13.66990291 114.33009709] ; [ 8.33009709 69.66990291],0
n2,1,0.12922,2.301845,[30  8] ; [22 13],[27.06849315 10.93150685] ; [24.93150685 10.06849315],0
d1,1,0.205962,1.599583,[54 74] ; [26 52],[49.70873786 78.29126214] ; [30.29126214 47.70873786],0
s3,1,0.222275,1.489621,[59 66] ; [30 48],[54.80295567 70.19704433] ; [34.19704433 43.80295567],0
p2,1,0.231293,1.432892,[90 37] ; [49 29],[86.11219512 40.88780488] ; [52.88780488 25.11219512],0
v1,1,0.231586,1.431092,[49 75] ; [24 53],[45.03482587 78.96517413] ; [27.96517413 49.03482587],0
s5,1,0.233125,1.421692,[21 98] ; [19 58],[24.28571429 94.71428571] ; [15.71428571 61.28571429],0
p4,1,0.257337,1.283024,[57 69] ; [29 49],[53.11764706 72.88235294] ; [32.88235294 45.11764706],0
p3,1,0.321605,0.982409,[50 77] ; [25 52],[46.69117647 80.30882353] ; [28.30882353 48.69117647],0
u1,1,0.343787,0.89626,[  9 119] ; [ 3 75],[  7.45631068 120.54368932] ; [ 4.54368932 73.45631068],0
p6,1,0.386967,0.74845,[39 84] ; [20 57],[36.285 86.715] ; [22.715 54.285],0
s7,1,0.39145,0.734433,[43 79] ; [22 53],[40.25380711 81.74619289] ; [24.74619289 50.25380711],0
r4,1,0.44534,0.582484,[71 57] ; [39 39],[68.34951456 59.65048544] ; [41.65048544 36.34951456],0
a1,1,0.457779,0.551319,[ 10 118] ; [ 4 74],[  8.69902913 119.30097087] ; [ 5.30097087 72.69902913],0
r3,1,0.480258,0.498277,[99 28] ; [64 14],[100.9804878  26.0195122] ; [62.0195122 15.9804878],0
b1,1,0.504629,0.445188,[53 75] ; [36 42],[55.30097087 72.69902913] ; [33.69902913 44.30097087],0
b4,1,0.504629,0.445188,[75 53] ; [42 36],[72.69902913 55.30097087] ; [44.30097087 33.69902913],0
r2,1,0.539448,0.376565,[96 25] ; [59 19],[94.24623116 26.75376884] ; [60.75376884 17.24623116],0
d2,1,0.561748,0.336688,[52 74] ; [29 49],[50.02941176 75.97058824] ; [30.97058824 47.02941176],0
v4,1,0.565005,0.331112,[100  27] ; [64 14],[101.6  25.4] ; [62.4 15.6],0
b5,1,0.583914,0.29995,[82 46] ; [47 31],[80.15533981 47.84466019] ; [48.84466019 29.15533981],0
d3,1,0.608661,0.26213,[66 62] ; [42 34],[67.76470588 60.23529412] ; [40.23529412 35.76470588],0
s8,1,0.611367,0.258188,[37 91] ; [20 58],[35.41747573 92.58252427] ; [21.58252427 56.41747573],0
d4,1,0.702041,0.146357,[87 41] ; [51 27],[85.74757282 42.25242718] ; [52.25242718 25.74757282],0
u4,1,0.722165,0.126428,[  1 127] ; [ 1 77],[  1.24271845 126.75728155] ; [ 0.75728155 77.24271845],0
